split,quality_group,non_mated_count,non_mated_fraction,false_accept_count,realized_fpir,threshold,score_q99,quality_cutpoints,threshold_fit_on_test,method,target_fpir,partition_seed
fit,high,33288,0.4963616843612072,1659,0.04983777937995674,-0.48708475706854104,-0.4049907055497171,[0.5597402],False,fiqa_l,0.05,0
safety,low,15462,0.48682346273731936,773,0.04999353253136722,-0.44895049929618835,-0.37422059357166293,[0.5597402],False,fiqa_l,0.05,0
safety,high,16299,0.5131765372626806,727,0.04460396343333947,-0.48708475706854104,-0.40869662225246417,[0.5597402],False,fiqa_l,0.05,0
test,low,58468,0.4802852073339029,2620,0.04481083669699665,-0.44895049929618835,-0.3847880023717879,[0.5597402],False,fiqa_l,0.05,0
test,high,63268,0.5197147926660971,2770,0.043782006701650125,-0.48708475706854104,-0.4073194751143454,[0.5597402],False,fiqa_l,0.05,0
fit,all,67064,1.0,6638,0.09898007873076464,-0.5147057175636292,-0.3958417731523515,[],False,global_safe,0.1,0
safety,all,31761,1.0,3176,0.09999685148452504,-0.5147057175636292,-0.3890680611133573,[],False,global_safe,0.1,0
test,all,121736,1.0,11132,0.09144377998291385,-0.5147057175636292,-0.39379475563764604,[],False,global_safe,0.1,0
fit,low,33340,0.49713706310390077,3128,0.09382123575284942,-0.49168306589126587,-0.38525056123733514,[0.5466472],False,fiqa_s,0.1,0
fit,high,33724,0.5028629368960993,3365,0.09978057169967976,-0.5424046282877325,-0.40916670620441453,[0.5466472],False,fiqa_s,0.1,0
safety,low,15435,0.4859733635590819,1543,0.09996760609005508,-0.49168306589126587,-0.3725908672809602,[0.5466472],False,fiqa_s,0.1,0
safety,high,16326,0.5140266364409181,1534,0.09396055371799583,-0.5424046282877325,-0.4121595770120621,[0.5466472],False,fiqa_s,0.1,0
test,low,59311,0.48721002825786947,5154,0.0868978772908904,-0.49168306589126587,-0.3836412012577057,[0.5466472],False,fiqa_s,0.1,0
test,high,62425,0.5127899717421305,5869,0.09401682018422107,-0.5424046282877325,-0.40965671300888057,[0.5466472],False,fiqa_s,0.1,0
fit,low,33776,0.5036383156387928,3070,0.09089294173377546,-0.49171990156173706,-0.38801437616348267,[0.5597402],False,fiqa_l,0.1,0
fit,high,33288,0.4963616843612072,3316,0.09961547704878634,-0.5425541164114096,-0.4049907055497171,[0.5597402],False,fiqa_l,0.1,0
safety,low,15462,0.48682346273731936,1546,0.09998706506273444,-0.49171990156173706,-0.37422059357166293,[0.5597402],False,fiqa_l,0.1,0
safety,high,16299,0.5131765372626806,1527,0.09368672924719308,-0.5425541164114096,-0.40869662225246417,[0.5597402],False,fiqa_l,0.1,0
test,low,58468,0.4802852073339029,5287,0.09042553191489362,-0.49171990156173706,-0.3847880023717879,[0.5597402],False,fiqa_l,0.1,0
test,high,63268,0.5197147926660971,5447,0.08609407599418348,-0.5425541164114096,-0.4073194751143454,[0.5597402],False,fiqa_l,0.1,0
fit,all,67064,1.0,13412,0.19998807109626626,-0.5815445780754089,-0.3958417731523515,[],False,global_safe,0.2,0
safety,all,31761,1.0,6333,0.1993954850288089,-0.5815445780754089,-0.3890680611133573,[],False,global_safe,0.2,0
test,all,121736,1.0,22206,0.18241111914306368,-0.5815445780754089,-0.39379475563764604,[],False,global_safe,0.2,0
fit,low,33340,0.49713706310390077,6385,0.1915116976604679,-0.5507112741470337,-0.38525056123733514,[0.5466472],False,fiqa_s,0.2,0
fit,high,33724,0.5028629368960993,6735,0.19970940576444077,-0.6183449309075473,-0.40916670620441453,[0.5466472],False,fiqa_s,0.2,0
safety,low,15435,0.4859733635590819,3087,0.2,-0.5507112741470337,-0.3725908672809602,[0.5466472],False,fiqa_s,0.2,0
safety,high,16326,0.5140266364409181,3158,0.19343378659806443,-0.6183449309075473,-0.4121595770120621,[0.5466472],False,fiqa_s,0.2,0
test,low,59311,0.48721002825786947,10304,0.17372831346630474,-0.5507112741470337,-0.3836412012577057,[0.5466472],False,fiqa_s,0.2,0
test,high,62425,0.5127899717421305,11785,0.18878654385262314,-0.6183449309075473,-0.40965671300888057,[0.5466472],False,fiqa_s,0.2,0
fit,low,33776,0.5036383156387928,6424,0.19019422074846046,-0.5504536628723145,-0.38801437616348267,[0.5597402],False,fiqa_l,0.2,0
fit,high,33288,0.4963616843612072,6640,0.19947128094208122,-0.624724830031338,-0.4049907055497171,[0.5597402],False,fiqa_l,0.2,0
safety,low,15462,0.48682346273731936,3092,0.19997413012546889,-0.5504536628723145,-0.37422059357166293,[0.5597402],False,fiqa_l,0.2,0
safety,high,16299,0.5131765372626806,3093,0.18976624332781153,-0.624724830031338,-0.40869662225246417,[0.5597402],False,fiqa_l,0.2,0
test,low,58468,0.4802852073339029,10779,0.18435725525073546,-0.5504536628723145,-0.3847880023717879,[0.5597402],False,fiqa_l,0.2,0
test,high,63268,0.5197147926660971,11221,0.17735664158816464,-0.624724830031338,-0.4073194751143454,[0.5597402],False,fiqa_l,0.2,0
fit,all,67064,1.0,20119,0.29999701777406657,-0.6356654167175293,-0.3958417731523515,[],False,global_safe,0.3,0
safety,all,31761,1.0,9291,0.2925285727779352,-0.6356654167175293,-0.3890680611133573,[],False,global_safe,0.3,0
test,all,121736,1.0,33568,0.2757442334231452,-0.6356654167175293,-0.39379475563764604,[],False,global_safe,0.3,0
fit,low,33340,0.49713706310390077,9854,0.2955608878224355,-0.6014350056648254,-0.38525056123733514,[0.5466472],False,fiqa_s,0.3,0
fit,high,33724,0.5028629368960993,10099,0.29946032499110425,-0.6792416742367784,-0.40916670620441453,[0.5466472],False,fiqa_s,0.3,0
safety,low,15435,0.4859733635590819,4630,0.2999676060900551,-0.6014350056648254,-0.3725908672809602,[0.5466472],False,fiqa_s,0.3,0
safety,high,16326,0.5140266364409181,4700,0.2878843562415779,-0.6792416742367784,-0.4121595770120621,[0.5466472],False,fiqa_s,0.3,0
test,low,59311,0.48721002825786947,15955,0.26900574935509436,-0.6014350056648254,-0.3836412012577057,[0.5466472],False,fiqa_s,0.3,0
test,high,62425,0.5127899717421305,17479,0.28,-0.6792416742367784,-0.40965671300888057,[0.5466472],False,fiqa_s,0.3,0
fit,low,33776,0.5036383156387928,9917,0.2936108479393652,-0.5983337163925171,-0.38801437616348267,[0.5597402],False,fiqa_l,0.3,0
fit,high,33288,0.4963616843612072,9968,0.29944724825763036,-0.6926340780871028,-0.4049907055497171,[0.5597402],False,fiqa_l,0.3,0
safety,low,15462,0.48682346273731936,4638,0.29996119518820336,-0.5983337163925171,-0.37422059357166293,[0.5597402],False,fiqa_l,0.3,0
safety,high,16299,0.5131765372626806,4609,0.2827780845450641,-0.6926340780871028,-0.40869662225246417,[0.5597402],False,fiqa_l,0.3,0
test,low,58468,0.4802852073339029,16471,0.2817096531435999,-0.5983337163925171,-0.3847880023717879,[0.5597402],False,fiqa_l,0.3,0
test,high,63268,0.5197147926660971,17148,0.27103749130682175,-0.6926340780871028,-0.4073194751143454,[0.5597402],False,fiqa_l,0.3,0
fit,all,69704,1.0,625,0.00896648685871686,-0.39062872529029846,-0.39532229244709005,[],False,global_safe,0.01,1
safety,all,29121,1.0,291,0.009992788709178944,-0.39062872529029846,-0.3908611297607422,[],False,global_safe,0.01,1
test,all,121736,1.0,1123,0.009224880068344614,-0.39062872529029846,-0.39379475563764604,[],False,global_safe,0.01,1
fit,low,34287,0.49189429587971994,342,0.009974625951526818,-0.38194677233695984,-0.38203323841094977,[0.548998725],False,fiqa_s,0.01,1
fit,high,35417,0.50810570412028,281,0.007934042973713189,-0.40452516078948975,-0.4130866527557374,[0.548998725],False,fiqa_s,0.01,1
safety,low,14977,0.514302393461763,147,0.009815049742939173,-0.38194677233695984,-0.38219059944152833,[0.548998725],False,fiqa_s,0.01,1
safety,high,14144,0.485697606538237,141,0.009968891402714931,-0.40452516078948975,-0.40484969168901447,[0.548998725],False,fiqa_s,0.01,1
test,low,59898,0.4920319379641191,573,0.009566262646499048,-0.38194677233695984,-0.3836394733190537,[0.548998725],False,fiqa_s,0.01,1
test,high,61838,0.507968062035881,548,0.008861864872731978,-0.40452516078948975,-0.40975669175386437,[0.548998725],False,fiqa_s,0.01,1
fit,low,34849,0.49995696086307817,335,0.009612901374501421,-0.3836914002895355,-0.38525208830833446,[0.5605786500000001],False,fiqa_l,0.01,1
fit,high,34855,0.5000430391369218,285,0.00817673217615837,-0.4009368419647217,-0.4097649472951889,[0.5605786500000001],False,fiqa_l,0.01,1
safety,low,14598,0.5012877305037602,145,0.009932867516098096,-0.3836914002895355,-0.38417300641536684,[0.5605786500000001],False,fiqa_l,0.01,1
safety,high,14523,0.4987122694962398,145,0.009984163051711079,-0.4009368419647217,-0.40101122975349424,[0.5605786500000001],False,fiqa_l,0.01,1
test,low,58706,0.48224025760662415,567,0.009658297277961367,-0.3836914002895355,-0.3846208944916726,[0.5605786500000001],False,fiqa_l,0.01,1
test,high,63030,0.5177597423933759,552,0.008757734412184673,-0.4009368419647217,-0.40757030665874483,[0.5605786500000001],False,fiqa_l,0.01,1
fit,all,69704,1.0,2930,0.04203489039366464,-0.46074947714805603,-0.39532229244709005,[],False,global_safe,0.05,1
safety,all,29121,1.0,1456,0.04999828302599499,-0.46074947714805603,-0.3908611297607422,[],False,global_safe,0.05,1
test,all,121736,1.0,5117,0.04203358086350792,-0.46074947714805603,-0.39379475563764604,[],False,global_safe,0.05,1
fit,low,34287,0.49189429587971994,1538,0.044856651208913,-0.44822442531585693,-0.38203323841094977,[0.548998725],False,fiqa_s,0.05,1
fit,high,35417,0.50810570412028,1389,0.03921845441454669,-0.4806690216064453,-0.4130866527557374,[0.548998725],False,fiqa_s,0.05,1
safety,low,14977,0.514302393461763,748,0.049943246311010214,-0.44822442531585693,-0.38219059944152833,[0.548998725],False,fiqa_s,0.05,1
safety,high,14144,0.485697606538237,707,0.04998585972850679,-0.4806690216064453,-0.40484969168901447,[0.548998725],False,fiqa_s,0.05,1
test,low,59898,0.4920319379641191,2622,0.043774416508063706,-0.44822442531585693,-0.3836394733190537,[0.548998725],False,fiqa_s,0.05,1
test,high,61838,0.507968062035881,2591,0.041899802710307577,-0.4806690216064453,-0.40975669175386437,[0.548998725],False,fiqa_s,0.05,1
fit,low,34849,0.49995696086307817,1533,0.04398978449883784,-0.4481250047683716,-0.38525208830833446,[0.5605786500000001],False,fiqa_l,0.05,1
fit,high,34855,0.5000430391369218,1354,0.03884665040883661,-0.4782394766807556,-0.4097649472951889,[0.5605786500000001],False,fiqa_l,0.05,1
safety,low,14598,0.5012877305037602,729,0.0499383477188656,-0.4481250047683716,-0.38417300641536684,[0.5605786500000001],False,fiqa_l,0.05,1
safety,high,14523,0.4987122694962398,726,0.049989671555463744,-0.4782394766807556,-0.40101122975349424,[0.5605786500000001],False,fiqa_l,0.05,1
test,low,58706,0.48224025760662415,2600,0.04428848839982285,-0.4481250047683716,-0.3846208944916726,[0.5605786500000001],False,fiqa_l,0.05,1
test,high,63030,0.5177597423933759,2410,0.038235760748849754,-0.4782394766807556,-0.40757030665874483,[0.5605786500000001],False,fiqa_l,0.05,1
fit,all,69704,1.0,5718,0.08203259497302881,-0.5047173500061035,-0.39532229244709005,[],False,global_safe,0.1,1
safety,all,29121,1.0,2912,0.09999656605198998,-0.5047173500061035,-0.3908611297607422,[],False,global_safe,0.1,1
test,all,121736,1.0,9763,0.08019813366629427,-0.5047173500061035,-0.39379475563764604,[],False,global_safe,0.1,1
fit,low,34287,0.49189429587971994,2999,0.08746755330008459,-0.4880480468273163,-0.38203323841094977,[0.548998725],False,fiqa_s,0.1,1
fit,high,35417,0.50810570412028,2869,0.0810062964113279,-0.5321959257125854,-0.4130866527557374,[0.548998725],False,fiqa_s,0.1,1
safety,low,14977,0.514302393461763,1497,0.09995326166789077,-0.4880480468273163,-0.38219059944152833,[0.548998725],False,fiqa_s,0.1,1
safety,high,14144,0.485697606538237,1414,0.09997171945701358,-0.5321959257125854,-0.40484969168901447,[0.548998725],False,fiqa_s,0.1,1
test,low,59898,0.4920319379641191,4962,0.082840829409997,-0.4880480468273163,-0.3836394733190537,[0.548998725],False,fiqa_s,0.1,1
test,high,61838,0.507968062035881,5104,0.08253824509201461,-0.5321959257125854,-0.40975669175386437,[0.548998725],False,fiqa_s,0.1,1
fit,low,34849,0.49995696086307817,3054,0.08763522626187265,-0.48983317613601685,-0.38525208830833446,[0.5605786500000001],False,fiqa_l,0.1,1
fit,high,34855,0.5000430391369218,2744,0.07872615119781953,-0.5302391648292542,-0.4097649472951889,[0.5605786500000001],False,fiqa_l,0.1,1
safety,low,14598,0.5012877305037602,1459,0.09994519797232497,-0.48983317613601685,-0.38417300641536684,[0.5605786500000001],False,fiqa_l,0.1,1
safety,high,14523,0.4987122694962398,1452,0.09997934311092749,-0.5302391648292542,-0.40101122975349424,[0.5605786500000001],False,fiqa_l,0.1,1
test,low,58706,0.48224025760662415,5189,0.08838960242564645,-0.48983317613601685,-0.3846208944916726,[0.5605786500000001],False,fiqa_l,0.1,1
test,high,63030,0.5177597423933759,4699,0.0745518007298112,-0.5302391648292542,-0.40757030665874483,[0.5605786500000001],False,fiqa_l,0.1,1
fit,all,69704,1.0,11657,0.1672357396992999,-0.5679022669792175,-0.39532229244709005,[],False,global_safe,0.2,1
safety,all,29121,1.0,5824,0.19999313210397995,-0.5679022669792175,-0.3908611297607422,[],False,global_safe,0.2,1
test,all,121736,1.0,19693,0.16176808832227113,-0.5679022669792175,-0.39379475563764604,[],False,global_safe,0.2,1
fit,low,34287,0.49189429587971994,5829,0.17000612477032112,-0.5431280136108398,-0.38203323841094977,[0.548998725],False,fiqa_s,0.2,1
fit,high,35417,0.50810570412028,5784,0.16331140412796114,-0.6025650501251221,-0.4130866527557374,[0.548998725],False,fiqa_s,0.2,1
safety,low,14977,0.514302393461763,2995,0.19997329238165187,-0.5431280136108398,-0.38219059944152833,[0.548998725],False,fiqa_s,0.2,1
safety,high,14144,0.485697606538237,2828,0.19994343891402716,-0.6025650501251221,-0.40484969168901447,[0.548998725],False,fiqa_s,0.2,1
test,low,59898,0.4920319379641191,9682,0.16164145714381115,-0.5431280136108398,-0.3836394733190537,[0.548998725],False,fiqa_s,0.2,1
test,high,61838,0.507968062035881,10250,0.16575568420712183,-0.6025650501251221,-0.40975669175386437,[0.548998725],False,fiqa_s,0.2,1
fit,low,34849,0.49995696086307817,5935,0.17030617808258486,-0.5431950688362122,-0.38525208830833446,[0.5605786500000001],False,fiqa_l,0.2,1
fit,high,34855,0.5000430391369218,5616,0.161124659302826,-0.606589138507843,-0.4097649472951889,[0.5605786500000001],False,fiqa_l,0.2,1
safety,low,14598,0.5012877305037602,2919,0.19995889847924372,-0.5431950688362122,-0.38417300641536684,[0.5605786500000001],False,fiqa_l,0.2,1
safety,high,14523,0.4987122694962398,2904,0.19995868622185498,-0.606589138507843,-0.40101122975349424,[0.5605786500000001],False,fiqa_l,0.2,1
test,low,58706,0.48224025760662415,10082,0.17173713078731306,-0.5431950688362122,-0.3846208944916726,[0.5605786500000001],False,fiqa_l,0.2,1
test,high,63030,0.5177597423933759,9710,0.15405362525781374,-0.606589138507843,-0.40757030665874483,[0.5605786500000001],False,fiqa_l,0.2,1
fit,all,69704,1.0,17746,0.25459084127166304,-0.6199089288711548,-0.39532229244709005,[],False,global_safe,0.3,1
safety,all,29121,1.0,8736,0.29998969815596993,-0.6199089288711548,-0.3908611297607422,[],False,global_safe,0.3,1
test,all,121736,1.0,30152,0.2476835118617336,-0.6199089288711548,-0.39379475563764604,[],False,global_safe,0.3,1
fit,low,34287,0.49189429587971994,8988,0.26214016974363463,-0.5903724431991577,-0.38203323841094977,[0.548998725],False,fiqa_s,0.3,1
fit,high,35417,0.50810570412028,8957,0.2529011491656549,-0.6623457074165344,-0.4130866527557374,[0.548998725],False,fiqa_s,0.3,1
safety,low,14977,0.514302393461763,4493,0.299993323095413,-0.5903724431991577,-0.38219059944152833,[0.548998725],False,fiqa_s,0.3,1
safety,high,14144,0.485697606538237,4243,0.2999858597285068,-0.6623457074165344,-0.40484969168901447,[0.548998725],False,fiqa_s,0.3,1
test,low,59898,0.4920319379641191,14772,0.2466192527296404,-0.5903724431991577,-0.3836394733190537,[0.548998725],False,fiqa_s,0.3,1
test,high,61838,0.507968062035881,15529,0.2511239043953556,-0.6623457074165344,-0.40975669175386437,[0.548998725],False,fiqa_s,0.3,1
fit,low,34849,0.49995696086307817,9052,0.25974920370742344,-0.5871849656105042,-0.38525208830833446,[0.5605786500000001],False,fiqa_l,0.3,1
fit,high,34855,0.5000430391369218,8787,0.2521015636207144,-0.6741369366645813,-0.4097649472951889,[0.5605786500000001],False,fiqa_l,0.3,1
safety,low,14598,0.5012877305037602,4379,0.29997259898616246,-0.5871849656105042,-0.38417300641536684,[0.5605786500000001],False,fiqa_l,0.3,1
safety,high,14523,0.4987122694962398,4356,0.29993802933278246,-0.6741369366645813,-0.40101122975349424,[0.5605786500000001],False,fiqa_l,0.3,1
test,low,58706,0.48224025760662415,15096,0.25714577726297144,-0.5871849656105042,-0.3846208944916726,[0.5605786500000001],False,fiqa_l,0.3,1
test,high,63030,0.5177597423933759,15314,0.24296366809455816,-0.6741369366645813,-0.40757030665874483,[0.5605786500000001],False,fiqa_l,0.3,1
fit,all,71286,1.0,712,0.009987935920096513,-0.3910210132598877,-0.3911106988787652,[],False,global_safe,0.01,2
safety,all,27539,1.0,215,0.007807109916845202,-0.3910210132598877,-0.39950676023960113,[],False,global_safe,0.01,2
test,all,121736,1.0,1136,0.009331668528619308,-0.3910210132598877,-0.39379475563764604,[],False,global_safe,0.01,2
fit,low,35361,0.49604410403164717,353,0.009982749356635841,-0.379576712846756,-0.37971497774124124,[0.54809153],False,fiqa_s,0.01,2
fit,high,35925,0.5039558959683529,358,0.009965205288796103,-0.4086692115427301,-0.4089388990402219,[0.54809153],False,fiqa_s,0.01,2
safety,low,13724,0.49834779766876064,103,0.00750510055377441,-0.379576712846756,-0.3892511987686156,[0.54809153],False,fiqa_s,0.01,2
safety,high,13815,0.5016522023312393,121,0.008758595729279768,-0.4086692115427301,-0.41402960419654844,[0.54809153],False,fiqa_s,0.01,2
test,low,59684,0.49027403561805877,543,0.009097915689296965,-0.379576712846756,-0.38364633560180667,[0.54809153],False,fiqa_s,0.01,2
test,high,62052,0.5097259643819413,601,0.009685425127312576,-0.4086692115427301,-0.40972149461507806,[0.54809153],False,fiqa_s,0.01,2
fit,low,35632,0.49984569200123447,356,0.009991019308486754,-0.38262641429901123,-0.38270642966032,[0.5601946],False,fiqa_l,0.01,2
fit,high,35654,0.5001543079987656,354,0.009928759746452012,-0.4029221812470623,-0.40317868739366525,[0.5601946],False,fiqa_l,0.01,2
safety,low,13721,0.49823886125131633,107,0.007798265432548648,-0.38262641429901123,-0.3897427856922152,[0.5601946],False,fiqa_l,0.01,2
safety,high,13818,0.5017611387486837,102,0.007381676074685193,-0.4029221812470623,-0.414962230026722,[0.5601946],False,fiqa_l,0.01,2
test,low,58605,0.48141059341525927,549,0.00936780138213463,-0.38262641429901123,-0.3846099627017975,[0.5601946],False,fiqa_l,0.01,2
test,high,63131,0.5185894065847407,577,0.009139725333037653,-0.4029221812470623,-0.40757044553756716,[0.5601946],False,fiqa_l,0.01,2
fit,all,71286,1.0,3564,0.049995791600033666,-0.465423047542572,-0.3911106988787652,[],False,global_safe,0.05,2
safety,all,27539,1.0,1188,0.04313882130796325,-0.465423047542572,-0.39950676023960113,[],False,global_safe,0.05,2
test,all,121736,1.0,5535,0.0454672405861865,-0.465423047542572,-0.39379475563764604,[],False,global_safe,0.05,2
fit,low,35361,0.49604410403164717,1768,0.049998586012839005,-0.44920626282691956,-0.37971497774124124,[0.54809153],False,fiqa_s,0.05,2
fit,high,35925,0.5039558959683529,1795,0.049965205288796104,-0.4898608313918526,-0.4089388990402219,[0.54809153],False,fiqa_s,0.05,2
safety,low,13724,0.49834779766876064,544,0.03963858933255611,-0.44920626282691956,-0.3892511987686156,[0.54809153],False,fiqa_s,0.05,2
safety,high,13815,0.5016522023312393,616,0.044589214621787915,-0.4898608313918526,-0.41402960419654844,[0.54809153],False,fiqa_s,0.05,2
test,low,59684,0.49027403561805877,2647,0.044350244621674154,-0.44920626282691956,-0.38364633560180667,[0.54809153],False,fiqa_s,0.05,2
test,high,62052,0.5097259643819413,2975,0.04794366015599819,-0.4898608313918526,-0.40972149461507806,[0.54809153],False,fiqa_s,0.05,2
fit,low,35632,0.49984569200123447,1781,0.04998316120341266,-0.45152467489242554,-0.38270642966032,[0.5601946],False,fiqa_l,0.05,2
fit,high,35654,0.5001543079987656,1778,0.049868177483592305,-0.48621420963660217,-0.40317868739366525,[0.5601946],False,fiqa_l,0.05,2
safety,low,13721,0.49823886125131633,622,0.045331972888273446,-0.45152467489242554,-0.3897427856922152,[0.5601946],False,fiqa_l,0.05,2
safety,high,13818,0.5017611387486837,572,0.041395281516862066,-0.48621420963660217,-0.414962230026722,[0.5601946],False,fiqa_l,0.05,2
test,low,58605,0.48141059341525927,2770,0.04726559167306544,-0.45152467489242554,-0.3846099627017975,[0.5601946],False,fiqa_l,0.05,2
test,high,63131,0.5185894065847407,2721,0.04310085378023475,-0.48621420963660217,-0.40757044553756716,[0.5601946],False,fiqa_l,0.05,2
fit,all,71286,1.0,7128,0.09999158320006733,-0.5122694969177246,-0.3911106988787652,[],False,global_safe,0.1,2
safety,all,27539,1.0,2359,0.08566033625040852,-0.5122694969177246,-0.39950676023960113,[],False,global_safe,0.1,2
test,all,121736,1.0,10784,0.08858513504632977,-0.5122694969177246,-0.39379475563764604,[],False,global_safe,0.1,2
fit,low,35361,0.49604410403164717,3536,0.09999717202567801,-0.49206897616386414,-0.37971497774124124,[0.54809153],False,fiqa_s,0.1,2
fit,high,35925,0.5039558959683529,3586,0.09981906750173973,-0.5418703105622922,-0.4089388990402219,[0.54809153],False,fiqa_s,0.1,2
safety,low,13724,0.49834779766876064,1185,0.08634508889536578,-0.49206897616386414,-0.3892511987686156,[0.54809153],False,fiqa_s,0.1,2
safety,high,13815,0.5016522023312393,1232,0.08917842924357583,-0.5418703105622922,-0.41402960419654844,[0.54809153],False,fiqa_s,0.1,2
test,low,59684,0.49027403561805877,5211,0.08730983178071175,-0.49206897616386414,-0.38364633560180667,[0.54809153],False,fiqa_s,0.1,2
test,high,62052,0.5097259643819413,5764,0.09288983433249533,-0.5418703105622922,-0.40972149461507806,[0.54809153],False,fiqa_s,0.1,2
fit,low,35632,0.49984569200123447,3563,0.09999438706780422,-0.49422308802604675,-0.38270642966032,[0.5601946],False,fiqa_l,0.1,2
fit,high,35654,0.5001543079987656,3560,0.09984854434285073,-0.5401162686919571,-0.40317868739366525,[0.5601946],False,fiqa_l,0.1,2
safety,low,13721,0.49823886125131633,1248,0.09095546971795058,-0.49422308802604675,-0.3897427856922152,[0.5601946],False,fiqa_l,0.1,2
safety,high,13818,0.5017611387486837,1135,0.08213923867419308,-0.5401162686919571,-0.414962230026722,[0.5601946],False,fiqa_l,0.1,2
test,low,58605,0.48141059341525927,5486,0.09360976025936353,-0.49422308802604675,-0.3846099627017975,[0.5601946],False,fiqa_l,0.1,2
test,high,63131,0.5185894065847407,5270,0.08347721404698168,-0.5401162686919571,-0.40757044553756716,[0.5601946],False,fiqa_l,0.1,2
fit,all,71286,1.0,14257,0.19999719440002245,-0.5790031552314758,-0.3911106988787652,[],False,global_safe,0.2,2
safety,all,27539,1.0,5038,0.18294055702821455,-0.5790031552314758,-0.39950676023960113,[],False,global_safe,0.2,2
test,all,121736,1.0,21765,0.17878852599066833,-0.5790031552314758,-0.39379475563764604,[],False,global_safe,0.2,2
fit,low,35361,0.49604410403164717,7072,0.19999434405135602,-0.5502632260322571,-0.37971497774124124,[0.54809153],False,fiqa_s,0.2,2
fit,high,35925,0.5039558959683529,7171,0.19961029923451634,-0.6172600836489853,-0.4089388990402219,[0.54809153],False,fiqa_s,0.2,2
safety,low,13724,0.49834779766876064,2404,0.17516758962401632,-0.5502632260322571,-0.3892511987686156,[0.54809153],False,fiqa_s,0.2,2
safety,high,13815,0.5016522023312393,2564,0.185595367354325,-0.6172600836489853,-0.41402960419654844,[0.54809153],False,fiqa_s,0.2,2
test,low,59684,0.49027403561805877,10335,0.17316198646203337,-0.5502632260322571,-0.38364633560180667,[0.54809153],False,fiqa_s,0.2,2
