compression_profile,search_mode,threshold_policy,target_fpir,cohort,count,fixed_winner_drift_mean,selection_gain_mean,maximum_score_drift_mean,decomposition_max_abs_residual,selection_gain_min_raw
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa_changed_winner,20,-0.013791908726388847,0.028477858409578238,0.014685949683189392,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,all_nonmated,121736,-0.02712105988503443,0.013549976046922771,-0.013571083838111658,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa,2742,-0.021394014032108652,0.012289377305388413,-0.00910463672672024,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa_same_winner,1131,-0.008903070417089487,-3.2702107855341846e-10,-0.008903070744110566,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,new_fa_changed_winner,1611,-0.030163261225520613,0.020917115419761552,-0.009246145805759063,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,all_nonmated,121736,-0.02712105988503443,0.013549976046922771,-0.013571083838111658,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa,185,-0.0009653439766280113,0.01659926212023549,0.015633918143607473,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa_same_winner,78,0.015578482901093446,-2.798016414004496e-09,0.015578480103077033,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,new_fa_changed_winner,107,-0.01302532992487356,0.02869966084569014,0.015674330920816583,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,all_nonmated,121736,-0.02712105988503443,0.013549976046922771,-0.013571083838111658,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa,3380,-0.01581153277080236,0.013304798119581032,-0.002506734651221326,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa_same_winner,1436,-0.0024137230875070606,-1.2877953521729352e-09,-0.002413724375302413,0.0,-5.281405037749209e-07
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,new_fa_changed_winner,1944,-0.025708268730273577,0.02313282895754013,-0.002575439772733445,0.0,-5.281405037749209e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa,291,0.02060795558773406,0.01538261687955865,0.03599057246729271,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_same_winner,149,0.03649464892692232,-2.263207581820226e-08,0.036494626294846504,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_changed_winner,142,0.003938115393797081,0.03152355552204834,0.035461670915845414,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa,620,0.012255050931247884,0.015798941863158143,0.02805399279440603,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_same_winner,278,0.031013086940048815,-1.711827256923399e-08,0.031013069821776245,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_changed_winner,342,-0.0029927093332160312,0.02864137050888253,0.0256486611756665,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa,1638,0.018066452459120554,0.01677690270341033,0.034843355162530884,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_same_winner,629,0.03759855693015279,3.0706902115546656e-10,0.037598557237221816,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_changed_winner,1009,0.0058903437254443575,0.027235447408364425,0.033125791133808785,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa,1842,0.017025313580859514,0.016436831816262567,0.03346214539712208,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_same_winner,711,0.03658707994011604,-9.932285222441035e-10,0.03658707894688752,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_changed_winner,1131,0.0047278636414860445,0.02676980098297182,0.03149766462445786,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,all_nonmated,121736,0.004604254784519779,0.023831222013486985,0.02843547679800676,0.0,-5.665163200774259e-07
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa,3174,0.017927168068451287,0.01839169905324098,0.036318867121692265,0.0,-5.665163200774259e-07
