analysis_scope,dataset_id,model_uid,compression_family,compression_profile,search_mode,protocol_uid,threshold_source_split,evaluation_split,threshold_policy,is_mated,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_left,top1_score_drift,856,264,-0.034804969022647604,0.95,-0.11000635029554902,0.03905718649319474,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_left,agreement_with_origin,856,264,0.0018218191344142299,0.95,-0.06258374359996496,0.07357499105699554,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_left,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_right,top1_score_drift,856,264,0.00028273292190702024,0.95,-0.07029483381529551,0.06598537662142569,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_right,agreement_with_origin,856,264,-0.016307267263027593,0.95,-0.0889117372459267,0.05831061472897812,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_top_right,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_left,top1_score_drift,856,264,-0.011411004996465655,0.95,-0.08692770309563544,0.05949133626639584,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_left,agreement_with_origin,856,264,0.03103037339422072,0.95,-0.04963297880653166,0.09907928742567297,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_left,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_right,top1_score_drift,856,264,0.035726549559202125,0.95,-0.040606787111923295,0.11000742749994175,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_right,agreement_with_origin,856,264,-0.01179732312768377,0.95,-0.08013714809445519,0.0566778045598668,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,quadrant_bottom_right,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,left_eye_attention,top1_score_drift,856,264,-0.040178934602384656,0.95,-0.10767184470274348,0.027742666032179505,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,left_eye_attention,agreement_with_origin,856,264,-0.010368115997879828,0.95,-0.08401894386515914,0.05964385512990599,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,left_eye_attention,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,right_eye_attention,top1_score_drift,856,264,0.04024281576031615,0.95,-0.0351798001310431,0.11645286036516045,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,right_eye_attention,agreement_with_origin,856,264,-0.007431037534323114,0.95,-0.07844984043478831,0.0660237318774444,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,right_eye_attention,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,nose_attention,top1_score_drift,856,264,-0.04415402067448056,0.95,-0.116404692302652,0.026187827595463387,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,nose_attention,agreement_with_origin,856,264,0.030255748788170365,0.95,-0.03907732057129098,0.09836789529384991,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,nose_attention,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,mouth_attention,top1_score_drift,856,264,0.05969546147323671,0.95,-0.022100814956029138,0.12941739537628183,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,mouth_attention,agreement_with_origin,856,264,0.05281716669379547,0.95,-0.02169717883375817,0.12668521226741497,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,mouth_attention,threshold_crossing,856,264,,0.95,,,0,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,lfw,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,lfw-identity-disjoint-open-set-v1,calibration,test,frozen_origin,False,left_cheek_attention,top1_score_drift,856,264,-0.04224008248392993,0.95,-0.11527303206563726,0.033105917915795965,500,weighted_rerank,identity-cluster-weighted-rerank-v1
