dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_right,angular_error_rad,10453,1674,0.052202080243854,0.95,0.005553717461580744,0.10580535769218907,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_right,reconstruction_mse,10453,1674,0.052192315843194184,0.95,-0.0028439001539455285,0.1028757498773542,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_right,top1_score_drift,2662,314,0.04060087549205432,0.95,-0.021791037886786463,0.09281063146245881,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_right,agreement_with_origin,2662,314,-0.008768162580984163,0.95,-0.06514392779362342,0.04918091006941016,500
lfw,arcface-7972a704552df378345f,pca,pca_32,quadrant_bottom_right,threshold_crossing,2662,314,-0.009835568287679675,0.95,-0.05103371643532416,0.03291821497823795,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,mouth_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,left_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,right_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,jaw_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,jaw_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,jaw_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,jaw_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,jaw_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,outside_face_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,outside_face_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,outside_face_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,outside_face_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,outside_face_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_entropy,angular_error_rad,10453,1674,0.0473334717819313,0.95,-0.02390465308424821,0.1306469346570448,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_entropy,reconstruction_mse,10453,1674,0.0473453716739252,0.95,-0.024527300732136534,0.1209212970694179,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_entropy,top1_score_drift,2662,314,-0.10612875257672574,0.95,-0.1986600580317545,0.002201986322773317,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_entropy,agreement_with_origin,2662,314,0.08347789250183396,0.95,-0.028458175758630775,0.17381753447223183,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_entropy,threshold_crossing,2662,314,0.012447381508458269,0.95,-0.02815284493926152,0.05700638712109758,500
lfw,arcface-7972a704552df378345f,pca,pca_32,maximum_region_concentration,angular_error_rad,10453,1674,-0.05724766436921814,0.95,-0.11049443602068917,-0.0066414298853164355,500
lfw,arcface-7972a704552df378345f,pca,pca_32,maximum_region_concentration,reconstruction_mse,10453,1674,-0.05723500601064109,0.95,-0.1071300280049138,-0.0073492261669472715,500
lfw,arcface-7972a704552df378345f,pca,pca_32,maximum_region_concentration,top1_score_drift,2662,314,0.03454059816625427,0.95,-0.050558641050614785,0.12157619066119175,500
lfw,arcface-7972a704552df378345f,pca,pca_32,maximum_region_concentration,agreement_with_origin,2662,314,-0.04550702253314879,0.95,-0.12015657832894347,0.03559810504652809,500
lfw,arcface-7972a704552df378345f,pca,pca_32,maximum_region_concentration,threshold_crossing,2662,314,-0.002924683318099395,0.95,-0.04422877047476272,0.03750334071000204,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_right_asymmetry,angular_error_rad,10453,1674,-0.05380792478453414,0.95,-0.11839845018650337,0.006306638080414699,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_right_asymmetry,reconstruction_mse,10453,1674,-0.05382578723099878,0.95,-0.1181008615925268,0.005369559902646062,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_right_asymmetry,top1_score_drift,2662,314,0.10145244929913233,0.95,0.006458601202992604,0.19362114024686625,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_right_asymmetry,agreement_with_origin,2662,314,-0.06931267677883521,0.95,-0.15566642239446235,0.024599823887763342,500
lfw,arcface-7972a704552df378345f,pca,pca_32,left_right_asymmetry,threshold_crossing,2662,314,-0.01341420363043411,0.95,-0.05748002698294107,0.03129347652706531,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_x,angular_error_rad,10453,1674,0.03296994597435574,0.95,-0.009692814991307851,0.07942384733749713,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_x,reconstruction_mse,10453,1674,0.0329352563368983,0.95,-0.012614513302730704,0.08001879256501002,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_x,top1_score_drift,2662,314,0.0002565401885766828,0.95,-0.08444984691926152,0.08036299918800932,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_x,agreement_with_origin,2662,314,0.026623557531075273,0.95,-0.04248604106263698,0.10594827728067177,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_x,threshold_crossing,2662,314,-0.03202753011775103,0.95,-0.07530315036234726,0.018253979720600104,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_y,angular_error_rad,10453,1674,0.03276837650468546,0.95,-0.03686670156773673,0.1091521027835967,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_y,reconstruction_mse,10453,1674,0.032774051747422164,0.95,-0.04743047379659285,0.1056749718198544,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_y,top1_score_drift,2662,314,0.08105039102174585,0.95,-0.005271204911592358,0.15457395854964018,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_y,agreement_with_origin,2662,314,-0.06943544606537423,0.95,-0.1410082245322023,0.02061202519599559,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_center_y,threshold_crossing,2662,314,0.009251209216528701,0.95,-0.03188309628314346,0.0543938099779618,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_spread,angular_error_rad,10453,1674,-0.012142968753455947,0.95,-0.058907619400772604,0.035221412917319284,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_spread,reconstruction_mse,10453,1674,-0.012117138775846666,0.95,-0.05997406479943001,0.031926466858607554,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_spread,top1_score_drift,2662,314,0.01743363446522621,0.95,-0.05435556983189073,0.0856467148497201,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_spread,agreement_with_origin,2662,314,-0.006010063034579145,0.95,-0.07015216384873386,0.057533809446100447,500
lfw,arcface-7972a704552df378345f,pca,pca_32,saliency_spread,threshold_crossing,2662,314,-0.0050472363221673155,0.95,-0.04365733110967805,0.03202250858893039,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_left,angular_error_rad,10453,1674,-0.013964665875468825,0.95,-0.06502033138783143,0.0330189807680935,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_left,reconstruction_mse,10453,1674,-0.014022824284793895,0.95,-0.06439040379592391,0.03713507244527569,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_left,top1_score_drift,2662,314,-0.014434100535523846,0.95,-0.07807886912321621,0.046064625586284734,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_left,agreement_with_origin,2662,314,0.05483749149319059,0.95,-0.006022260958115171,0.11053193751081372,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_left,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_right,angular_error_rad,10453,1674,-0.04719812536047754,0.95,-0.09301213666086267,-0.00043032250703629323,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_right,reconstruction_mse,10453,1674,-0.04724921966543532,0.95,-0.09126358745484806,0.007022959326259098,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_right,top1_score_drift,2662,314,-0.04361815249017256,0.95,-0.1073925756898848,0.035815670437054595,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_right,agreement_with_origin,2662,314,-0.0024473768073658866,0.95,-0.054956135150587795,0.057891220104768853,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_top_right,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_left,angular_error_rad,10453,1674,0.029997050529846685,0.95,-0.018576354925403507,0.07562031173646179,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_left,reconstruction_mse,10453,1674,0.030051263896561303,0.95,-0.017699506603084534,0.08070378987904811,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_left,top1_score_drift,2662,314,0.030124426914493935,0.95,-0.03709534161861887,0.09288640043686962,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_left,agreement_with_origin,2662,314,-0.022565955323754012,0.95,-0.077828735508659,0.037483610410771175,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_left,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_right,angular_error_rad,10453,1674,0.06551534703205607,0.95,0.021146962428109897,0.11571782541039476,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_right,reconstruction_mse,10453,1674,0.06553980685003502,0.95,0.021359908132813438,0.11232285222136253,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_right,top1_score_drift,2662,314,0.04504146388740455,0.95,-0.01462628749114959,0.09870554538276621,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_right,agreement_with_origin,2662,314,-0.04724055256694995,0.95,-0.10875790014740028,0.01937583236743059,500
lfw,arcface-7972a704552df378345f,pca,pca_384,quadrant_bottom_right,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,mouth_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,mouth_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,mouth_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_cheek_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_cheek_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_cheek_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_cheek_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,right_cheek_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,jaw_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,jaw_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,jaw_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,jaw_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,jaw_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,outside_face_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,outside_face_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,outside_face_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,outside_face_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,outside_face_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_entropy,angular_error_rad,10453,1674,0.012870583961165498,0.95,-0.042875717305294055,0.0855988869125028,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_entropy,reconstruction_mse,10453,1674,0.012898369389095868,0.95,-0.050278142811298034,0.08944567378897511,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_entropy,top1_score_drift,2662,314,-0.01871535328063165,0.95,-0.08436918112566055,0.04657238044615634,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_entropy,agreement_with_origin,2662,314,0.014046691395534145,0.95,-0.050806750742544086,0.06960610259701039,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_entropy,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,maximum_region_concentration,angular_error_rad,10453,1674,-0.037150352188660654,0.95,-0.09227591272274756,0.009469731144424608,500
lfw,arcface-7972a704552df378345f,pca,pca_384,maximum_region_concentration,reconstruction_mse,10453,1674,-0.03713151211491336,0.95,-0.09495858492529734,0.00670767479078065,500
lfw,arcface-7972a704552df378345f,pca,pca_384,maximum_region_concentration,top1_score_drift,2662,314,-0.04678684679292217,0.95,-0.10186078413536857,0.010085089003272308,500
lfw,arcface-7972a704552df378345f,pca,pca_384,maximum_region_concentration,agreement_with_origin,2662,314,0.020208357220789754,0.95,-0.02842308839446483,0.06854720515538093,500
lfw,arcface-7972a704552df378345f,pca,pca_384,maximum_region_concentration,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,left_right_asymmetry,angular_error_rad,10453,1674,-0.027805206941175074,0.95,-0.09382310583983593,0.028695043758542538,500
lfw,arcface-7972a704552df378345f,pca,pca_384,left_right_asymmetry,reconstruction_mse,10453,1674,-0.027849752356831726,0.95,-0.0939041509715217,0.026498756623340707,500
lfw,arcface-7972a704552df378345f,pca,pca_384,left_right_asymmetry,top1_score_drift,2662,314,0.04091460492860618,0.95,-0.020287082944832183,0.0971265164411807,500
lfw,arcface-7972a704552df378345f,pca,pca_384,left_right_asymmetry,agreement_with_origin,2662,314,-0.035305999573531754,0.95,-0.08750864333950291,0.01802169744435682,500
lfw,arcface-7972a704552df378345f,pca,pca_384,left_right_asymmetry,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_x,angular_error_rad,10453,1674,0.04845755562535908,0.95,0.008526690881076396,0.08924462761103821,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_x,reconstruction_mse,10453,1674,0.0484184234527602,0.95,0.0035555746343753736,0.0892801885467426,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_x,top1_score_drift,2662,314,0.002054319009536241,0.95,-0.0645611600861286,0.07362412063232403,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_x,agreement_with_origin,2662,314,-0.018130854271896948,0.95,-0.07995882889074986,0.05875816586013488,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_x,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_y,angular_error_rad,10453,1674,0.04878789179846434,0.95,-0.016869930229730788,0.1187135714050247,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_y,reconstruction_mse,10453,1674,0.04883016677763426,0.95,-0.018340553139158413,0.11949557537905561,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_y,top1_score_drift,2662,314,0.04021077487159828,0.95,-0.02227457449560545,0.1016853558619288,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_y,agreement_with_origin,2662,314,-0.03807164610791312,0.95,-0.08917509140801186,0.0158336323169247,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_center_y,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_spread,angular_error_rad,10453,1674,-0.03511432968722187,0.95,-0.06786941319248548,0.01288759134803933,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_spread,reconstruction_mse,10453,1674,-0.03508665529207174,0.95,-0.0711102238027752,0.0113713011303359,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_spread,top1_score_drift,2662,314,0.00796249722054728,0.95,-0.04501945672991835,0.06880509520489336,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_spread,agreement_with_origin,2662,314,0.020412950969196396,0.95,-0.03264029701935517,0.07632038341951593,500
lfw,arcface-7972a704552df378345f,pca,pca_384,saliency_spread,threshold_crossing,2662,314,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_left,angular_error_rad,10453,1674,0.00693919306836382,0.95,-0.052804309700477114,0.05499858894040603,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_left,reconstruction_mse,10453,1674,0.0069372413539141795,0.95,-0.05280727025128336,0.060231397753967984,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_left,top1_score_drift,2662,314,-0.06781372723190192,0.95,-0.14054688027475803,0.0004878127893273886,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_left,agreement_with_origin,2662,314,0.06494366805411882,0.95,-0.009123186904257495,0.12565373630123744,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_left,threshold_crossing,2662,314,-0.01120441040042511,0.95,-0.02374263958512159,-0.007880581124312131,319
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_right,angular_error_rad,10453,1674,-0.0483147951657283,0.95,-0.10088433528528452,0.0073368622399082335,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_right,reconstruction_mse,10453,1674,-0.048316663625254504,0.95,-0.09796242884256129,0.014906107109907488,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_right,top1_score_drift,2662,314,-0.029341079060006218,0.95,-0.11714914519295787,0.06248314180860816,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_right,agreement_with_origin,2662,314,0.004392992774770464,0.95,-0.07037710005896448,0.07973515601855645,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_top_right,threshold_crossing,2662,314,0.033399301487351124,0.95,0.029999143861863108,0.06290963145662287,303
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_left,angular_error_rad,10453,1674,0.03235277064142316,0.95,-0.020898247468331077,0.08564017330639537,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_left,reconstruction_mse,10453,1674,0.03235861942363288,0.95,-0.018179957578751956,0.08191258032127047,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_left,top1_score_drift,2662,314,0.008149704441195131,0.95,-0.07453973671621561,0.08463789404157057,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_left,agreement_with_origin,2662,314,-0.02187704990277699,0.95,-0.10013675884876284,0.061576231525348725,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_left,threshold_crossing,2662,314,0.01627182348135857,0.95,0.0133510010524774,0.03375436627886369,319
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_right,angular_error_rad,10453,1674,0.05709968019237151,0.95,0.010710759541162997,0.11378885769560156,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_right,reconstruction_mse,10453,1674,0.057093062175410096,0.95,0.009269022286027023,0.1103694288003627,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_right,top1_score_drift,2662,314,0.03401766835968041,0.95,-0.03281931347851765,0.09033992259915849,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_right,agreement_with_origin,2662,314,-0.01768027907999899,0.95,-0.07384575343925263,0.0448708355939965,500
lfw,arcface-7972a704552df378345f,pca,pca_64,quadrant_bottom_right,threshold_crossing,2662,314,-0.03675402737439503,0.95,-0.07256116816314932,-0.034520855612426515,325
lfw,arcface-7972a704552df378345f,pca,pca_64,left_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,left_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,left_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,left_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,left_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,right_eye_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,right_eye_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,right_eye_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,right_eye_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,right_eye_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,nose_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,nose_attention,reconstruction_mse,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,nose_attention,top1_score_drift,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,nose_attention,agreement_with_origin,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,nose_attention,threshold_crossing,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,mouth_attention,angular_error_rad,0,0,,0.95,,,0
lfw,arcface-7972a704552df378345f,pca,pca_64,mouth_attention,reconstruction_mse,0,0,,0.95,,,0
