schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high,faithfulness_status,strong_faithfulness_pass,faithfulness_policy
2,genuine-score-topk-v2,20,continuous-threshold-baae681e9d057997a528f8ab,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,11432,845,0.09390812906617599,0.0922823063111814,0.09555957999976714,0.013984740909918409,0.013078855940616812,0.01495241986212397,True,True,False,0,0.010113253889353599,0.018850099640254483,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-36a20c03ee61da2a2616c6d0,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11485,855,0.09434349740421896,0.09271426180227876,0.09599833370895944,0.014150240802343478,0.013238903865875094,0.015123350679377479,True,True,False,0,0.010154843550128101,0.019230618503028516,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-cc68036d6e275d68efb9d3fe,baseline,0.2,negative_squared_l2_adc,182159,121736,60423,22174,1599,0.18214825524084904,0.1799901506833014,0.18432641920333673,0.02646343279876868,0.02521341117780743,0.027773661810322602,True,True,False,0,0.02020052900197543,0.03412308617599101,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-edcf230ffc9102a6b3f8fe06,plus_outside,0.2,negative_squared_l2_adc,182159,121736,60423,22315,1597,0.18330649930998225,0.18114301672432004,0.18548996820459812,0.026430332820283668,0.025181091904089323,0.027739785335538347,True,True,False,0,0.020143679822996037,0.03403202792187208,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-aa9416882533460a92cbd569,plus_entropy,0.2,negative_squared_l2_adc,182159,121736,60423,22179,1604,0.1821893277255701,0.1800310318989144,0.1843676803651096,0.026546182744981217,0.025294211668455278,0.027858350690930653,True,True,False,0,0.020212558015109894,0.03431160457391748,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-9a2060bbb4aeb6742801b55d,plus_both,0.2,negative_squared_l2_adc,182159,121736,60423,22304,1600,0.18321613984359597,0.18105307564765674,0.18539919605101265,0.026479982788011187,0.02522957101259408,0.027790599849787125,True,True,False,0,0.020189869732101233,0.0341586792297988,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-2a201a4bb1bcd98e1bea2bb5,baseline,0.3,negative_squared_l2_adc,182159,121736,60423,33342,2340,0.27388775711375435,0.2713898115668938,0.2763999724487055,0.038726974827466364,0.03721764056863107,0.04029495723962288,True,True,False,0,0.030748078618819136,0.04809068279943993,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-b6aa9e0fc7ecf8470a74fb8c,plus_outside,0.3,negative_squared_l2_adc,182159,121736,60423,33385,2326,0.27424098048235523,0.2717420187687016,0.27675418969241566,0.038495274978071266,0.0369903784190067,0.04005884914973074,True,True,False,0,0.03049824138540247,0.04787097759177378,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-e2c95b4c2419f9ce503f741d,plus_entropy,0.3,negative_squared_l2_adc,182159,121736,60423,33369,2339,0.27410954853124797,0.27161096469553614,0.2766223881579466,0.03871042483822386,0.037201407062646914,0.04027809287135587,True,True,False,0,0.03064518834793912,0.048094003138557086,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-72807e03eb577f4e4b6752ba,plus_both,0.3,negative_squared_l2_adc,182159,121736,60423,33383,2326,0.27422455148846686,0.2717256369946132,0.2767377145155498,0.038495274978071266,0.0369903784190067,0.04005884914973074,True,True,False,0,0.03049559723805895,0.04797735618933449,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-4fe2a69a862659a532c25eec,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1665,93,0.013677137412104882,0.013039865268842238,0.014345101056651034,0.0015391489995531503,0.0012566709636137256,0.0018850034022401651,False,False,False,1,0.0009123685929725079,0.002302249654368137,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-bd1c7f510e03ce1de1b6b717,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1635,91,0.013430702503778669,0.012799260096354634,0.014092851964823737,0.0015060490210681364,0.0012269295265021885,0.0018485490908493438,False,False,False,1,0.0009174583179775844,0.0022186427490704297,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-724a39f9ede834bd0da26083,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1696,84,0.013931786817375304,0.013288547737396687,0.014605701327888652,0.0013901990963705875,0.0011231331307709146,0.0017206603668223621,False,False,False,1,0.0008362118286784958,0.0020536471019804645,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-4d1c56a53fee2ca874f67edc,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1675,88,0.013759282381546955,0.013120079151090763,0.014429171929174147,0.0014563990533406153,0.0011823868864094134,0.0017937981081885802,False,False,False,1,0.0009089665618868745,0.0021001166335725486,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-f6b4a9df9b88275087b8e511,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,6328,476,0.05198133666294276,0.05074840096487133,0.05324254651063503,0.007877794879433329,0.007203501504118555,0.008614658699937038,False,False,False,1,0.0053636007323417745,0.010932592291462775,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-36eebe37cad681491ed10b03,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,6251,480,0.05134882039823881,0.0501231005905033,0.05260285427326147,0.007943994836403356,0.007266768421706496,0.008683783279353811,False,False,False,1,0.005483961764145041,0.010973604733205017,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-7cafe25107a3af70c428ea05,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,6217,460,0.05106952750213577,0.049847010506592175,0.05232037619094904,0.0076129950515532166,0.006950561487849363,0.008338032728187358,False,False,False,1,0.005265378450153068,0.010457955151966899,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-cf5539e978accf42d12cc46a,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,6209,473,0.051003811526582114,0.049782049622899935,0.052253909270823976,0.007828144911705807,0.0071560595791471315,0.008562807002154922,False,False,False,1,0.0053967378255990765,0.010755397619888536,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-d442e5cda373b962a6f46162,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,11440,854,0.09397384504172965,0.09234750645453363,0.09562580766023221,0.014133690813100971,0.013222897575206146,0.015106259095795249,True,True,False,1,0.01019829343313768,0.019117034027754387,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-ef065e43d49835ce7321be90,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,11239,850,0.09232273115594401,0.09070942743954519,0.09396176310431081,0.014067490856130944,0.013158875732102117,0.01503788944189456,True,True,False,1,0.009992304768988143,0.01915759768392312,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-048c16437694d55819da5143,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,11371,848,0.09340704475257935,0.09178516326857386,0.09505458603826772,0.014034390877645929,0.013126866810368894,0.015003702615125424,True,True,False,1,0.010112960108369241,0.018947299589661157,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-255cba3b76a02f2898d91244,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11249,842,0.09240487612538609,0.09079092020894175,0.0940445550896859,0.013935090942190887,0.013030848100351333,0.014901134079635909,True,True,False,1,0.01001787681109568,0.01884676725146048,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-067c1dc6cb6bbff7d464e9eb,baseline,0.2,negative_squared_l2_adc,182159,121736,60423,21876,1594,0.17970033515147532,0.1775537050202507,0.18186717917419276,0.026380682852556146,0.025132613984959012,0.02768896963191512,True,True,False,1,0.02010921581222408,0.033960362294766434,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-564c39c26d4f7adfe2f3e9d5,plus_outside,0.2,negative_squared_l2_adc,182159,121736,60423,21974,1589,0.1805053558520076,0.17835493595885643,0.182675938832349,0.02629793290634361,0.02505182010500712,0.027604274140611115,True,True,False,1,0.020023655030894805,0.033793394132411864,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-99b2b6a339f6ab6d80f3d5ea,plus_entropy,0.2,negative_squared_l2_adc,182159,121736,60423,21872,1593,0.1796674771636985,0.17752100205761226,0.18183416823492252,0.026364132863313638,0.02511645494345173,0.027672030799171222,True,True,False,1,0.020093491543870915,0.03392824714135481,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-b94d7f89546ee8b8556b5fa4,plus_both,0.2,negative_squared_l2_adc,182159,121736,60423,21984,1587,0.1805875008214497,0.17843669511869012,0.18275846442728697,0.026264832927858597,0.02501950348404162,0.027570395013074258,True,True,False,1,0.020007951898930208,0.03379053656966797,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-6e313919b58739b0c3e5d4d8,baseline,0.3,negative_squared_l2_adc,182159,121736,60423,32674,2297,0.26840047315502397,0.26591856886975423,0.2708969935270999,0.03801532529003856,0.03651966903357968,0.039569720181873554,True,True,False,1,0.030072955173476117,0.04736390737461832,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-bcebeb6387fc82715f0bf68f,plus_outside,0.3,negative_squared_l2_adc,182159,121736,60423,32750,2285,0.2690247749227837,0.26654102125968904,0.2715231052734295,0.03781672541912848,0.036324911861715416,0.03936730286272367,True,True,False,1,0.029898103538555675,0.0472824185772703,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-ec671c57383bce87af609d2d,plus_entropy,0.3,negative_squared_l2_adc,182159,121736,60423,32631,2297,0.2680472497864231,0.26556639464498694,0.27054274330634914,0.03801532529003856,0.03651966903357968,0.039569720181873554,True,True,False,1,0.030140016880965792,0.04736491384435533,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-7ec941b63c6e5ab4193254ec,plus_both,0.3,negative_squared_l2_adc,182159,121736,60423,32704,2285,0.2686469080633502,0.2661642730098758,0.27114414365129325,0.03781672541912848,0.036324911861715416,0.03936730286272367,True,True,False,1,0.029925144969358886,0.047199530185268866,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-76e40111fb91998550fa6967,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1580,84,0.012978905171847277,0.01235829684483817,0.01363024906509621,0.0013901990963705875,0.0011231331307709146,0.0017206603668223621,False,False,False,2,0.0008304885193412494,0.00207695873862273,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-f40311b41ff5994df68e96ec,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1549,87,0.012724255766576854,0.012109840334080593,0.013369422836061719,0.0014398490640981083,0.0011675584988706596,0.001775528621476155,False,False,False,2,0.0008589994866916308,0.0021429481773927706,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-334dbf6ddb52f8c0d6459feb,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1598,80,0.013126766116843004,0.012502590830983294,0.013781667637540025,0.0013239991394005594,0.00106404551651773,0.001647356484070829,False,False,False,2,0.0007974762112185565,0.0019559281971198907,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-7701055c026b25e06b48bc2e,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1572,76,0.012913189196293619,0.01229417295421766,0.013562945151899411,0.0012577991824305314,0.001005136502080018,0.0015738740015038234,False,False,False,2,0.0007780674743895297,0.0018395542326012035,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-cb9c374b5286864325d5234f,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,6328,476,0.05198133666294276,0.05074840096487133,0.05324254651063503,0.007877794879433329,0.007203501504118555,0.008614658699937038,False,False,False,2,0.0053602158867257135,0.010956951149228173,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-6900fb7bf4c1cc4a4b848715,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,6293,480,0.05169382926989551,0.05046416710285986,0.052951783730945785,0.007943994836403356,0.007266768421706496,0.008683783279353811,False,False,False,2,0.005468605893598515,0.010990188876206402,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-db4a9dd3036fddb1bcde693a,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,6241,460,0.05126667542879674,0.05004189656366255,0.05251977354533059,0.0076129950515532166,0.006950561487849363,0.008338032728187358,False,False,False,2,0.005251489355076756,0.010459660200408403,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-e4ad94b6ebfed4393b5543af,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,6253,472,0.05136524939212723,0.050139341501680736,0.05261947031303837,0.0078115949224633,0.007140247191263507,0.008545521515787365,False,False,False,2,0.005379730599677473,0.010753128439692483,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-a4844fc4ec36e352060568e1,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,11641,865,0.09562495892751528,0.09398573956426451,0.0972896981214112,0.014315740694768549,0.013398984873528856,0.015294248414235514,True,True,False,2,0.010266115191674745,0.01943343388460384,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-4a80eb45446945d5548125af,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,11636,870,0.09558388644279424,0.09394498565669315,0.09724830965159673,0.014398490640981084,0.013479037606611819,0.015379685052408446,True,True,False,2,0.010286224467568505,0.019602278387408228,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-3bf676b479ec4e1330c3eb71,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,11610,855,0.09537030952224486,0.09373306684083609,0.09703308810504756,0.014150240802343478,0.013238903865875094,0.015123350679377479,True,True,False,2,0.0102532325805813,0.019115410086159513,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-db39b29323a662ead6d80906,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11644,869,0.0956496024183479,0.0940101919535185,0.0973145311585887,0.014381940651738576,0.013463026412952906,0.015362598371816178,True,True,False,2,0.010268296343421862,0.019575518817319674,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-930bccd4cfa56b5f1fd8ac11,baseline,0.2,negative_squared_l2_adc,182159,121736,60423,22284,1618,0.18305184990471182,0.18088954692485223,0.18523415526427386,0.026777882594376315,0.025520470459493273,0.028095462139409166,True,True,False,2,0.020423159768888435,0.034435384836029946,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-a07a0093c48575a6a6c2345d,plus_outside,0.2,negative_squared_l2_adc,182159,121736,60423,22438,1614,0.18431688243411973,0.18214873494576697,0.18650495246684232,0.026711682637406284,0.025455822483344246,0.02802771861855347,True,True,False,2,0.020359844024762864,0.03441610578146447,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-314d17a9c5d5a971510f54fe,plus_entropy,0.2,negative_squared_l2_adc,182159,121736,60423,22284,1618,0.18305184990471182,0.18088954692485223,0.18523415526427386,0.026777882594376315,0.025520470459493273,0.028095462139409166,True,True,False,2,0.02040040425035785,0.03448400352961653,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-8ee7f13bba7f7acce183b35d,plus_both,0.2,negative_squared_l2_adc,182159,121736,60423,22462,1613,0.1845140303607807,0.18234497551973902,0.1867029953043222,0.02669513264816378,0.02543966081433314,0.028010782413313402,True,True,False,2,0.02037283531990226,0.03438167981687002,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-9ea0c4c38093a1547f06c8d3,baseline,0.3,negative_squared_l2_adc,182159,121736,60423,33350,2341,0.273953473089308,0.27145533833865,0.2764658734807667,0.03874352481670887,0.037233874150580284,0.04031182153192485,True,True,False,2,0.030731113192411005,0.04815521307745913,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-5fb8ea76eaba7cf72795a221,plus_outside,0.3,negative_squared_l2_adc,182159,121736,60423,33393,2331,0.2743066964579089,0.2718075459077388,0.2768200903571958,0.0385780249242838,0.037071541755134614,0.04014317518485872,True,True,False,2,0.030614645871463217,0.048076601826197156,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-e27eac684b729e87ea88b794,plus_entropy,0.3,negative_squared_l2_adc,182159,121736,60423,33334,2343,0.2738220411382007,0.2713242848635178,0.27633407134826427,0.038776624795193886,0.03726634154218717,0.040345549888820324,True,True,False,2,0.030728306918779154,0.04819065053868177,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-e7fb1daacf18aaed4211d499,plus_both,0.3,negative_squared_l2_adc,182159,121736,60423,33388,2329,0.2742656239731879,0.2717665914378377,0.2767789024497111,0.03854492494579879,0.03703907619119035,0.040109445000300635,True,True,False,2,0.030600666618736786,0.04803335452922963,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-f205a0532924ad0b67854982,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1572,89,0.012913189196293619,0.01229417295421766,0.013562945151899411,0.0014729490425831222,0.0011972249600113276,0.0018120579088378454,False,False,False,3,0.0008932420291582928,0.0021599519069726365,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-8ead499a7eb12679231251bc,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1574,98,0.012929618190182034,0.012310203533372196,0.013579771523699203,0.0016218989457656853,0.001331178339394751,0.001975985397715037,False,False,False,3,0.0009907281700972032,0.0023518136843694803,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-38ccbec491e02a94637c1a9f,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1613,88,0.013249983571006112,0.012622851727118684,0.01390783387356209,0.0014563990533406153,0.0011823868864094134,0.0017937981081885802,False,False,False,3,0.0008877394281127599,0.0021133102068607817,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-32d25f9691ba137afecca018,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1616,88,0.013274627061838733,0.012646905622582713,0.013933065404529552,0.0014563990533406153,0.0011823868864094134,0.0017937981081885802,False,False,False,3,0.0009263803070004603,0.002063771429210061,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-0df4c236319629b81f9ee771,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,6475,492,0.05318886771374121,0.051942298081864145,0.054463635288785235,0.00814259470731344,0.0074566432620124575,0.008891082930062003,False,False,False,3,0.005621194003748818,0.011235170421935201,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-a0aaf863ecfdac61f1ec107a,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,6466,496,0.053114937241243346,0.051869197073980466,0.05438888001737445,0.008208794664283469,0.007519959073307905,0.008960158615771274,False,False,False,3,0.005719075194030084,0.011237843619301111,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-638f28c6a0fbbb4289add809,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,6399,476,0.05256456594598147,0.05132502215889295,0.053832347075492004,0.007877794879433329,0.007203501504118555,0.008614658699937038,False,False,False,3,0.005514837545789957,0.010776801363327017,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-749a9ad7ea425ee4eec19049,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,6435,488,0.05286028783597292,0.0516174099297395,0.054131384421823345,0.008076394750343413,0.00739333945157687,0.008821995243492876,False,False,False,3,0.005635237203163924,0.011022425714837511,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-91e099cbd8bbfd4a371f856c,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,11864,885,0.09745679174607347,0.09580345777153991,0.09913552994554321,0.014646740479618689,0.013719243899078765,0.01563594687370919,True,True,False,3,0.010555436626217917,0.019828109967343376,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-b6f2470ae4d380636435c538,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,11858,880,0.09740750476440822,0.09575454817008716,0.099085868694133,0.014563990533406153,0.013639167186818311,0.015550534214713748,True,True,False,3,0.010425315567618285,0.019792810606422493,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-af7499faa7a0eeed060f80c1,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,11841,873,0.0972678583163567,0.09561597167682837,0.09894516110428,0.014448140608708604,0.013527073119941927,0.015430943161831875,True,True,False,3,0.010471724491583064,0.019525687569415917,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-a189e79bd56311c6706cd2e4,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11852,876,0.09735821778274298,0.09570563869947978,0.09903620731187739,0.014497790576436125,0.013575111520377003,0.015482198384150336,True,True,False,3,0.010400648763426848,0.019603871224104206,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-cd7fde4017d8bb2096b08079,baseline,0.2,negative_squared_l2_adc,182159,121736,60423,22806,1650,0.18733981730958796,0.18515785927669207,0.18954150711151338,0.027307482250136537,0.026037728332013406,0.02863733624292677,True,True,False,3,0.020894991556461816,0.03492104652393649,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-7cc1db6ff966c5d3fcfc5496,plus_outside,0.2,negative_squared_l2_adc,182159,121736,60423,22968,1647,0.18867056581454952,0.18648259686028185,0.1908781825552241,0.027257832282409016,0.02598922986784017,0.028586541084346467,True,True,False,3,0.020901764507564115,0.035048411730223016,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-234bf54b988888bef209b774,plus_entropy,0.2,negative_squared_l2_adc,182159,121736,60423,22789,1649,0.18720017086153645,0.18501884602543228,0.18940123627966138,0.02729093226089403,0.026021562051129918,0.028620404649559075,True,True,False,3,0.020872654161188414,0.034937018637076565,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-cf9c2dfa8f9e314568d8df30,plus_both,0.2,negative_squared_l2_adc,182159,121736,60423,22966,1649,0.1886541368206611,0.18646624182145433,0.19086168064309722,0.02729093226089403,0.026021562051129918,0.028620404649559075,True,True,False,3,0.02092876781531961,0.03509509297314104,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-e75b52c1c7961d96781f204f,baseline,0.3,negative_squared_l2_adc,182159,121736,60423,33955,2381,0.27892324374055333,0.27641099744160064,0.28144944204149985,0.03940552438640915,0.03788327918937894,0.04098633146317337,True,True,False,3,0.031392307166355875,0.04885095404545547,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-b0e99f37eaa1a98036d0f2b0,plus_outside,0.3,negative_squared_l2_adc,182159,121736,60423,33947,2370,0.27885752776499967,0.2763454655422653,0.28138354613701794,0.03922347450474157,0.03770468086358305,0.04080085317220628,True,True,False,3,0.031284592154206786,0.0486275617951074,failed,False,diagnostic_only
2,genuine-score-topk-v2,20,continuous-threshold-6f4f5d4a59b99f562f7e3527,plus_entropy,0.3,negative_squared_l2_adc,182159,121736,60423,33942,2386,0.27881645528027865,0.27630450813933,0.28134236116256744,0.039488274332621684,0.037964463213776535,0.04107063681003167,True,True,False,3,0.031422256343796216,0.04897581959492335,failed,False,diagnostic_only
