dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,threshold_policy,target_fpir,compressed_score_space,compressed_dir_rank1,compressed_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_32,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.970588235294,0.385663507109,0.412187039852,0.412187039852,0.970588235294,0.97268907563,1.00216450216,0.993697478992,0.983193277311,5,1688,0.00296208530806,651,1688,0.385663507109,0.00126586908499,0.00691542872429,0.362727662267,0.409118571914,0.951241089085,0.982400620619,0.951241089085,0.982400620619,0.382701421801,0.359582345972,0.406398104265,0,0,0,128,0,50,73984,1479.68,0.00249186691076,401305.541512,1,0.000462107208872,653,0.301756007394
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_64,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.97268907563,0.0355450236967,0.412187039852,0.412187039852,0.970588235294,0.97268907563,1.00216450216,0.993697478992,0.985294117647,5,1688,0.00296208530806,60,1688,0.0355450236967,0.00126586908499,0.00691542872429,0.027714159278,0.0454850510706,0.951241089085,0.982400620619,0.953838641232,0.983971111818,0.0325829383886,0.0242890995261,0.0414691943128,0.00210084033613,0,0.0063025210084,256,0,50,145920,2918.4,0.00350984287916,284913.038683,1,0.000462107208872,58,0.0268022181146
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_128,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.412187039852,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,512,0,50,289792,5795.84,0.00444524029937,224959.717058,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_256,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.412187039852,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,1024,0,50,577536,11550.72,0.00425660813269,234928.837428,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_384,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.412187039852,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,1536,0,50,865280,17305.6,0.00468516636005,213439.592781,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_32,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.960084033613,0.0236966824645,0.412187039852,0.55605328083,0.970588235294,0.960084033613,0.989177489177,0.993697478992,0.983193277311,5,1688,0.00296208530806,40,1688,0.0236966824645,0.00126586908499,0.00691542872429,0.0174501530885,0.0321061799731,0.951241089085,0.982400620619,0.938501979352,0.974299513617,0.0207345971564,0.0136255924171,0.0278436018957,-0.0105042016807,-0.0210084033613,-0.00210084033613,128,0,50,73984,1479.68,0.00249186691076,401305.541512,8,0.00369685767098,39,0.018022181146
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_64,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.97268907563,0.0142180094787,0.412187039852,0.44025978446,0.970588235294,0.97268907563,1.00216450216,0.993697478992,0.985294117647,5,1688,0.00296208530806,24,1688,0.0142180094787,0.00126586908499,0.00691542872429,0.00957290919012,0.0210691220418,0.951241089085,0.982400620619,0.953838641232,0.983971111818,0.0112559241706,0.00592417061611,0.0165876777251,0.00210084033613,0,0.0063025210084,256,0,50,145920,2918.4,0.00350984287916,284913.038683,2,0.000924214417745,22,0.0101663585952
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_128,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.414195179939,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,512,0,50,289792,5795.84,0.00444524029937,224959.717058,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_256,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.414195269346,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,1024,0,50,577536,11550.72,0.00425660813269,234928.837428,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_384,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.970588235294,0.00236966824645,0.412187039852,0.414195299149,0.970588235294,0.970588235294,1,0.993697478992,0.993697478992,5,1688,0.00296208530806,4,1688,0.00236966824645,0.00126586908499,0.00691542872429,0.000921891687168,0.00607726225776,0.951241089085,0.982400620619,0.951241089085,0.982400620619,-0.000592417061611,-0.00177725118483,0,0,0,0,1536,0,50,865280,17305.6,0.00468516636005,213439.592781,1,0.000462107208872,0,0
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_32,pca_reconstruction_cosine,frozen_origin,0.01,cosine_similarity,0.970588235294,0.437203791469,0.412187039852,0.412187039852,0.970588235294,0.97268907563,1.00216450216,0.993697478992,0.983193277311,5,1688,0.00296208530806,738,1688,0.437203791469,0.00126586908499,0.00691542872429,0.413709301873,0.460983448506,0.951241089085,0.982400620619,0.951241089085,0.982400620619,0.434241706161,0.410545023697,0.458530805687,0,0,0,128,0,50,73984,1479.68,0.00526487985651,189937.857511,1,0.000462107208872,741,0.342421441774
