dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,threshold,realized_fpir,tpir20,tpir20_retention,closed_set_rank20_recall,target_met_on_test
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,0.412187039852,0.00296208530806,0.970588235294,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.412187039852,0.00236966824645,0.970588235294,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.414195179939,0.00236966824645,0.970588235294,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,0.307802498341,0.0841232227488,0.97268907563,1,0.993697478992,False
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.307802498341,0.0734597156398,0.97268907563,1,0.993697478992,False
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,0.307394057512,0.074644549763,0.97268907563,1,0.993697478992,False
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,0.307802498341,0.0841232227488,0.97268907563,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,0.307802498341,0.0734597156398,0.97268907563,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,0.307394057512,0.074644549763,0.97268907563,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,0.307802498341,0.0841232227488,0.97268907563,1,0.993697478992,True
lfw,edgeface-a348c305af33c223b337,20260812-R001-1f1ae4fc,pca,pca_128,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,0.307802498341,0.0734597156398,0.97268907563,1,0.993697478992,True
