reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_s,fiqa_l,0.01,fpir,20,-0.000903594663862785,-0.0003532233686009069,-0.00013143195110731419,-3.0804363540776765e-05,0.0004435828349871854,4,16,2,7,False,False,none
fiqa_s,fiqa_l,0.01,tpir_at_rank_k,20,0.0,1.6549989242506992e-05,1.6549989242506992e-05,3.3099978485013984e-05,3.3099978485013984e-05,17,0,0,0,False,False,none
fiqa_s,fiqa_l,0.05,fpir,20,-0.002217914174935927,-0.0007618945915752119,-0.0005955510284550174,-0.00043331471380692645,0.0013636064927383847,1,19,1,11,False,False,none
fiqa_s,fiqa_l,0.05,tpir_at_rank_k,20,-8.274994621253496e-05,9.929993545504196e-05,0.00018204988166757694,0.0002151498601525909,0.00038064975257766083,18,2,1,0,False,False,none
fiqa_s,fiqa_l,0.1,fpir,20,-0.004296181901820332,-0.00302704212394033,-0.002275415653545377,-0.0019037096668200037,-0.0007968062035880923,0,20,0,19,False,False,none
fiqa_s,fiqa_l,0.1,tpir_at_rank_k,20,0.00011584992469754894,0.0007075120401171739,0.0008854244244741241,0.0010136868411035533,0.0012246992039455175,20,0,4,0,False,False,none
fiqa_s,fiqa_l,0.2,fpir,20,-0.006637313530919366,-0.0007495728461589012,-0.00010268121180258922,0.0005442104225537229,0.0011746730630216205,8,12,0,3,False,False,none
fiqa_s,fiqa_l,0.2,tpir_at_rank_k,20,0.0014894990318256294,0.001837048805918276,0.002168048590768416,0.0024328484186485278,0.002565248332588584,20,0,20,0,False,False,none
fiqa_s,fiqa_l,0.3,fpir,20,-0.0037129526187816256,-0.0009426135243477689,0.0009816323848327528,0.001550486298219097,0.0043126108957087465,13,7,5,2,False,False,none
fiqa_s,fiqa_l,0.3,tpir_at_rank_k,20,0.002316998493950979,0.002610760803005478,0.0029127981066812306,0.003086572993727554,0.0033265478377439055,20,0,20,0,False,False,none
global_empirical,fiqa_l,0.01,fpir,20,-0.0018318328185581915,-0.000961096142472235,-0.0008214496944207137,-0.0005606394164421371,-0.0005092988105408425,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.01,tpir_at_rank_k,20,0.0,1.6549989242506992e-05,1.6549989242506992e-05,3.3099978485013984e-05,3.3099978485013984e-05,17,0,0,0,False,False,none
global_empirical,fiqa_l,0.05,fpir,20,-0.004797266215416968,-0.0031256160872708155,-0.002369882368403759,-0.0018503154366826576,-0.0011171715844121707,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.05,tpir_at_rank_k,20,-0.0001820498816675769,2.8962481174387235e-05,0.00015722489780381642,0.0002151498601525909,0.0002647998278801119,16,4,0,0,False,False,none
global_empirical,fiqa_l,0.1,fpir,20,-0.012256029440757049,-0.005809702963790497,-0.004789051718472761,-0.0036985772491292634,-0.0024725635802063483,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.1,tpir_at_rank_k,20,-0.0009102494083378846,0.0003930622445095411,0.0006785495589427867,0.0008647369379209903,0.0010426493222779405,18,2,2,1,False,False,none
global_empirical,fiqa_l,0.2,fpir,20,-0.014876453965959125,-0.007050092002365775,-0.004846553197082211,-0.0024150621015968984,-0.0013471774988499704,0,20,0,19,False,False,none
global_empirical,fiqa_l,0.2,tpir_at_rank_k,20,-0.00031444979560763285,0.0008399119540572299,0.0012246992039455175,0.0015887989672806713,0.0018701487844032902,18,2,11,0,False,False,none
global_empirical,fiqa_l,0.3,fpir,20,-0.016560425839521588,-0.008927104554117106,-0.004596011040283893,-0.002139876453965959,-0.0005092988105408425,0,20,0,16,False,False,none
global_empirical,fiqa_l,0.3,tpir_at_rank_k,20,-4.964996772752098e-05,0.0010343743276566872,0.0017873988381907552,0.002197011071942803,0.0024659483971335417,18,1,14,0,False,False,none
global_empirical,fiqa_s,0.01,fpir,20,-0.001683971873562463,-0.0008912729184464743,-0.0006448380101202602,-0.00045385095616744427,-0.00018893342971676414,0,20,0,20,False,False,none
global_empirical,fiqa_s,0.01,tpir_at_rank_k,20,0.0,0.0,0.0,0.0,0.0,0,0,0,0,False,False,none
global_empirical,fiqa_s,0.05,fpir,20,-0.004271538410987711,-0.0025341723072879016,-0.0019550502727212985,-0.0012814615232963134,-0.0005175133074850496,0,20,0,20,False,False,none
global_empirical,fiqa_s,0.05,tpir_at_rank_k,20,-0.00016549989242506993,-8.688744352316172e-05,-3.3099978485013984e-05,0.0,4.964996772752098e-05,3,14,0,0,False,False,none
global_empirical,fiqa_s,0.1,fpir,20,-0.008592363803640665,-0.0031523132023394884,-0.0022384504172964447,-0.0013061050141289347,-0.0007146612341460209,0,20,0,19,False,False,none
global_empirical,fiqa_s,0.1,tpir_at_rank_k,20,-0.0010260993330354336,-0.00038478724988828757,-0.0001985998709100839,-9.102494083378847e-05,1.6549989242506992e-05,1,19,0,5,False,False,none
global_empirical,fiqa_s,0.2,fpir,20,-0.01345534599461129,-0.006852944075704804,-0.004177071696129329,-0.0025547085496484194,0.00011500295721889991,1,19,0,19,False,False,none
global_empirical,fiqa_s,0.2,tpir_at_rank_k,20,-0.002085298644555881,-0.0012040117173923836,-0.0009433493868228986,-0.0007612995051553217,-0.0004302997203051818,0,20,0,15,False,False,none
