dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pca,pca_128,463341,512,128,True,reconstruction,0.000122517746231,0.000238798923471,0.247640002097,0.357168823838,0.968002587237,0.936890421892,0,512,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pca,pca_256,463341,512,256,True,reconstruction,3.23501274403e-07,5.02331064914e-07,0.0127330155564,0.016036324128,0.999917211278,0.99987142091,0,1024,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pca,pca_32,463341,512,32,True,reconstruction,0.000555818232056,0.000961197262305,0.557057582553,0.776852208377,0.84355705419,0.713123789348,0,128,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pca,pca_384,463341,512,384,True,reconstruction,4.95451136272e-08,7.34019386641e-08,0.00498682881085,0.00612477315278,0.999987351463,0.999981243636,0,1536,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pca,pca_64,463341,512,64,True,reconstruction,0.000326626333161,0.000606411933577,0.414581906295,0.590688069483,0.91173320323,0.830557667389,0,256,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pq,pq_512_m128_b8,463341,512,512,True,reconstruction,0.000127252023792,0.00018204867694,0.256417526198,0.309503992785,0.966947346102,0.952484764016,0,128,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pq,pq_512_m16_b8,463341,512,512,True,reconstruction,0.000829206086164,0.0011736449871,0.707301892783,0.883862639874,0.756393041449,0.634169311738,0,16,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pq,pq_512_m32_b8,463341,512,512,True,reconstruction,0.000666162351776,0.000940814803188,0.621260138255,0.766217558241,0.810588075031,0.720538618809,0,32,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pq,pq_512_m64_b8,463341,512,512,True,reconstruction,0.000401785749943,0.000566468495204,0.468402514159,0.568302729476,0.891044337843,0.842815663649,0,64,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,population-6d209a768793a89592ef6fcc,origin-embedding-333884cb3652dc2b639064ae,pq,pq_512_m8_b8,463341,512,512,True,reconstruction,0.000919396899195,0.00130500102672,0.753784772375,0.951182482708,0.724552541901,0.580720833246,0,8,524288,faiss_centroids
