method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_l_2bin,0.01,20,13,0.65,7,0,split_sensitive_target_attainment,True,False,0.008074850496155615,0.009148895971610699,0.009816323848327528,0.01003811526582112,0.010202405204705264,-0.0019251495038443856,-0.0008511040283893014,-0.00018367615167247213,3.811526582112035e-05,0.00020240520470526414,0.0006619995697002797,0.0008150869701934693,0.0009102494083378846,0.0009433493868228986,0.0009598993760654055
fiqa_l_2bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.03651343891700072,0.04181384307025038,0.04369701649470986,0.04451846618913058,0.045491884077019124,-0.013486561082999282,-0.008186156929749623,-0.006302983505290141,-0.005481533810869422,-0.004508115922980879,0.004054747364414213,0.004667096966386972,0.004882246826539562,0.004993959253926485,0.005246346589874717
fiqa_l_2bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.07811165144246567,0.08674919497929948,0.08937783400144575,0.09078045935466912,0.09178878885457055,-0.02188834855753434,-0.013250805020700532,-0.010622165998554249,-0.009219540645330888,-0.008211211145429456,0.009251443986561409,0.010364430763120004,0.010625093093689489,0.010823692964599573,0.010989192857024642
fiqa_l_2bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16768252612210027,0.17876182887559966,0.181273411316291,0.18411357363475062,0.18506440165604257,-0.03231747387789974,-0.02123817112440035,-0.018726588683709022,-0.015886426365249395,-0.01493559834395744,0.020273736822071065,0.02158118597222912,0.021879085778594244,0.02211492312529997,0.02234248547738444
fiqa_l_2bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.26026812118025894,0.2718238647565223,0.27666014983242426,0.27879797266215417,0.2806975750805021,-0.03973187881974105,-0.028176135243477674,-0.023339850167575726,-0.021202027337845805,-0.019302424919497907,0.03088227992651805,0.032235241547092994,0.03265312877546629,0.032938616089899536,0.03309997848501398
fiqa_l_5bin,0.01,20,12,0.6,6,0,split_sensitive_target_attainment,True,False,0.008452717355589143,0.00931318591049484,0.009799894854439113,0.010134635604915555,0.01044062561608727,-0.0015472826444108568,-0.0006868140895051594,-0.00020010514556088616,0.00013463560491555442,0.0004406256160872698,0.0009929993545504195,0.0011750492362179964,0.0012412491931880244,0.0012908991609155455,0.0013570991178855733
fiqa_l_5bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.041129986199645134,0.04480802720641388,0.046210652559637244,0.04664602089768023,0.04767694026417822,-0.008870013800354869,-0.005191972793586125,-0.003789347440362755,-0.003353979102319774,-0.002323059735821781,0.004700196944871986,0.005370471509193519,0.005511146417754829,0.005564933882792977,0.0059083461595749965
fiqa_l_5bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08556220017086154,0.09119939869882368,0.09248291384635604,0.09332695340737333,0.0944913583492147,-0.014437799829138467,-0.008800601301176318,-0.007517086153643958,-0.006673046592626668,-0.005508641650785309,0.010409943233536898,0.011253992684904755,0.011527067507406119,0.011605679956308028,0.011866342286877513
fiqa_l_5bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.17573273312742327,0.18351596898205955,0.18524101334034304,0.18588174410199118,0.18783268712624038,-0.024267266872576743,-0.016484031017940465,-0.014758986659656984,-0.014118255898008823,-0.012167312873759634,0.0212998361551065,0.022334210482763187,0.0225990103106433,0.022789335186932127,0.023021035036327225
fiqa_l_5bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.27005980153775383,0.2781654563974502,0.2809563317342446,0.28213305842150227,0.28348228954458826,-0.02994019846224616,-0.021834543602549772,-0.019043668265755404,-0.01786694157849772,-0.016517710455411727,0.03263657878622379,0.033666815616569847,0.033869552984790566,0.03398540290948811,0.03439087764592953
fiqa_s_2bin,0.01,20,11,0.55,7,0,split_sensitive_target_attainment,True,False,0.007959847538936715,0.009169432213971216,0.009836860090688047,0.010290711046855491,0.010547414076361963,-0.0020401524610632847,-0.0008305677860287841,-0.0001631399093119535,0.00029071104685549033,0.0005474140763619632,0.0006454495804577728,0.0008605994406103636,0.0009433493868228986,0.0009598993760654055,0.0009598993760654055
fiqa_s_2bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.037047381218374184,0.042881727672997305,0.044255602286915954,0.045674656634027734,0.04619011631727673,-0.012952618781625819,-0.007118272327002698,-0.005744397713084052,-0.0043253433659722704,-0.0038098836827232738,0.004352647170779339,0.004989821756615859,0.005097396686692153,0.005184284130215315,0.005246346589874717
fiqa_s_2bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08009955970296379,0.08625632516264703,0.08955855293421831,0.09125690017743314,0.09215022672011566,-0.01990044029703622,-0.013743674837352969,-0.010441447065781692,-0.00874309982256687,-0.007849773279884342,0.009665193717624084,0.01036856826043063,0.010699568045280772,0.010836105456531454,0.010939542889297122
fiqa_s_2bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16695143589406586,0.1763796247617796,0.18048481960964713,0.18229200893737268,0.18413616350134718,-0.03304856410593415,-0.02362037523822043,-0.019515180390352896,-0.01770799106262734,-0.015863836498652834,0.019380037402975687,0.02037303675752611,0.021026761332605136,0.021167436241166442,0.02128328616586399
fiqa_s_2bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.26112242886245646,0.2698215811263718,0.27547726227245845,0.2772084675034501,0.2801554182821844,-0.03887757113754353,-0.030178418873628182,-0.024522737727541544,-0.0227915324965499,-0.019844581717815613,0.028962481174387236,0.02998858050742267,0.0307664300018205,0.030960892375419956,0.03131257964682323
fiqa_s_5bin,0.01,20,15,0.75,6,0,split_sensitive_target_attainment,True,False,0.007869488072550437,0.009354258395215878,0.009799894854439113,0.010017579023460604,0.010399553131366234,-0.002130511927449563,-0.000645741604784123,-0.00020010514556088616,1.757902346060259e-05,0.00039955313136623427,0.0006123496019727587,0.0008357744567466032,0.0009102494083378846,0.0009309368948910183,0.0009764493653079125
fiqa_s_5bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.0371788131694815,0.042064385227048695,0.04365594400998883,0.04449792994677006,0.04508937372675297,-0.0128211868305185,-0.007935614772951306,-0.006344055990011175,-0.005502070053229946,-0.0049106262732470304,0.004336097181536832,0.00492362179964583,0.005105671681313408,0.005184284130215315,0.005262896579117223
fiqa_s_5bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08066635999211408,0.08723179667477164,0.0897803443517119,0.09115832621410265,0.09224058618650194,-0.019333640007885927,-0.012768203325228364,-0.010219655648288105,-0.008841673785897352,-0.007759413813498067,0.009632093739139069,0.010443043212021913,0.01084024295384208,0.010960230375850255,0.011038842824752164
