method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_s_5bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.1674689492015509,0.1780574357626339,0.18122412433462576,0.1826144279424328,0.18388151409607675,-0.03253105079844912,-0.02194256423736611,-0.018775875665374253,-0.017385572057567217,-0.016118485903923258,0.019512437316915744,0.020646111580027472,0.020977111364877614,0.021072273803022026,0.021266736176621486
fiqa_s_5bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.2613770782677269,0.2702015016100414,0.2761467437734113,0.2773193632121969,0.2782250115002957,-0.03862292173227311,-0.0297984983899586,-0.023853256226588654,-0.02268063678780309,-0.021774988499704273,0.029756880658027573,0.030985717359283717,0.03156082948546084,0.031660129420915874,0.031825629313340945
global_empirical,0.01,20,0,0.0,0,0,all_observed_splits_exceed,False,False,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336
global_empirical,0.05,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.04591082342117369,0.04591082342117369,0.04591082342117369,0.04591082342117369,0.04591082342117369,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,0.005329096536087251,0.005329096536087251,0.005329096536087251,0.005329096536087251,0.005329096536087251
global_empirical,0.1,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.09281560097259643,0.09281560097259643,0.09281560097259643,0.09281560097259643,0.09281560097259643,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,0.011105042781722191,0.011105042781722191,0.011105042781722191,0.011105042781722191,0.011105042781722191
global_empirical,0.2,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.18540941052769927,0.18540941052769927,0.18540941052769927,0.18540941052769927,0.18540941052769927,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,0.021332936133591513,0.021332936133591513,0.021332936133591513,0.021332936133591513,0.021332936133591513
global_empirical,0.3,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.28019649076690545,0.28019649076690545,0.28019649076690545,0.28019649076690545,0.28019649076690545,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,0.03202422918425103,0.03202422918425103,0.03202422918425103,0.03202422918425103,0.03202422918425103
global_safe,0.01,20,13,0.65,6,0,split_sensitive_target_attainment,True,False,0.007926989551159887,0.00922077281987251,0.009832752842215943,0.010107938489846882,0.010374909640533614,-0.0020730104488401128,-0.0007792271801274897,-0.00016724715778405723,0.00010793848984688107,0.00037490964053361366,0.0007612995051553217,0.0008357744567466032,0.0009598993760654055,0.0009971368518610461,0.0010260993330354336
global_safe,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.036258789511730304,0.04237448248669251,0.04396398764539659,0.04527625353223368,0.04563974502201485,-0.0137412104882697,-0.00762551751330749,-0.006036012354603406,-0.004723746467766318,-0.004360254977985152,0.004154047299869255,0.004712609436803866,0.004956721778130844,0.005217384108700329,0.005279446568359731
global_safe,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.07728198725110075,0.08735296050469869,0.09026089242294802,0.09138011763159623,0.0927663139909312,-0.022718012748899258,-0.012647039495301316,-0.009739107577051986,-0.008619882368403768,-0.007233686009068804,0.008920444201711269,0.010298230806149975,0.010757493007629544,0.010910580408122735,0.011105042781722191
global_safe,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16664749950713018,0.17657266543996847,0.18087500821449692,0.18323051521324835,0.18526154958270355,-0.033352500492869835,-0.023427334560031557,-0.019124991785503073,-0.016769484786751672,-0.014738450417296461,0.019115237575095576,0.02038544924945799,0.02090263641328633,0.021101236284196415,0.02128328616586399
global_safe,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.25839521587697967,0.26889950384438455,0.27587977262272456,0.2774631169087205,0.27987612538608136,-0.04160478412302032,-0.03110049615561543,-0.0241202273772754,-0.022536883091279464,-0.020123874613918624,0.029641030733330024,0.030869867434586168,0.03144497956076329,0.03168495440477964,0.03197457921652351
