split,quality_group,non_mated_count,non_mated_fraction,false_accept_count,realized_fpir,threshold,score_q99,quality_cutpoints,threshold_fit_on_test,method,target_fpir,partition_seed
test,q1,23170,0.19032989419727936,221,0.00953819594302978,-0.3124336302280426,-0.31422091394662854,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.01,0
test,q2,24283,0.1994726292961819,274,0.011283614050982169,-0.3154825270175934,-0.3108730763196945,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.01,0
test,q3,23909,0.19640040743904844,235,0.009828934710778368,-0.319085955619812,-0.32004547595977784,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.01,0
test,q4,24555,0.20170697246500624,248,0.01009977601303197,-0.3297700848265405,-0.3288298201560975,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.01,0
test,q5,25819,0.21209009660248407,239,0.009256748905844533,-0.37495506265727135,-0.37870576798915867,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.01,0
fit,q1,13621,0.20310449719670762,98,0.007194772777329124,-0.3639824688434601,-0.37491443157196047,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
fit,q2,13366,0.1993021591315758,99,0.00740685320963639,-0.325015664100647,-0.3376236334443092,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
fit,q3,13506,0.2013897172849815,135,0.009995557529986673,-0.30657923221588135,-0.30660589784383774,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
fit,q4,13445,0.2004801383752833,134,0.009966530308664932,-0.2936374843120575,-0.2939089345932007,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
fit,q5,13126,0.19572348801145176,128,0.009751637970440347,-0.45718175183093246,-0.45988424122333527,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
safety,q1,6223,0.19593211800636,62,0.009963040334243934,-0.3639824688434601,-0.36427032828331,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
safety,q2,6141,0.19335033531689808,61,0.009933235629376322,-0.325015664100647,-0.32597770690917954,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
safety,q3,6293,0.1981360788388275,54,0.008580962974733831,-0.30657923221588135,-0.31079059123992925,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
safety,q4,6406,0.201693901325525,26,0.004058694973462379,-0.2936374843120575,-0.31743825376033785,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
safety,q5,6698,0.2108875665123894,58,0.008659301283965363,-0.45718175183093246,-0.4724360185861593,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
test,q1,23943,0.19667970033515147,217,0.009063191747065949,-0.3639824688434601,-0.36674547731876395,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
test,q2,23041,0.18927022409147665,184,0.007985764506748838,-0.325015664100647,-0.3320697605609898,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
test,q3,23551,0.19345961753302227,248,0.010530338414504691,-0.30657923221588135,-0.3041481673717499,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
test,q4,24220,0.19895511598869686,278,0.01147811725846408,-0.2936374843120575,-0.2875105163455009,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
test,q5,26981,0.22163534205165275,194,0.0071902449872132245,-0.45718175183093246,-0.47436932921409586,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.01,0
fit,all,67064,1.0,3353,0.049997017774066566,-0.4030708074569702,-0.3240216001868251,[],False,global_safe,0.05,0
safety,all,31761,1.0,1534,0.0482982273857876,-0.4030708074569702,-0.3328480541706084,[],False,global_safe,0.05,0
test,all,121736,1.0,5520,0.045344023132023396,-0.4030708074569702,-0.3246752083301546,[],False,global_safe,0.05,0
fit,low,33340,0.49713706310390077,1667,0.05,-0.3873468041419983,-0.31568285793066014,[0.5466472],False,fiqa_s_2bin,0.05,0
fit,high,33724,0.5028629368960993,1618,0.04797770134029178,-0.42452722787857056,-0.3394912543892862,[0.5466472],False,fiqa_s_2bin,0.05,0
safety,low,15435,0.4859733635590819,754,0.04885001619695497,-0.3873468041419983,-0.3216860347986221,[0.5466472],False,fiqa_s_2bin,0.05,0
safety,high,16326,0.5140266364409181,816,0.04998162440279309,-0.42452722787857056,-0.34806979447603226,[0.5466472],False,fiqa_s_2bin,0.05,0
test,low,59311,0.48721002825786947,2665,0.044932643185918296,-0.3873468041419983,-0.31349252760410307,[0.5466472],False,fiqa_s_2bin,0.05,0
test,high,62425,0.5127899717421305,2902,0.046487785342410895,-0.42452722787857056,-0.3414858639240263,[0.5466472],False,fiqa_s_2bin,0.05,0
fit,low,33776,0.5036383156387928,1385,0.04100544765513974,-0.39694178104400635,-0.3397243544459343,[0.5597402],False,fiqa_l_2bin,0.05,0
fit,high,33288,0.4963616843612072,1664,0.04998798365777457,-0.3984573185443878,-0.3113007807731629,[0.5597402],False,fiqa_l_2bin,0.05,0
safety,low,15462,0.48682346273731936,773,0.04999353253136722,-0.39694178104400635,-0.33292280167341237,[0.5597402],False,fiqa_l_2bin,0.05,0
safety,high,16299,0.5131765372626806,628,0.03852997116387508,-0.3984573185443878,-0.3327952933311462,[0.5597402],False,fiqa_l_2bin,0.05,0
test,low,58468,0.4802852073339029,2471,0.04226243415201478,-0.39694178104400635,-0.3365066972374916,[0.5597402],False,fiqa_l_2bin,0.05,0
test,high,63268,0.5197147926660971,2566,0.040557627868748815,-0.3984573185443878,-0.3140688386559486,[0.5597402],False,fiqa_l_2bin,0.05,0
fit,q1,13153,0.1961260885124657,657,0.04995058161636129,-0.3828625977039337,-0.312579050064087,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
fit,q2,13448,0.20052487176428485,672,0.049970255800118976,-0.3873525857925415,-0.3159034436941145,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
fit,q3,13402,0.19983895979959443,653,0.048724071034174005,-0.3962370455265045,-0.31954411715269115,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
fit,q4,13528,0.20171776213765955,646,0.047752808988764044,-0.4097619950771332,-0.33023089349269885,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
fit,q5,13533,0.20179231778599546,628,0.046405083869060816,-0.46916985511779785,-0.37666269540786745,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
safety,q1,5945,0.18717924498598912,287,0.04827586206896552,-0.3828625977039337,-0.32015642881393347,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
safety,q2,6331,0.19933251471930985,304,0.04801769072816301,-0.3873525857925415,-0.32589854300022125,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
safety,q3,6337,0.19952142564780706,316,0.049865867129556575,-0.3962370455265045,-0.326299784183502,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
safety,q4,6410,0.20181984194452315,320,0.0499219968798752,-0.4097619950771332,-0.3409040877223015,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
safety,q5,6738,0.21214697270237085,336,0.04986642920747997,-0.46916985511779785,-0.3826334232091903,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
test,q1,23170,0.19032989419727936,978,0.042209753992231334,-0.3828625977039337,-0.31422091394662854,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
test,q2,24283,0.1994726292961819,1119,0.04608162088704031,-0.3873525857925415,-0.3108730763196945,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
test,q3,23909,0.19640040743904844,1110,0.04642603203814463,-0.3962370455265045,-0.32004547595977784,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
test,q4,24555,0.20170697246500624,1138,0.046344939930767666,-0.4097619950771332,-0.3288298201560975,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
test,q5,25819,0.21209009660248407,1100,0.04260428366706689,-0.46916985511779785,-0.37870576798915867,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.05,0
fit,q1,13621,0.20310449719670762,560,0.041112987299023566,-0.42095813155174255,-0.37491443157196047,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
fit,q2,13366,0.1993021591315758,532,0.03980248391440969,-0.3906954526901245,-0.3376236334443092,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
fit,q3,13506,0.2013897172849815,644,0.04768251147638087,-0.36895596981048584,-0.30660589784383774,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
fit,q4,13445,0.2004801383752833,672,0.04998140572703607,-0.3665580153465271,-0.2939089345932007,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
fit,q5,13126,0.19572348801145176,638,0.04860582050891361,-0.567099616993803,-0.45988424122333527,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
safety,q1,6223,0.19593211800636,311,0.04997589587015909,-0.42095813155174255,-0.36427032828331,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
safety,q2,6141,0.19335033531689808,307,0.04999185800358248,-0.3906954526901245,-0.32597770690917954,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
safety,q3,6293,0.1981360788388275,314,0.04989671063085969,-0.36895596981048584,-0.31079059123992925,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
safety,q4,6406,0.201693901325525,194,0.030284108648142367,-0.3665580153465271,-0.31743825376033785,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
safety,q5,6698,0.2108875665123894,332,0.04956703493580173,-0.567099616993803,-0.4724360185861593,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
test,q1,23943,0.19667970033515147,1022,0.042684709518439626,-0.42095813155174255,-0.36674547731876395,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
test,q2,23041,0.18927022409147665,987,0.04283668243565818,-0.3906954526901245,-0.3320697605609898,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
test,q3,23551,0.19345961753302227,1050,0.044584094093669056,-0.36895596981048584,-0.3041481673717499,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
test,q4,24220,0.19895511598869686,1060,0.04376548307184145,-0.3665580153465271,-0.2875105163455009,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
test,q5,26981,0.22163534205165275,1345,0.0498498943701123,-0.567099616993803,-0.47436932921409586,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.05,0
fit,all,67064,1.0,6692,0.09978527973279255,-0.4500289261341095,-0.3240216001868251,[],False,global_safe,0.1,0
safety,all,31761,1.0,3176,0.09999685148452504,-0.4500289261341095,-0.3328480541706084,[],False,global_safe,0.1,0
test,all,121736,1.0,11293,0.0927663139909312,-0.4500289261341095,-0.3246752083301546,[],False,global_safe,0.1,0
fit,low,33340,0.49713706310390077,3334,0.1,-0.43088921904563904,-0.31568285793066014,[0.5466472],False,fiqa_s_2bin,0.1,0
fit,high,33724,0.5028629368960993,3237,0.09598505515359981,-0.4729105234146118,-0.3394912543892862,[0.5466472],False,fiqa_s_2bin,0.1,0
safety,low,15435,0.4859733635590819,1495,0.09685779073534176,-0.43088921904563904,-0.3216860347986221,[0.5466472],False,fiqa_s_2bin,0.1,0
safety,high,16326,0.5140266364409181,1632,0.09996324880558619,-0.4729105234146118,-0.34806979447603226,[0.5466472],False,fiqa_s_2bin,0.1,0
test,low,59311,0.48721002825786947,5411,0.0912309689602266,-0.43088921904563904,-0.31349252760410307,[0.5466472],False,fiqa_s_2bin,0.1,0
test,high,62425,0.5127899717421305,5706,0.09140568682418902,-0.4729105234146118,-0.3414858639240263,[0.5466472],False,fiqa_s_2bin,0.1,0
fit,low,33776,0.5036383156387928,3028,0.08964945523448603,-0.4370247721672058,-0.3397243544459343,[0.5597402],False,fiqa_l_2bin,0.1,0
fit,high,33288,0.4963616843612072,3322,0.09979572218216774,-0.4624371572552944,-0.3113007807731629,[0.5597402],False,fiqa_l_2bin,0.1,0
safety,low,15462,0.48682346273731936,1546,0.09998706506273444,-0.4370247721672058,-0.33292280167341237,[0.5597402],False,fiqa_l_2bin,0.1,0
safety,high,16299,0.5131765372626806,1463,0.0897601079820848,-0.4624371572552944,-0.3327952933311462,[0.5597402],False,fiqa_l_2bin,0.1,0
test,low,58468,0.4802852073339029,5251,0.08980981049462954,-0.4370247721672058,-0.3365066972374916,[0.5597402],False,fiqa_l_2bin,0.1,0
test,high,63268,0.5197147926660971,5403,0.08539862173610673,-0.4624371572552944,-0.3140688386559486,[0.5597402],False,fiqa_l_2bin,0.1,0
fit,q1,13153,0.1961260885124657,1315,0.09997719151524367,-0.42597630620002747,-0.312579050064087,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
fit,q2,13448,0.20052487176428485,1332,0.09904818560380725,-0.43110570311546326,-0.3159034436941145,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
fit,q3,13402,0.19983895979959443,1306,0.09744814206834801,-0.4398857653141022,-0.31954411715269115,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
fit,q4,13528,0.20171776213765955,1235,0.09129213483146068,-0.4541921317577362,-0.33023089349269885,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
fit,q5,13533,0.20179231778599546,1339,0.0989433237271854,-0.5293081736674011,-0.37666269540786745,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
safety,q1,5945,0.18717924498598912,537,0.09032800672834315,-0.42597630620002747,-0.32015642881393347,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
safety,q2,6331,0.19933251471930985,633,0.09998420470699731,-0.43110570311546326,-0.32589854300022125,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
safety,q3,6337,0.19952142564780706,633,0.09988953763610542,-0.4398857653141022,-0.326299784183502,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
safety,q4,6410,0.20181984194452315,641,0.1,-0.4541921317577362,-0.3409040877223015,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
safety,q5,6738,0.21214697270237085,664,0.0985455624814485,-0.5293081736674011,-0.3826334232091903,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
test,q1,23170,0.19032989419727936,2001,0.08636167457919723,-0.42597630620002747,-0.31422091394662854,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
test,q2,24283,0.1994726292961819,2264,0.09323394967672857,-0.43110570311546326,-0.3108730763196945,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
test,q3,23909,0.19640040743904844,2234,0.09343761763352712,-0.4398857653141022,-0.32004547595977784,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
test,q4,24555,0.20170697246500624,2235,0.09102015882712279,-0.4541921317577362,-0.3288298201560975,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
test,q5,25819,0.21209009660248407,2367,0.09167667221813393,-0.5293081736674011,-0.37870576798915867,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.1,0
fit,q1,13621,0.20310449719670762,1197,0.08787901035166287,-0.4552209973335266,-0.37491443157196047,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
fit,q2,13366,0.1993021591315758,1155,0.0864132874457579,-0.43010133504867554,-0.3376236334443092,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
fit,q3,13506,0.2013897172849815,1301,0.09632755812231601,-0.41067108511924744,-0.30660589784383774,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
fit,q4,13445,0.2004801383752833,1344,0.09996281145407214,-0.4236854910850525,-0.2939089345932007,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
fit,q5,13126,0.19572348801145176,1251,0.09530702422672559,-0.6209673285484314,-0.45988424122333527,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
safety,q1,6223,0.19593211800636,622,0.09995179174031818,-0.4552209973335266,-0.36427032828331,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
safety,q2,6141,0.19335033531689808,614,0.09998371600716496,-0.43010133504867554,-0.32597770690917954,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
safety,q3,6293,0.1981360788388275,629,0.0999523279834737,-0.41067108511924744,-0.31079059123992925,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
safety,q4,6406,0.201693901325525,475,0.07414923509210115,-0.4236854910850525,-0.31743825376033785,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
safety,q5,6698,0.2108875665123894,669,0.09988056136160048,-0.6209673285484314,-0.4724360185861593,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
test,q1,23943,0.19667970033515147,2101,0.08775007309025602,-0.4552209973335266,-0.36674547731876395,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
test,q2,23041,0.18927022409147665,2135,0.09266090881472158,-0.43010133504867554,-0.3320697605609898,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
test,q3,23551,0.19345961753302227,2104,0.089338032355314,-0.41067108511924744,-0.3041481673717499,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
test,q4,24220,0.19895511598869686,2089,0.08625103220478943,-0.4236854910850525,-0.2875105163455009,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
test,q5,26981,0.22163534205165275,2678,0.09925503131833513,-0.6209673285484314,-0.47436932921409586,"[0.437140012, 0.520509462, 0.604676224, 0.761883558]",False,fiqa_l_5bin,0.1,0
fit,all,67064,1.0,13355,0.19913813670523678,-0.5078927874565125,-0.3240216001868251,[],False,global_safe,0.2,0
safety,all,31761,1.0,6352,0.19999370296905009,-0.5078927874565125,-0.3328480541706084,[],False,global_safe,0.2,0
test,all,121736,1.0,22494,0.18477689426299534,-0.5078927874565125,-0.3246752083301546,[],False,global_safe,0.2,0
fit,low,33340,0.49713706310390077,6668,0.2,-0.48539140820503235,-0.31568285793066014,[0.5466472],False,fiqa_s_2bin,0.2,0
fit,high,33724,0.5028629368960993,6683,0.19816747716759578,-0.5371544361114502,-0.3394912543892862,[0.5466472],False,fiqa_s_2bin,0.2,0
safety,low,15435,0.4859733635590819,3072,0.1990281827016521,-0.48539140820503235,-0.3216860347986221,[0.5466472],False,fiqa_s_2bin,0.2,0
safety,high,16326,0.5140266364409181,3265,0.19998774960186205,-0.5371544361114502,-0.34806979447603226,[0.5466472],False,fiqa_s_2bin,0.2,0
test,low,59311,0.48721002825786947,10947,0.18456947277907976,-0.48539140820503235,-0.31349252760410307,[0.5466472],False,fiqa_s_2bin,0.2,0
test,high,62425,0.5127899717421305,11469,0.1837244693632359,-0.5371544361114502,-0.3414858639240263,[0.5466472],False,fiqa_s_2bin,0.2,0
fit,low,33776,0.5036383156387928,6200,0.1835622927522501,-0.4847458004951477,-0.3397243544459343,[0.5597402],False,fiqa_l_2bin,0.2,0
fit,high,33288,0.4963616843612072,6641,0.1995013217976448,-0.5395768840832399,-0.3113007807731629,[0.5597402],False,fiqa_l_2bin,0.2,0
safety,low,15462,0.48682346273731936,3092,0.19997413012546889,-0.4847458004951477,-0.33292280167341237,[0.5597402],False,fiqa_l_2bin,0.2,0
safety,high,16299,0.5131765372626806,3044,0.18675992392171298,-0.5395768840832399,-0.3327952933311462,[0.5597402],False,fiqa_l_2bin,0.2,0
test,low,58468,0.4802852073339029,10594,0.1811931312854895,-0.4847458004951477,-0.3365066972374916,[0.5597402],False,fiqa_l_2bin,0.2,0
test,high,63268,0.5197147926660971,11310,0.17876335588291078,-0.5395768840832399,-0.3140688386559486,[0.5597402],False,fiqa_l_2bin,0.2,0
fit,q1,13153,0.1961260885124657,2630,0.19995438303048735,-0.4801335632801056,-0.312579050064087,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
fit,q2,13448,0.20052487176428485,2666,0.19824509220701964,-0.4862602651119232,-0.3159034436941145,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
fit,q3,13402,0.19983895979959443,2525,0.18840471571407252,-0.49291226267814636,-0.31954411715269115,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
fit,q4,13528,0.20171776213765955,2619,0.19359846244825546,-0.5136887431144714,-0.33023089349269885,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
fit,q5,13533,0.20179231778599546,2666,0.19699992610655434,-0.5978262473644019,-0.37666269540786745,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
safety,q1,5945,0.18717924498598912,1126,0.18940285954583683,-0.4801335632801056,-0.32015642881393347,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
safety,q2,6331,0.19933251471930985,1266,0.19996840941399463,-0.4862602651119232,-0.32589854300022125,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
safety,q3,6337,0.19952142564780706,1267,0.1999368786492031,-0.49291226267814636,-0.326299784183502,"[0.400407338, 0.501297474, 0.59488708, 0.7268965]",False,fiqa_s_5bin,0.2,0
