reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_l_2bin,fiqa_l_5bin,0.01,fpir,20,-0.00036965236248932116,-4.928698166524282e-05,0.0002505421567983177,0.0003717059867253729,0.0006078727738713281,14,6,3,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.01,tpir_at_rank_k,20,0.0002647998278801119,0.00031444979560763285,0.00034754977409264686,0.0004013372391307946,0.0004302997203051818,20,0,5,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,fpir,20,0.0015114674377341131,0.002146037326674115,0.0027148912400604586,0.003386426365249392,0.005856936321219688,20,0,20,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,tpir_at_rank_k,20,0.0003640997633351538,0.0005833871207983714,0.0006123496019727587,0.0007323370239809344,0.0008274994621253496,20,0,0,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,fpir,20,0.0008296641913649208,0.00241711572583295,0.003663665637116383,0.0042140369323782605,0.007614838667280016,20,0,19,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.0004302997203051818,0.0006785495589427867,0.0008936994190953775,0.00101782433841418,0.0011584992469754894,20,0,0,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,fpir,20,-0.00011500295721889991,0.00159977327988434,0.002846323191167773,0.005573536176644542,0.008953801669185779,19,1,15,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.00034754977409264686,0.0005792496234877447,0.0006868245535640403,0.0009267993975803915,0.0012246992039455175,20,0,0,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,fpir,20,0.00030393638693566405,0.0031132943418545047,0.004637083525004929,0.0071589340868765195,0.009791680357494907,20,0,18,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.0005957996127302517,0.0011253992684904755,0.0012246992039455173,0.0015639739834169108,0.001952898730615825,20,0,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,fpir,20,-0.0008296641913649208,-0.00026902477492278374,-0.0001642899388841427,0.0001560754419399356,0.0009282381546954064,6,14,3,4,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,tpir_at_rank_k,20,-0.00013239991394005594,-3.723747579564073e-05,-1.6549989242506992e-05,4.137497310626748e-06,6.619995697002797e-05,5,13,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,fpir,20,-0.004353683380429783,-0.0011192252086482223,-0.000657159755536571,-0.00033268712624038904,0.0014868239469014919,3,17,1,10,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,tpir_at_rank_k,20,-0.0005626996342452378,-0.00034754977409264686,-0.0002399748440163514,-9.929993545504196e-05,9.929993545504196e-05,2,18,0,5,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,fpir,20,-0.0038033120851679045,-0.0014683413287770257,-0.00035733061707301047,0.00017455806006440165,0.0026532825129789053,7,13,3,8,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,tpir_at_rank_k,20,-0.00046339969879019576,-0.00014894990318256292,-3.3099978485013984e-05,6.619995697002797e-05,0.0003640997633351538,8,10,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,fpir,20,-0.004205822435434054,0.00087484392455806,0.00180718932772557,0.0028586449365840838,0.00880594072419005,17,3,13,2,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,tpir_at_rank_k,20,0.00046339969879019576,0.0009061119110272578,0.0010095493437929266,0.0010964367873160883,0.0017377488704632342,20,0,14,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,fpir,20,-0.005339423013734639,0.0003737596109614247,0.0019386212788328845,0.0027929289610304263,0.00855129131891963,15,5,12,2,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,tpir_at_rank_k,20,0.0011750492362179964,0.0018908362709564239,0.002110123628419641,0.0021597735961471623,0.0029127981066812306,20,0,20,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,fpir,20,-0.0006078727738713281,-0.00020330879936912664,-7.393047249786423e-05,-8.214496944207138e-06,0.00047644082276401394,5,15,2,4,False,False,none
