case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-a0e73d2e29f0dc78899c,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2318,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.1636047959327697,False,False,False,True,True,0.654829097702215,True,rank_flip,6,42,8
gradcam-a6d85f944d671033981a,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:4245_cam2_1,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.2010826468467712,False,False,False,True,True,0.6499475951769467,True,rank_flip,7,42,8
gradcam-b9d1c86ea518c6c6c40e,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_1459,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.2063989043235778,False,False,False,True,True,0.6497819121873313,True,rank_flip,8,42,8
gradcam-5ca092de460d95862f13,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5661_cam2_13,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0613326430320739,True,False,False,True,True,0.1318221396181098,True,stable,1,42,8
gradcam-7b823c8c96203fff02fa,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5849_cam2_36,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0588833093643188,True,False,False,True,True,0.1341141032318833,True,stable,2,42,8
gradcam-815056e9a0c32598f1f2,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10526_cam1_25,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0696929693222045,True,False,False,True,True,0.1354836877635027,True,stable,3,42,8
gradcam-4af7c4e084440be94859,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5828_cam2_56,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0436815619468688,True,False,False,True,True,0.1369284156634911,True,stable,4,42,8
gradcam-4eedadf77fe9d6f0e674,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5836_cam1_79,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.1796056628227234,True,False,False,True,True,0.1369687726530621,True,stable,5,42,8
gradcam-0695144626d56f9edcad,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5788_cam2_56,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.0774412155151367,True,False,False,True,True,0.1376008171741455,True,stable,6,42,8
gradcam-e7cd84cfdf1a330c93b8,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5828_cam2_32,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0614092350006103,True,False,False,True,True,0.1376095586438923,True,stable,7,42,8
gradcam-e3830dd3a35d038bf43c,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:9712_cam1_33,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,False,frozen_origin,-0.0497737526893615,True,False,False,True,True,0.1382787985370175,True,stable,8,42,8
gradcam-b0dadbcca95b5019e67e,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5244_20,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0533251166343688,True,True,False,True,True,0.4753901202433546,True,threshold_crossing,1,42,8
gradcam-4d722c7c1e7cc032bf07,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5255_28,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0390530824661254,True,True,False,True,True,0.4383580858400538,True,threshold_crossing,2,42,8
gradcam-5ff5921e74c13e08284a,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5225_21,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0168908834457397,True,True,False,True,True,0.3969828220743526,True,threshold_crossing,3,42,8
gradcam-f4511d03d42977ee6eea,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5241_19,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0370510220527648,True,True,False,True,True,0.3726685627701089,True,threshold_crossing,4,42,8
gradcam-bff040f54db8d25352c9,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5206_28,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.0298429131507873,True,True,False,True,True,0.3686638941300133,True,threshold_crossing,5,42,8
gradcam-e396b4b8e78f44346044,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5578_cam2_161,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.0184285640716552,True,True,False,True,True,0.3022036394150248,True,threshold_crossing,6,42,8
gradcam-89f1328b80d53d347690,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5800_cam1_89,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.0613085031509399,True,True,False,True,True,0.3005107648406163,True,threshold_crossing,7,42,8
gradcam-25173e367be39b5e17b9,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5582_cam2_127,magface-6931178ad2025e1b3799,pca,pca_128,pca_direct_cosine,True,frozen_origin,-0.1259612441062927,True,True,False,True,True,0.2947274695898369,True,threshold_crossing,8,42,8
gradcam-7f50cc062931cd06c252,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_12179,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1089921593666076,True,False,False,True,True,0.6982027701618128,True,high_error,1,42,8
gradcam-6d28acdb8c6b9d5a5411,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2350,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1124729216098785,True,False,False,True,True,0.6958305172350023,True,high_error,2,42,8
gradcam-9559eb399f291ce56cac,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2648,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,-0.0347686409950256,True,False,False,True,True,0.6594972230890808,True,high_error,3,42,8
gradcam-f5ae67eb6ae5fc5bdcc6,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_3599,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1152278184890747,True,False,False,True,True,0.6556927114869068,True,high_error,4,42,8
gradcam-1153b2340a542c5d4f16,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2318,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0844698548316955,True,False,False,True,True,0.654829097702215,True,high_error,5,42,8
gradcam-60bf114957424873e179,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:2777_cam1_1,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0034537613391876,True,False,False,True,True,0.652539027503016,True,high_error,6,42,8
gradcam-1f7f0eff8e888c38133c,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:4245_cam2_1,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0470584630966186,True,False,False,True,True,0.6499475951769467,True,high_error,7,42,8
gradcam-15b90706d53a21f57517,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_3849,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0981553196907043,True,False,False,True,True,0.6486454804638369,True,high_error,8,42,8
gradcam-f1400c428467c667b6a2,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_5122,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,-0.0087468028068542,False,False,False,True,True,0.7700743875946287,True,rank_flip,1,42,8
gradcam-4cb44a8e17d89644f813,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_3188,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0517149567604064,False,False,False,True,True,0.6720536858844697,True,rank_flip,2,42,8
gradcam-61af6319234a020fbb57,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2548,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0733649432659149,False,False,False,True,True,0.6657651524460891,True,rank_flip,3,42,8
gradcam-d643167c26036f875c00,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:371_cam1_1,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0876079201698303,False,False,False,True,True,0.6627677696722908,True,rank_flip,4,42,8
gradcam-b65b9d6f65b06e3f9299,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_1459,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0771776139736175,False,False,False,True,True,0.6497819121873313,True,rank_flip,5,42,8
gradcam-c8a383742fc3df954974,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_3041,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0754376649856567,False,False,False,True,True,0.6277238040672326,True,rank_flip,6,42,8
gradcam-9ee1019310460313ecb2,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_9,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1069193482398986,False,False,False,True,True,0.6245560731229335,True,rank_flip,7,42,8
gradcam-474e8ab8cb6c3452df73,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:9197_cam1_96,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0294059514999389,False,False,False,True,True,0.6224900266526915,True,rank_flip,8,42,8
gradcam-c05bf9af9632fecb1776,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_27816,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0106542706489562,True,False,False,True,True,0.1270933995601631,True,stable,1,42,8
gradcam-1ed29b2a489516afc4df,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10293_cam1_43,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0098811984062194,True,False,False,True,True,0.1292876520164836,True,stable,2,42,8
gradcam-7c6f55db9c8d1ea741d1,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:9991_cam2_16,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0099572539329528,True,False,False,True,True,0.1304662045506656,True,stable,3,42,8
gradcam-ac916edc8b5cd2b0d042,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5661_cam2_13,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0066848397254943,True,False,False,True,True,0.1318221396181098,True,stable,4,42,8
gradcam-35679ebdbae47b3466f4,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5647_cam1_233,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0139701962471008,True,False,False,True,True,0.1330155172954044,True,stable,5,42,8
gradcam-2c2bdde78a7a757428ba,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5849_cam2_36,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0073364377021789,True,False,False,True,True,0.1341141032318833,True,stable,6,42,8
gradcam-f850cbcb990b576dbb74,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10254_cam2_47,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0088444352149963,True,False,False,True,True,0.1346843594525829,True,stable,7,42,8
gradcam-14e9716fbd63ba749cea,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10526_cam1_25,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0112561583518981,True,False,False,True,True,0.1354836877635027,True,stable,8,42,8
gradcam-b30827441aab8d841b47,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5244_20,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0284317731857299,True,True,False,True,True,0.4753901202433546,True,threshold_crossing,1,42,8
gradcam-d298681c9c9a4b07bd7a,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5255_28,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.025159478187561,True,True,False,True,True,0.4383580858400538,True,threshold_crossing,2,42,8
gradcam-ffa353b870bd3ebbcf2c,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5225_21,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0441290140151977,True,True,False,True,True,0.3969828220743526,True,threshold_crossing,3,42,8
gradcam-d275a5ecb5233a4ee5ca,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5241_19,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0250271558761596,True,True,False,True,True,0.3726685627701089,True,threshold_crossing,4,42,8
gradcam-9f26953ec32f7916971e,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5578_cam2_37,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0450113415718078,True,True,False,True,True,0.3661369519288717,True,threshold_crossing,5,42,8
gradcam-168ff1331d155291a349,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5578_cam2_12,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0344014763832092,True,True,False,True,True,0.3600019974620086,True,threshold_crossing,6,42,8
gradcam-f0b626a4bdd7d24869f0,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_7285,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0389459133148193,True,True,False,True,True,0.3566110045617681,True,threshold_crossing,7,42,8
gradcam-af45e6034d8faeb42017,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5578_cam2_19,magface-6931178ad2025e1b3799,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0410616397857666,True,True,False,True,True,0.3546596213231927,True,threshold_crossing,8,42,8
gradcam-91c6567d2d5f84ee1f08,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_5122,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0956199765205383,True,False,False,True,True,0.0307448124842165,True,high_error,1,42,8
gradcam-df425a96e38c51c6d0b6,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_5103,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0433466434478759,True,False,False,True,True,0.0278548645772721,True,high_error,2,42,8
gradcam-37f7fa2d955f4eb31041,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:245_cam3_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.11916184425354,True,False,False,True,True,0.0277982110385261,True,high_error,3,42,8
gradcam-802787a964335fdb856d,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5227_24,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0127524733543396,True,False,False,True,True,0.027784126399473,True,high_error,4,42,8
gradcam-d75911eb8801222e9d72,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:3833_cam2_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0778085887432098,True,False,False,True,True,0.0270212873470543,True,high_error,5,42,8
gradcam-5c1fef07403b8de3e3b5,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2350,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1621375381946563,True,False,False,True,True,0.0270210028162864,True,high_error,6,42,8
gradcam-5e1882ed400d7f492801,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:2920_cam1_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0420030951499938,True,False,False,True,True,0.026189696365415,True,high_error,7,42,8
gradcam-ca3ed50b0108941581d8,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_607,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0281093716621398,True,False,False,True,True,0.0259673737755291,True,high_error,8,42,8
gradcam-d88bff374c7b83a4cfdf,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:1707_cam2_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0390391051769256,False,False,False,True,True,0.0281397953196242,True,rank_flip,1,42,8
gradcam-4b24e522d70176dd28da,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:9031_cam1_28,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0644744336605072,False,False,False,True,True,0.0260469791219877,True,rank_flip,2,42,8
gradcam-9c42914ddcddc2043736,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2579,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0428407788276672,False,False,False,True,True,0.0258579104069188,True,rank_flip,3,42,8
gradcam-2ef5de935ea15573e09a,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_2535,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0108277201652526,False,False,False,True,True,0.0257459747099395,True,rank_flip,4,42,8
gradcam-2bacc4ef4e2b934da41a,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:9346_cam3_126,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1818739473819732,False,False,False,True,True,0.0249888649982143,True,rank_flip,5,42,8
gradcam-7a74fd570968ad92b11b,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:9197_cam1_91,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0765931606292724,False,False,False,True,True,0.024897713817459,True,rank_flip,6,42,8
gradcam-d214583d0aa537e273df,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:248_cam2_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.1288060545921325,False,False,False,True,True,0.0248402563988941,True,rank_flip,7,42,8
gradcam-ac9d41f70dd8b3fa231f,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:distractors_1989,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0457017421722412,False,False,False,True,True,0.0248387074027787,True,rank_flip,8,42,8
gradcam-5d43287e18613af99b3d,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5737_cam1_31,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.079525351524353,True,False,False,True,True,0.0067485800850846,True,stable,1,42,8
gradcam-73f00085a6f6721b6a05,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:9222_cam3_21,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.088422954082489,True,False,False,True,True,0.0071532086484159,True,stable,2,42,8
gradcam-6d4e84ca87db130cd6fd,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5716_cam2_15,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0799194574356079,True,False,False,True,True,0.0076911703528063,True,stable,3,42,8
gradcam-5489e596760d217825ec,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10132_cam3_20,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0617050528526306,True,False,False,True,True,0.0077446730083629,True,stable,4,42,8
gradcam-e4807233a653afca5bb3,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5716_cam2_13,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0827181339263916,True,False,False,True,True,0.0078649158413496,True,stable,5,42,8
gradcam-63c1b60e2bb4d83f718b,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5828_cam2_111,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0948898792266845,True,False,False,True,True,0.0078734697212571,True,stable,6,42,8
gradcam-1fb36a9e8144ad2c51e1,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:10487_cam3_15,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1813190579414367,True,False,False,True,True,0.0078866076954108,True,stable,7,42,8
gradcam-3c4fbf279bfe8f16a534,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5849_cam2_52,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0922839045524597,True,False,False,True,True,0.0079094831262597,True,stable,8,42,8
gradcam-bfb2f796eebc1db7161d,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5244_20,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0327354669570922,True,True,False,True,True,0.0175321938443309,True,threshold_crossing,1,42,8
gradcam-9e99cb2faa88c63b595f,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:5474_cam2_6,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0714778304100036,True,True,False,True,True,0.016727437905596,True,threshold_crossing,2,42,8
gradcam-4c231a4aa007ff1194fb,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:2128_cam2_1,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1830852031707763,True,True,False,True,True,0.0164343800513822,True,threshold_crossing,3,42,8
gradcam-8edf553f71a63a5e03ac,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:5206_28,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.0462833642959594,True,True,False,True,True,0.0164188411693505,True,threshold_crossing,4,42,8
gradcam-aaaf2402300b74b54643,population-6d209a768793a89592ef6fcc,survface,survface:registered_probe:9601_cam1_9,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,True,frozen_origin,-0.2891154289245605,False,True,False,True,True,0.0163716613406755,True,threshold_crossing,5,42,8
gradcam-583d258ee7404eb65537,population-6d209a768793a89592ef6fcc,survface,survface:unknown_unknown_probe:9782_cam2_21,magface-6931178ad2025e1b3799,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.1651653051376342,True,True,False,True,True,0.0162552390735175,True,threshold_crossing,6,42,8
