partition_seed,target_fpir,method,split,partition,route,query_count,mated_count,non_mated_count,false_accept_count,true_identification_at_rank_k_count,tpir_available,realized_fpir,tpir_at_rank_k,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
0,0.01,baseline,calibration,fit,baseline,109703,42639,67064,670,,False,0.009990456877013002,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,baseline,calibration,safety,baseline,50705,18944,31761,294,,False,0.009256635496363465,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,baseline,test,test,baseline,182159,60423,121736,1232,98.0,True,0.010120260235263193,0.0016218989457656853,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,fit,saliency,109699,42637,67062,670,,False,0.009990754823894306,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,fit,fiqa_fallback,4,2,2,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,safety,saliency,50704,18944,31760,293,,False,0.00922544080604534,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,safety,fiqa_fallback,1,0,1,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,test,test,saliency,182148,60419,121729,1234,96.0,True,0.010137272137288567,0.0015889041526672074,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,test,test,fiqa_fallback,11,4,7,1,0.0,True,0.14285714285714285,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,fit,saliency,109699,42637,67062,670,,False,0.009990754823894306,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,fit,fiqa_fallback,4,2,2,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,safety,saliency,50704,18944,31760,285,,False,0.008973551637279597,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,safety,fiqa_fallback,1,0,1,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,test,test,saliency,182148,60419,121729,1234,95.0,True,0.010137272137288567,0.0015723530677435905,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,test,test,fiqa_fallback,11,4,7,1,0.0,True,0.14285714285714285,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,fit,saliency,109699,42637,67062,670,,False,0.009990754823894306,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,fit,fiqa_fallback,4,2,2,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,safety,saliency,50704,18944,31760,281,,False,0.008847607052896726,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,safety,fiqa_fallback,1,0,1,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,test,test,saliency,182148,60419,121729,1242,93.0,True,0.010202991891825284,0.0015392508978963571,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
