group,metric,sample_count,identity_count,mean,median,positive_fraction,mean_ci_lower,mean_ci_upper,confidence_level,bootstrap_method,bootstrap_repeats,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
all,high_saliency_occlusion_score_drop,10000,2192,0.0933842212844639,0.0834652781486511,0.8793,0.091421424993394,0.0953296556237831,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,low_saliency_occlusion_score_drop,10000,2192,0.1819004895826801,0.1780946254730224,0.9643,0.1794425056516998,0.1846676736284228,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,random_occlusion_score_drop,10000,2192,0.2061202943371609,0.2051562368869781,0.9846,0.2037113509548698,0.2083019750780899,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,faithfulness_gain_over_low_saliency,10000,2192,-0.0885162683045491,-0.0867230743169784,0.1997,-0.0908326525318318,-0.0862201891612486,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,faithfulness_gain_over_random,10000,2192,-0.1127360730364918,-0.1116388738155364,0.1131,-0.1148944621334747,-0.1105474912787824,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
