split,quality_group,non_mated_count,non_mated_fraction,false_accept_count,realized_fpir,threshold,score_q99,quality_cutpoints,threshold_fit_on_test,method,target_fpir
test,high,63478,0.5214398370243807,2714,0.04275497022590504,-0.40262550115585327,-0.31408581674098973,[0.5589450499999999],False,fiqa_l,0.05
fit,all,73447,1.0,7344,0.09999046931801163,-0.44943320751190186,-0.3270463305711749,[],False,global_safe,0.1
safety,all,25378,1.0,2459,0.09689494838048704,-0.44943320751190186,-0.32464977383613586,[],False,global_safe,0.1
test,all,121736,1.0,11201,0.09201058027206414,-0.44943320751190186,-0.3246752083301546,[],False,global_safe,0.1
fit,low,36600,0.4983185153920514,3660,0.1,-0.4301277995109558,-0.3179084646701809,[0.54886115],False,fiqa_s,0.1
fit,high,36847,0.5016814846079486,3570,0.09688712785301382,-0.4734759032726288,-0.34331311941146847,[0.54886115],False,fiqa_s,0.1
safety,low,12634,0.49783276853968006,1154,0.09134082634161786,-0.4301277995109558,-0.31607635676860807,[0.54886115],False,fiqa_s,0.1
safety,high,12744,0.5021672314603199,1274,0.09996861268047709,-0.4734759032726288,-0.340297524034977,[0.54886115],False,fiqa_s,0.1
test,low,59869,0.4917937175527371,5403,0.09024703936928961,-0.4301277995109558,-0.3134896385669708,[0.54886115],False,fiqa_s,0.1
test,high,61867,0.508206282447263,5664,0.091551230866213,-0.4734759032726288,-0.3417723137140277,[0.54886115],False,fiqa_s,0.1
fit,low,36880,0.5021307881874004,3688,0.1,-0.44079330563545227,-0.33662240028381357,[0.5589450499999999],False,fiqa_l,0.1
fit,high,36567,0.4978692118125996,3534,0.09664451554680449,-0.46282246708869934,-0.3185155916213991,[0.5589450499999999],False,fiqa_l,0.1
safety,low,12160,0.4791551737725589,1143,0.0939967105263158,-0.44079330563545227,-0.34265105336904544,[0.5589450499999999],False,fiqa_l,0.1
safety,high,13218,0.5208448262274411,1321,0.09993947647147829,-0.46282246708869934,-0.312823084294796,[0.5589450499999999],False,fiqa_l,0.1
test,low,58258,0.4785601629756194,5600,0.09612413745751656,-0.44079330563545227,-0.3366387584805488,[0.5589450499999999],False,fiqa_l,0.1
test,high,63478,0.5214398370243807,5458,0.08598254513374713,-0.46282246708869934,-0.31408581674098973,[0.5589450499999999],False,fiqa_l,0.1
fit,all,73447,1.0,14689,0.19999455389600665,-0.5080992579460144,-0.3270463305711749,[],False,global_safe,0.2
safety,all,25378,1.0,5061,0.19942469855780598,-0.5080992579460144,-0.32464977383613586,[],False,global_safe,0.2
test,all,121736,1.0,22553,0.18526154958270355,-0.5080992579460144,-0.3246752083301546,[],False,global_safe,0.2
fit,low,36600,0.4983185153920514,7320,0.2,-0.4850710928440094,-0.3179084646701809,[0.54886115],False,fiqa_s,0.2
fit,high,36847,0.5016814846079486,7132,0.19355714169403207,-0.535559892654419,-0.34331311941146847,[0.54886115],False,fiqa_s,0.2
safety,low,12634,0.49783276853968006,2464,0.19502928605350642,-0.4850710928440094,-0.31607635676860807,[0.54886115],False,fiqa_s,0.2
safety,high,12744,0.5021672314603199,2548,0.19993722536095418,-0.535559892654419,-0.340297524034977,[0.54886115],False,fiqa_s,0.2
test,low,59869,0.4917937175527371,10988,0.18353404934106132,-0.4850710928440094,-0.3134896385669708,[0.54886115],False,fiqa_s,0.2
test,high,61867,0.508206282447263,11136,0.17999903017763913,-0.535559892654419,-0.3417723137140277,[0.54886115],False,fiqa_s,0.2
fit,low,36880,0.5021307881874004,7310,0.19821041214750543,-0.4889892637729645,-0.33662240028381357,[0.5589450499999999],False,fiqa_l,0.2
fit,high,36567,0.4978692118125996,7030,0.19224984275439605,-0.538351833820343,-0.3185155916213991,[0.5589450499999999],False,fiqa_l,0.2
safety,low,12160,0.4791551737725589,2432,0.2,-0.4889892637729645,-0.34265105336904544,[0.5589450499999999],False,fiqa_l,0.2
safety,high,13218,0.5208448262274411,2643,0.1999546073536087,-0.538351833820343,-0.312823084294796,[0.5589450499999999],False,fiqa_l,0.2
test,low,58258,0.4785601629756194,11138,0.19118404339318204,-0.4889892637729645,-0.3366387584805488,[0.5589450499999999],False,fiqa_l,0.2
test,high,63478,0.5214398370243807,11258,0.1773527836415766,-0.538351833820343,-0.31408581674098973,[0.5589450499999999],False,fiqa_l,0.2
fit,all,73447,1.0,22034,0.29999863847400166,-0.5523946285247803,-0.3270463305711749,[],False,global_safe,0.3
safety,all,25378,1.0,7589,0.29903853731578534,-0.5523946285247803,-0.32464977383613586,[],False,global_safe,0.3
test,all,121736,1.0,34071,0.27987612538608136,-0.5523946285247803,-0.3246752083301546,[],False,global_safe,0.3
fit,low,36600,0.4983185153920514,10980,0.3,-0.5252487659454346,-0.3179084646701809,[0.54886115],False,fiqa_s,0.3
fit,high,36847,0.5016814846079486,10781,0.29258827041550195,-0.5847617387771606,-0.34331311941146847,[0.54886115],False,fiqa_s,0.3
safety,low,12634,0.49783276853968006,3689,0.2919898686085167,-0.5252487659454346,-0.31607635676860807,[0.54886115],False,fiqa_s,0.3
safety,high,12744,0.5021672314603199,3823,0.29998430634023854,-0.5847617387771606,-0.340297524034977,[0.54886115],False,fiqa_s,0.3
test,low,59869,0.4917937175527371,16705,0.27902587315639144,-0.5252487659454346,-0.3134896385669708,[0.54886115],False,fiqa_s,0.3
test,high,61867,0.508206282447263,17019,0.2750901126610309,-0.5847617387771606,-0.3417723137140277,[0.54886115],False,fiqa_s,0.3
fit,low,36880,0.5021307881874004,11064,0.3,-0.5251960158348083,-0.33662240028381357,[0.5589450499999999],False,fiqa_l,0.3
fit,high,36567,0.4978692118125996,10691,0.29236743511909646,-0.595167875289917,-0.3185155916213991,[0.5589450499999999],False,fiqa_l,0.3
safety,low,12160,0.4791551737725589,3628,0.29835526315789473,-0.5251960158348083,-0.34265105336904544,[0.5589450499999999],False,fiqa_l,0.3
safety,high,13218,0.5208448262274411,3965,0.29996973823573914,-0.595167875289917,-0.312823084294796,[0.5589450499999999],False,fiqa_l,0.3
test,low,58258,0.4785601629756194,16782,0.288063441930722,-0.5251960158348083,-0.3366387584805488,[0.5589450499999999],False,fiqa_l,0.3
test,high,63478,0.5214398370243807,17275,0.27214152934875074,-0.595167875289917,-0.31408581674098973,[0.5589450499999999],False,fiqa_l,0.3
