schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,tpir_cluster95_low,tpir_cluster95_high,mated_identity_count
2,genuine-score-topk-v2,20,conditional-threshold-82af7e6dc267785e0f7a564d,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1272,62,0.010448840113031477,0.009892883232008536,0.011035692230959505,0.0010260993330354336,0.000800583812240132,0.0013150564518271983,False,False,False,0.0003821153614790396,0.0018830491398634103,3000
2,genuine-score-topk-v2,20,conditional-threshold-8b9e12f5aaf6e448f6a7e02d,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1207,59,0.009914897811658014,0.009373587321344305,0.010487137235608113,0.0009764493653079125,0.0007571340917124955,0.0012592125496012966,True,False,False,0.0003573945142121724,0.0018030060905240269,3000
2,genuine-score-topk-v2,20,conditional-threshold-261c6cfeca785690308799b8,fiqa_s,0.01,negative_squared_l2_adc,182159,121736,60423,1230,58,0.010103831241374778,0.009557292814377416,0.010681286678549761,0.0009598993760654055,0.0007426852713518584,0.0012405634957107542,False,False,False,0.0003913830370951308,0.0017104137516650852,3000
2,genuine-score-topk-v2,20,conditional-threshold-1a7e468151f370c6e6c10dbc,fiqa_l,0.01,negative_squared_l2_adc,182159,121736,60423,1195,55,0.009816323848327528,0.009277761322711664,0.010385821528514793,0.0009102494083378846,0.0006994483286667281,0.0011845068156423463,True,False,False,0.0003274685099177864,0.0016796971376192057,3000
2,genuine-score-topk-v2,20,conditional-threshold-a791df27ab3a1c9a08f19730,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,5589,322,0.04591082342117369,0.04474939929894808,0.04710090479893451,0.005329096536087251,0.004779196060246083,0.005941891509127884,True,True,False,0.0029293850303524034,0.008202300548342218,3000
2,genuine-score-topk-v2,20,conditional-threshold-3e11c23e9eef1b13a5714f24,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5538,317,0.045491884077019124,0.04433559202841924,0.046676859820128,0.005246346589874717,0.004700945082839422,0.005854653115278648,True,True,False,0.002869351833699149,0.008130728430398656,3000
2,genuine-score-topk-v2,20,conditional-threshold-09c8b1e897733844b0f8a9f4,fiqa_s,0.05,negative_squared_l2_adc,182159,121736,60423,5570,313,0.045754747979233755,0.04459523264563893,0.046942930418177556,0.005180146632904689,0.00463837021066457,0.005784836490448784,True,True,False,0.002866787129287977,0.0079759722810032,3000
2,genuine-score-topk-v2,20,conditional-threshold-860b519f02980ebac5034cc6,fiqa_l,0.05,negative_squared_l2_adc,182159,121736,60423,5474,311,0.04496615627258987,0.04381634304764298,0.04614468637036581,0.0051470466544196744,0.00460709156148149,0.005749919391129503,True,True,False,0.0027855369432024414,0.008005951213086077,3000
2,genuine-score-topk-v2,20,conditional-threshold-bd937998d9e7daec17998265,global_empirical,0.1,negative_squared_l2_adc,182159,121736,60423,11299,671,0.09281560097259643,0.09119838989841382,0.09445850917407196,0.011105042781722191,0.010300002880291726,0.011972242802743843,True,True,False,0.0070883087448561635,0.016068271297227276,3000
2,genuine-score-topk-v2,20,conditional-threshold-3aa4affd8d731ecc5b1edbd2,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11201,665,0.09201058027206414,0.09039975848199679,0.09364714999372702,0.01100574284626715,0.010204408736505036,0.01186924970102346,True,True,False,0.007017032933946552,0.015981892022012185,3000
2,genuine-score-topk-v2,20,conditional-threshold-70cc915977c0a2de740d5059,fiqa_s,0.1,negative_squared_l2_adc,182159,121736,60423,11067,651,0.09090983768154039,0.08930781334032618,0.0925376794214577,0.010774042996872051,0.009981423304818236,0.011628864893193744,True,True,False,0.006712923903781024,0.01566646958829125,3000
2,genuine-score-topk-v2,20,conditional-threshold-32375506f1e07f4c3b0ec90a,fiqa_l,0.1,negative_squared_l2_adc,182159,121736,60423,11058,655,0.09083590720904251,0.08923447629457076,0.09246316018791864,0.01084024295384208,0.010045123659295696,0.011697556035721002,True,True,False,0.006927124509561737,0.01588896403544913,3000
2,genuine-score-topk-v2,20,conditional-threshold-d91f8ef4771d25b2ce858d96,global_empirical,0.2,negative_squared_l2_adc,182159,121736,60423,22571,1289,0.18540941052769927,0.18323624654356463,0.18760242810750738,0.021332936133591513,0.02021090192558887,0.022515830044675552,True,True,False,0.01519870492776735,0.029175986373422568,3000
2,genuine-score-topk-v2,20,conditional-threshold-a36826a14c6e3331b2b8a480,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,22553,1286,0.18526154958270355,0.18308906284761683,0.18745389924486622,0.02128328616586399,0.020162566811278156,0.02246487153623273,True,True,False,0.015182040900041783,0.02914225068452334,3000
2,genuine-score-topk-v2,20,conditional-threshold-a30fb0e3615684a46d529d5f,fiqa_s,0.2,negative_squared_l2_adc,182159,121736,60423,22124,1275,0.18173753039363869,0.17958134079495833,0.18391380531782162,0.021101236284196415,0.019985352069476124,0.02227800966127179,True,True,False,0.01503360331643613,0.028729595607617064,3000
2,genuine-score-topk-v2,20,conditional-threshold-9e50a8cce8c1a4e706d2385f,fiqa_l,0.2,negative_squared_l2_adc,182159,121736,60423,22396,1336,0.18397187356246303,0.18180531619490528,0.18615837524766313,0.022110785627989342,0.020968361005101507,0.023313971054968345,True,True,False,0.01575538662997504,0.029895086971589817,3000
2,genuine-score-topk-v2,20,conditional-threshold-8e6926e92dbfbd080fffdf2d,global_empirical,0.3,negative_squared_l2_adc,182159,121736,60423,34110,1935,0.28019649076690545,0.27768069124470546,0.2827261619373554,0.03202422918425103,0.03064986580376154,0.03345809293276476,True,True,False,0.024066369750011647,0.04149483351351738,3000
2,genuine-score-topk-v2,20,conditional-threshold-e0a37ed76de9490100aab0d7,global_safe,0.3,negative_squared_l2_adc,182159,121736,60423,34071,1932,0.27987612538608136,0.27736121753015025,0.28240492510830123,0.03197457921652351,0.030601271353030146,0.03340739376074263,True,True,False,0.02397429062394913,0.04144579362587164,3000
2,genuine-score-topk-v2,20,conditional-threshold-193332e8d1e26502cf2b9ebc,fiqa_s,0.3,negative_squared_l2_adc,182159,121736,60423,33724,1867,0.27702569494644147,0.27451879096538767,0.27954667068248806,0.030898829915760553,0.029548616507261472,0.03230868678018463,True,True,False,0.02316519263584021,0.04018311148219524,3000
2,genuine-score-topk-v2,20,conditional-threshold-2069b173581f955b1646a120,fiqa_l,0.3,negative_squared_l2_adc,182159,121736,60423,34057,1995,0.2797611224288625,0.27724653504670593,0.2822896089350653,0.03301722853880145,0.03162194110764788,0.034471890083949186,True,True,False,0.025024252462962335,0.042413101122903744,3000
