dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,query_representation,gallery_representation,distance_function,score_space,threshold,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir20,tpir20_wilson95_low,tpir20_wilson95_high,tpir20_retention,compressed_minus_origin_tpir20,compressed_minus_origin_tpir20_paired_bootstrap95_low,compressed_minus_origin_tpir20_paired_bootstrap95_high,closed_set_rank20_recall,storage_bytes_per_embedding,codebook_bytes,gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,target_met_on_test
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00177725118483,0.000604605803334,0.00521240427724,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,2048,0,102400,2048,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00888625592417,0.0053925593221,0.0146101771307,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.326583862305,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,False
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00177725118483,0.000604605803334,0.00521240427724,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,2048,0,102400,2048,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00888625592417,0.0053925593221,0.0146101771307,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.326583862305,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00177725118483,0.000604605803334,0.00521240427724,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,2048,0,102400,2048,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00888625592417,0.0053925593221,0.0146101771307,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.257835447788,0.164691943128,0.147763183616,0.183143389161,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,False
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00177725118483,0.000604605803334,0.00521240427724,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,2048,0,102400,2048,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.346786439419,0.00888625592417,0.0053925593221,0.0146101771307,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
lfw,arcface-7972a704552df378345f,20260902-R001-6c8b08b1,pca,pca_128,pca_direct_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.257835447788,0.164691943128,0.147763183616,0.183143389161,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.995798319328,512,0,289792,5795.84,True
