analysis_scope,dataset_id,model_uid,compression_family,compression_profile,search_mode,protocol_uid,threshold_source_split,evaluation_split,threshold_policy,is_mated,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_left,top1_score_drift,121735,121735,0.03750267007314277,0.95,0.031786063319738475,0.04316539832619416,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_left,agreement_with_origin,121735,121735,0.008463667765119368,0.95,0.003752911385670821,0.01413340882458626,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_left,threshold_crossing,121735,121735,0.024372468575080734,0.95,0.018910835056935287,0.029586651497965383,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_right,top1_score_drift,121735,121735,-0.11401115987038,0.95,-0.11980214465797324,-0.10827124462338952,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_right,agreement_with_origin,121735,121735,0.06977919918631463,0.95,0.06432692891822041,0.0750500724155175,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_top_right,threshold_crossing,121735,121735,0.11248247394149224,0.95,0.10748023655274964,0.11759623462399449,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_bottom_left,top1_score_drift,121735,121735,0.07702906884481278,0.95,0.07193748597099149,0.08291234326241192,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_bottom_left,agreement_with_origin,121735,121735,-0.07462697794794496,0.95,-0.08001608660055232,-0.0691375823275419,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_bottom_left,threshold_crossing,121735,121735,-0.11347519228058912,0.95,-0.11875334204848645,-0.10850417454523473,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,frozen_origin,False,quadrant_bottom_right,top1_score_drift,121735,121735,-0.08092689719034553,0.95,-0.0860042179073607,-0.07509950802140514,500,weighted_rerank,identity-cluster-weighted-rerank-v1
