target_fpir,compressed_minus_origin_tpir_at_rank_k,compressed_minus_origin_tpir_at_rank_k_identity_cluster95_low,compressed_minus_origin_tpir_at_rank_k_identity_cluster95_high
0.01,3.3099978485e-05,-0.000164499168518,0.000278862393287
0.05,-0.000148949903183,-0.000527119647047,0.000242487952843
0.1,-0.000314449795608,-0.000836754859522,0.000227962671642
0.2,-0.000446849709548,-0.00109585994129,0.000289089156816
0.3,-0.00129089916092,-0.00208194142856,-0.000458372653058
