method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_l,0.01,20,0,0.0,0,20,all_observed_splits_exceed,True,False,0.0116974436485509,0.0137859794966156,0.0140591115200105,0.0142644739436156,0.0145643030820792,0.0016974436485509,0.0037859794966156,0.0040591115200105,0.0042644739436156,0.0045643030820792,0.0009267993975803,0.0012205617066348,0.0012577991824305,0.0012619366797411,0.0012908991609155
fiqa_l,0.05,20,5,0.25,3,10,split_sensitive_target_attainment,True,False,0.0453275941381349,0.0501392357232043,0.0512173884471315,0.0516322205428139,0.0524988499704278,-0.004672405861865,0.0001392357232043,0.0012173884471314,0.0016322205428139,0.0024988499704278,0.0059083461595749,0.0066324081889346,0.0068020455786703,0.0069220330006785,0.007116495374278
fiqa_l,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.0851186173358743,0.0905730433068278,0.0923514818952487,0.093076411250575,0.0941217059867253,-0.0148813826641256,-0.0094269566931721,-0.0076485181047512,-0.0069235887494249,-0.0058782940132746,0.0115518924912698,0.0126566042732072,0.0129089916091554,0.0130455290204061,0.0132068914155205
fiqa_l,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.1666885719918512,0.1748928008148781,0.1780779720049944,0.1788275448511533,0.1814418085036472,-0.0333114280081487,-0.0251071991851219,-0.0219220279950056,-0.0211724551488466,-0.0185581914963527,0.0234347847673899,0.0246553464740247,0.0249904837561855,0.0251642586432318,0.0254373334657332
fiqa_l,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.2541318919629362,0.2636730301636327,0.2657923703752382,0.2688420023657751,0.2707908917657882,-0.0458681080370638,-0.0363269698363672,-0.0342076296247617,-0.0311579976342248,-0.0292091082342117,0.035549376892905,0.0370512884166625,0.0372043758171557,0.037754662959469,0.0380980752362511
fiqa_s,0.01,20,0,0.0,0,20,all_observed_splits_exceed,True,False,0.0109827824144049,0.0133793618978773,0.0138332128540448,0.0140570578957744,0.014515016100414,0.0009827824144049,0.0033793618978773,0.0038332128540448,0.0040570578957744,0.004515016100414,0.0009267993975803,0.0011253992684904,0.0011502242523542,0.0011626367442861,0.0012246992039455
fiqa_s,0.05,20,4,0.2,2,15,split_sensitive_target_attainment,True,False,0.0462311888019977,0.0511311362292173,0.0521004468686337,0.0526302819215351,0.0532463691923506,-0.0037688111980022,0.0011311362292173,0.0021004468686337,0.0026302819215351,0.0032463691923506,0.0058090462241199,0.0065331082534796,0.006661370670109,0.0067730830974959,0.0068351455571553
fiqa_s,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.0865150818163895,0.0921440658474075,0.0939943812840901,0.0948199382269829,0.0955838864427942,-0.0134849181836104,-0.0078559341525925,-0.0060056187159098,-0.005180061773017,-0.0044161135572057,0.0115022425235423,0.012193204574417,0.0124952418780927,0.0126235042947222,0.0128262416629429
fiqa_s,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.1660231977393704,0.1761290826049812,0.1786078070578957,0.1803944601432608,0.1821975422225143,-0.0339768022606295,-0.0238709173950187,-0.0213921929421042,-0.0196055398567391,-0.0178024577774857,0.0221107856279893,0.0232858348642073,0.0235506346920874,0.0237368220710656,0.0239312844446651
fiqa_s,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.2499096405336137,0.2648908293356115,0.266893112965762,0.2691397778800026,0.2705526713544062,-0.0500903594663862,-0.0351091706643885,-0.033106887034238,-0.0308602221199973,-0.0294473286455937,0.0326365787862237,0.0350487397183191,0.0353921519951012,0.0357314267745726,0.0359962266024527
