analysis_scope,dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,event_count,non_event_count,event_rate,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version,event_support_eligible,association_status,run_id,source_run_dir
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,angular_error_rad,9133,1674,,,,0.023586996637,0.95,-0.0276574360823,0.0695255537651,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,reconstruction_mse,9133,1674,,,,0.0235834817882,0.95,-0.0276598192622,0.0695286124357,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,cosine_to_origin,9133,1674,,,,-0.023586996637,0.95,-0.0695255537651,0.0276574360823,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,angular_error_rad,9133,1674,,,,-0.0341726018121,0.95,-0.0811220321941,0.00491361410577,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,reconstruction_mse,9133,1674,,,,-0.0341765840776,0.95,-0.0811315645426,0.00490139907022,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,cosine_to_origin,9133,1674,,,,0.0341726018121,0.95,-0.00491361410577,0.0811220321941,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,angular_error_rad,9133,1674,,,,-0.0113250601743,0.95,-0.0679310370161,0.05401356381,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,reconstruction_mse,9133,1674,,,,-0.0113265226707,0.95,-0.0679339364565,0.0540110543865,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,cosine_to_origin,9133,1674,,,,0.0113250601743,0.95,-0.05401356381,0.0679310370161,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_right,angular_error_rad,9133,1674,,,,0.00216862040113,0.95,-0.0370526409972,0.0404927233966,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_right,reconstruction_mse,9133,1674,,,,0.00217769809118,0.95,-0.0370452128605,0.040499298315,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_right,cosine_to_origin,9133,1674,,,,-0.00216862040113,0.95,-0.0404927233966,0.0370526409972,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,left_eye_attention,angular_error_rad,9133,1674,,,,0.0195279783031,0.95,-0.0305927308638,0.0649478269508,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,left_eye_attention,reconstruction_mse,9133,1674,,,,0.0195293734709,0.95,-0.0305983385261,0.0649494733191,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,left_eye_attention,cosine_to_origin,9133,1674,,,,-0.0195279783031,0.95,-0.0649478269508,0.0305927308638,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,right_eye_attention,angular_error_rad,9133,1674,,,,0.0145193458648,0.95,-0.0350083085618,0.0561827927831,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260831-R001-937290ca,C:\ronbun\runs\lfw_20260831\20260831-R001-937290ca_step4_lfw_magface-6931178ad2025e1b3799
