dataset_id,model_uid,run_id,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,gallery_payload_bytes_per_vector,query_payload_bytes_per_vector,codec_parameter_bytes,protocol,open_set_protocol,fpir_tpir_metrics_applicable,score_kind,query_count,gallery_count,match_gallery_count,mean_average_precision,search_latency_ms_total,search_latency_ms_per_query,search_queries_per_second,ranking_implementation,compute_backend,confidence_interval_contract,rank_1,rank_1_success_count,rank_1_denominator,rank_1_wilson95_low,rank_1_wilson95_high,rank_5,rank_5_success_count,rank_5_denominator,rank_5_wilson95_low,rank_5_wilson95_high,rank_10,rank_10_success_count,rank_10_denominator,rank_10_wilson95_low,rank_10_wilson95_high,rank_20,rank_20_success_count,rank_20_denominator,rank_20_wilson95_low,rank_20_wilson95_high,mean_gallery_angular_error,p95_gallery_angular_error,compressed_minus_origin_map,compressed_minus_origin_map_paired_bootstrap95_low,compressed_minus_origin_map_paired_bootstrap95_high,paired_bootstrap_resamples,paired_bootstrap_random_seed,compressed_minus_origin_rank_1,compressed_minus_origin_rank_1_paired_bootstrap95_low,compressed_minus_origin_rank_1_paired_bootstrap95_high,compressed_minus_origin_rank_5,compressed_minus_origin_rank_5_paired_bootstrap95_low,compressed_minus_origin_rank_5_paired_bootstrap95_high,compressed_minus_origin_rank_10,compressed_minus_origin_rank_10_paired_bootstrap95_low,compressed_minus_origin_rank_10_paired_bootstrap95_high,compressed_minus_origin_rank_20,compressed_minus_origin_rank_20_paired_bootstrap95_low,compressed_minus_origin_rank_20_paired_bootstrap95_high,pq_m,pq_nbits,native_compressed_search,official_metric_implementation,native_latency_measurement_repeats,native_latency_timer,native_compressed_index_build_latency_ms,native_compressed_gallery_add_latency_ms,native_compressed_search_latency_ms_total,native_compressed_search_latency_ms_per_query,native_compressed_search_queries_per_second,native_score_equivalence_audit_version,native_score_equivalence_checked_count,native_score_equivalence_violation_count,native_score_equivalence_max_absolute_error,native_score_equivalence_max_relative_error,native_score_equivalence_relative_tolerance,native_score_equivalence_absolute_tolerance,native_score_equivalence_passed,native_rank_tie_policy,decoded_rank_tie_policy,decoded_native_rank_exact_match_required,native_rank_1,native_rank_1_success_count,native_rank_1_denominator,decoded_native_rank_1_mismatch_count,decoded_native_rank_1_native_only_count,decoded_native_rank_1_decoded_only_count,decoded_native_rank_1_agreement_rate,native_rank_5,native_rank_5_success_count,native_rank_5_denominator,decoded_native_rank_5_mismatch_count,decoded_native_rank_5_native_only_count,decoded_native_rank_5_decoded_only_count,decoded_native_rank_5_agreement_rate,native_rank_10,native_rank_10_success_count,native_rank_10_denominator,decoded_native_rank_10_mismatch_count,decoded_native_rank_10_native_only_count,decoded_native_rank_10_decoded_only_count,decoded_native_rank_10_agreement_rate,native_rank_20,native_rank_20_success_count,native_rank_20_denominator,decoded_native_rank_20_mismatch_count,decoded_native_rank_20_native_only_count,decoded_native_rank_20_decoded_only_count,decoded_native_rank_20_agreement_rate,protocol_uid,run_tier,paper_eligible,official_result_eligible,gallery_payload_bytes_total,gallery_storage_bytes_total,gallery_storage_bytes_per_vector_amortized
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,origin,origin_512,origin_cosine,origin_float32,origin_float32,cosine_similarity,2048,2048,0,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.150573159458,11223.3458,3.0105541309,332.164763203,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.216201716738,806,3728,0.203283193644,0.229704508714,0.267435622318,997,3728,0.253471997094,0.28187803877,0.290772532189,1084,3728,0.276416434117,0.305559376696,0.31813304721,1186,3728,0.303375983265,0.333264529211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,323319808,323319808,2048
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_384,pca_direct_cosine,pca_384_float32,pca_384_float32,cosine_similarity,1536,1536,788480,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.157363211259,10425.9596,2.79666298283,357.569004967,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.223980686695,835,3728,0.210885741268,0.237643886073,0.279238197425,1041,3728,0.265070037969,0.293860849593,0.303916309013,1133,3728,0.28935990274,0.318876402008,0.326448497854,1217,3728,0.311581535188,0.341672759165,0.00577473221347,0.00693979440257,0.00679005180045,0.00367951553021,0.0101265186772,2000,42,0.00777896995708,0.00241416309013,0.013143776824,0.0118025751073,0.006169527897,0.0177105686695,0.013143776824,0.00697424892704,0.0193200107296,0.00831545064378,0.00160944206009,0.0150214592275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,242489856,243278336,1540.9944575
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_384,pca_reconstruction_cosine,pca_384_reconstruction_512,pca_384_reconstruction_512,cosine_similarity,1536,1536,788480,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.150584274094,12794.2626,3.4319373927,291.380606804,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.216201716738,806,3728,0.203283193644,0.229704508714,0.267435622318,997,3728,0.253471997094,0.28187803877,0.290772532189,1084,3728,0.276416434117,0.305559376696,0.31813304721,1186,3728,0.303375983265,0.333264529211,0.00577473221347,0.00693979440257,1.11146352073e-05,-1.70312869061e-07,3.35260149803e-05,2000,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,242489856,243278336,1540.9944575
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_256,pca_direct_cosine,pca_256_float32,pca_256_float32,cosine_similarity,1024,1024,526336,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.157357355719,11565.8201,3.10241955472,322.329066834,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.223980686695,835,3728,0.210885741268,0.237643886073,0.278969957082,1040,3728,0.26480630703,0.293588652085,0.303916309013,1133,3728,0.28935990274,0.318876402008,0.326448497854,1217,3728,0.311581535188,0.341672759165,0.0146976113319,0.0181127842516,0.00678419626092,0.00367695067789,0.010120106879,2000,42,0.00777896995708,0.00241416309013,0.013143776824,0.0115343347639,0.00589458154506,0.0174356223176,0.013143776824,0.00697424892704,0.0193200107296,0.00831545064378,0.00160944206009,0.0150214592275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,161659904,162186240,1027.33396254
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_256,pca_reconstruction_cosine,pca_256_reconstruction_512,pca_256_reconstruction_512,cosine_similarity,1024,1024,526336,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.150580961256,10639.3098,2.85389211373,350.398669658,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.216201716738,806,3728,0.203283193644,0.229704508714,0.267435622318,997,3728,0.253471997094,0.28187803877,0.290772532189,1084,3728,0.276416434117,0.305559376696,0.31813304721,1186,3728,0.303375983265,0.333264529211,0.0146976113319,0.0181127842516,7.80179717615e-06,-5.32748511355e-06,3.15045165282e-05,2000,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,161659904,162186240,1027.33396254
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_128,pca_direct_cosine,pca_128_float32,pca_128_float32,cosine_similarity,512,512,264192,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.149023408851,11079.5151,2.97197293455,336.476819279,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.212446351931,792,3728,0.199615467943,0.225869236148,0.268776824034,1002,3728,0.25478931812,0.283240359983,0.296942060086,1107,3728,0.282490134381,0.311812030728,0.32135193133,1198,3728,0.306551681709,0.336519972139,0.296316027641,0.414982438087,-0.00154975060744,-0.00534768650093,0.00220297706799,2000,42,-0.00375536480687,-0.00992489270386,0.00241416309013,0.00134120171674,-0.00536480686695,0.00777896995708,0.006169527897,-0.000536480686695,0.013143776824,0.00321888412017,-0.00402360515021,0.0101931330472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,80829952,81094144,513.673467578
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_128,pca_reconstruction_cosine,pca_128_reconstruction_512,pca_128_reconstruction_512,cosine_similarity,512,512,264192,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.145777740216,10458.1429,2.80529584228,356.468642248,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.211105150215,787,3728,0.198305964121,0.224499097731,0.262607296137,979,3728,0.24873102284,0.276972300967,0.284603004292,1061,3728,0.270345989771,0.299303466745,0.309012875536,1152,3728,0.294382655025,0.324036290229,0.296316027641,0.414982438087,-0.00479541924204,-0.00703320852657,-0.00280379109317,2000,42,-0.00509656652361,-0.00912017167382,-0.00107296137339,-0.00482832618026,-0.00885193133047,-0.000804721030043,-0.006169527897,-0.00993159871245,-0.00214592274678,-0.00912017167382,-0.0139484978541,-0.00456008583691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,80829952,81094144,513.673467578
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_64,pca_direct_cosine,pca_64_float32,pca_64_float32,cosine_similarity,256,256,133120,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.13069502579,10612.5969,2.84672663627,351.280655915,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.187768240343,700,3728,0.175555911985,0.20062337492,0.240611587983,897,3728,0.227161598522,0.254595592575,0.270922746781,1010,3728,0.256897375382,0.285419730303,0.297746781116,1110,3728,0.283282593051,0.312627357401,0.479558378458,0.663150966167,-0.0198781336681,-0.0242639580997,-0.0155335818816,2000,42,-0.0284334763948,-0.0354077253219,-0.0211909871245,-0.0268240343348,-0.0343347639485,-0.019313304721,-0.0198497854077,-0.0276287553648,-0.0123323497854,-0.0203862660944,-0.0284334763948,-0.0126005901288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,40414976,40548096,256.843220097
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_64,pca_reconstruction_cosine,pca_64_reconstruction_512,pca_64_reconstruction_512,cosine_similarity,256,256,133120,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.130369709599,10413.7782,2.79339543992,357.987267292,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.1875,699,3728,0.175294824019,0.200348534438,0.240075107296,895,3728,0.226636116931,0.25404921727,0.262607296137,979,3728,0.24873102284,0.276972300967,0.291040772532,1085,3728,0.276680440779,0.305831298481,0.479558378458,0.663150966167,-0.0202034498596,-0.0239745257309,-0.0164376304294,2000,42,-0.0287017167382,-0.0351461909871,-0.0219957081545,-0.0273605150215,-0.0343347639485,-0.0209227467811,-0.0281652360515,-0.0351394849785,-0.0211909871245,-0.0270922746781,-0.0340665236052,-0.0201180257511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,40414976,40548096,256.843220097
tinyface,magface-6931178ad2025e1b3799,20260831-R001-03234e99,pca,pca_32,pca_direct_cosine,pca_32_float32,pca_32_float32,cosine_similarity,128,128,67584,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0992705356671,10228.2603,2.74363205472,364.48036036,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.142167381974,530,3728,0.131325294214,0.153746156586,0.195815450644,730,3728,0.183392978095,0.20886416224,0.216469957082,807,3728,0.203545236357,0.229978394449,0.243830472103,909,3728,0.230315105445,0.257873227024,0.630889892578,0.854573994875,-0.0513026237912,-0.0572804527619,-0.0452901163989,2000,42,-0.0740343347639,-0.0826180257511,-0.0651824034335,-0.0716201716738,-0.0812768240343,-0.0627615343348,-0.0743025751073,-0.0844957081545,-0.0651824034335,-0.0743025751073,-0.0847639484979,-0.0651824034335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20275072,128.428096357
