dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,query_representation,gallery_representation,distance_function,score_space,threshold,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir20,tpir20_wilson95_low,tpir20_wilson95_high,tpir20_retention,compressed_minus_origin_tpir20,compressed_minus_origin_tpir20_paired_bootstrap95_low,compressed_minus_origin_tpir20_paired_bootstrap95_high,closed_set_rank20_recall,storage_bytes_per_embedding,codebook_bytes,gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,target_met_on_test
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.849635839462,0.0114592232372,0.0108765704733,0.0120727074733,0.00110884927925,0.000873320465023,0.0014078091703,1,0,0,0,0.151051751816,2048,0,6144000,2048,False
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.849635839462,0.000287507393047,0.000206744687725,0.000399806609992,4.96499677275e-05,1.68856099845e-05,0.000145980073263,0.044776119403,-0.00105919931152,-0.00134054912864,-0.00079439948364,0.10596958112,512,0,1800192,600.064,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.741519331932,0.0104324111191,0.00987689907188,0.0110188194401,0.0021018486338,0.00176697699817,0.00250002509223,1.89552238806,0.00099299935455,0.0006619995697,0.0013239991394,0.10596958112,512,0,1800192,600.064,False
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.810406446457,0.0473976473681,0.0462182240388,0.0486056341204,0.00604074607352,0.00545352947691,0.00669076668526,1,0,0,0,0.151051751816,2048,0,6144000,2048,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.810406446457,0.00166754287967,0.0014535323839,0.00191300279398,0.000413749731063,0.000280280161998,0.000610738754775,0.0684931506849,-0.00562699634245,-0.00625589593367,-0.00503119672972,0.10596958112,512,0,1800192,600.064,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.653448462486,0.0470115660117,0.0458367848183,0.0482149349935,0.00905284411565,0.00832822921718,0.00983988005871,1.49863013699,0.00301209804214,0.00236664846168,0.00360789765487,0.10596958112,512,0,1800192,600.064,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.787321925163,0.0925034500887,0.0908887120471,0.0941439049572,0.011601542459,0.0107782248531,0.0124869570575,1,0,0,0,0.151051751816,2048,0,6144000,2048,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.787321925163,0.0034747322074,0.00315947924776,0.0038213205351,0.0006619995697,0.000486223649391,0.00090126338115,0.0570613409415,-0.0109395428893,-0.0118005560796,-0.0100950796882,0.10596958112,512,0,1800192,600.064,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,0.611199140549,0.0969967799172,0.0953469732549,0.0986720198355,0.0145970905119,0.0136711969243,0.0155847002257,1.25820256776,0.00299554805289,0.00226734852622,0.00378994753653,0.10596958112,512,0,1800192,600.064,True
survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.757611095905,0.184768679766,0.182598454312,0.186958799252,0.022044585671,0.020903881369,0.023246059194,1,0,0,0,0.151051751816,2048,0,6144000,2048,True
