analysis_scope,dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_left,angular_error_rad,9122,1674,0.0020219734273956434,0.95,-0.06413427126953335,0.057035525277576486,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_left,reconstruction_mse,9122,1674,0.0020199087935399754,0.95,-0.06413456583806487,0.05703149135136964,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_left,cosine_to_origin,9122,1674,-0.0020219734273956434,0.95,-0.057035525277576486,0.06413427126953332,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,angular_error_rad,9122,1674,-0.04440488759731105,0.95,-0.09935538930530403,0.018041254697621294,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,reconstruction_mse,9122,1674,-0.04440519673635151,0.95,-0.09935570422480912,0.018039956124156997,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_top_right,cosine_to_origin,9122,1674,0.04440488759731105,0.95,-0.018041254697621318,0.09935538930530403,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,angular_error_rad,9122,1674,0.016727950199392303,0.95,-0.03895063090056789,0.07008279844554363,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,reconstruction_mse,9122,1674,0.016728354937842766,0.95,-0.03894689465804194,0.07008526442753091,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_left,cosine_to_origin,9122,1674,-0.016727950199392303,0.95,-0.07008279844554365,0.03895063090056787,500,weighted_rerank,identity-cluster-weighted-rerank-v1
geometry,lfw,arcface-7972a704552df378345f,pca,pca_128,quadrant_bottom_right,angular_error_rad,9122,1674,0.07262517295444648,0.95,0.023439947379791163,0.1287339576613841,500,weighted_rerank,identity-cluster-weighted-rerank-v1
