reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
1685,1702,1622,60423,0.0002813498171226189,-0.0002609890159377868,0.0007781797387300661,8972,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18641157915489256,0.1871755273707038,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22693,22806,21672,121736,0.0009282381546954064,0.00014786094499572846,0.0016511138857856346,8972,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18641157915489256,0.18733981730958796,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1685,1683,1609,60423,-3.3099978485013984e-05,-0.0004987621511348008,0.0004379411201001509,8972,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18641157915489256,0.18733981730958796,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22693,23001,21103,121736,0.0025300650588157983,0.0015605490569757512,0.0035075901951764476,8972,0.2,baseline,plus_both,fpir,query,2000,8972,0.18641157915489256,0.18894164421370835,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1685,1743,1609,60423,0.0009598993760654055,0.00040482350672769877,0.001545258806581407,8972,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18641157915489256,0.18894164421370835,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34769,34770,33472,121736,8.214496944207137e-06,-0.0008380840507327327,0.0008132351974765065,8972,0.3,baseline,plus_outside,fpir,query,2000,8972,0.28560984425313796,0.28561805875008217,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2506,2502,2423,60423,-6.619995697002797e-05,-0.0005443983848109221,0.00042018354318681006,8972,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28560984425313796,0.28561805875008217,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34769,34794,33054,121736,0.00020536242360517842,-0.0007477245843464542,0.0011502349346126032,8972,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.28560984425313796,0.2858152066767431,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2506,2473,2380,60423,-0.0005461496450027307,-0.0011384720786881447,1.6133883104734745e-05,8972,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28560984425313796,0.2858152066767431,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34769,35024,32463,121736,0.00209469672077282,0.0010021686271932707,0.003252940789906026,8972,0.3,baseline,plus_both,fpir,query,2000,8972,0.28560984425313796,0.28770454097391074,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2506,2517,2365,60423,0.0001820498816675769,-0.0004996106590608174,0.000900457027253808,8972,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28560984425313796,0.28770454097391074,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
