method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max,fallback_count_min,fallback_count_max,fallback_fraction_max,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
baseline,0.01,1,1,0.009709535388052836,0.009709535388052836,0.009709535388052836,0.002565248332588584,0.002565248332588584,0.002565248332588584,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.05,1,1,0.046978708023920616,0.046978708023920616,0.046978708023920616,0.008870794233983749,0.008870794233983749,0.008870794233983749,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.1,1,1,0.09472136426365249,0.09472136426365249,0.09472136426365249,0.015341840027803982,0.015341840027803982,0.015341840027803982,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.2,1,1,0.18641157915489256,0.18641157915489256,0.18641157915489256,0.027886731873624282,0.027886731873624282,0.027886731873624282,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.3,1,1,0.28560984425313796,0.28560984425313796,0.28560984425313796,0.04147427304172252,0.04147427304172252,0.04147427304172252,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.01,1,1,0.009397384504172964,0.009397384504172964,0.009397384504172964,0.002482498386376049,0.002482498386376049,0.002482498386376049,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.05,1,1,0.04675691660642702,0.04675691660642702,0.04675691660642702,0.008688744352316171,0.008688744352316171,0.008688744352316171,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.1,1,1,0.09556745744890582,0.09556745744890582,0.09556745744890582,0.015474239941744038,0.015474239941744038,0.015474239941744038,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.2,1,1,0.18894164421370835,0.18894164421370835,0.18894164421370835,0.028846631249689687,0.028846631249689687,0.028846631249689687,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.3,1,1,0.28770454097391074,0.28770454097391074,0.28770454097391074,0.0416563229233901,0.0416563229233901,0.0416563229233901,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.01,1,1,0.009545245449168693,0.009545245449168693,0.009545245449168693,0.0025983483110735978,0.0025983483110735978,0.0025983483110735978,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.05,1,1,0.047635867779457185,0.047635867779457185,0.047635867779457185,0.009069394104893831,0.009069394104893831,0.009069394104893831,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.1,1,1,0.0956496024183479,0.0956496024183479,0.0956496024183479,0.015391489995531502,0.015391489995531502,0.015391489995531502,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.2,1,1,0.18733981730958796,0.18733981730958796,0.18733981730958796,0.02785363189513927,0.02785363189513927,0.02785363189513927,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.3,1,1,0.2858152066767431,0.2858152066767431,0.2858152066767431,0.04092812339671979,0.04092812339671979,0.04092812339671979,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.01,1,1,0.009290596043898272,0.009290596043898272,0.009290596043898272,0.002499048375618556,0.002499048375618556,0.002499048375618556,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.05,1,1,0.044941512781757245,0.044941512781757245,0.044941512781757245,0.008407394535193551,0.008407394535193551,0.008407394535193551,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.1,1,1,0.09366169415784978,0.09366169415784978,0.09366169415784978,0.01507704019992387,0.01507704019992387,0.01507704019992387,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.2,1,1,0.1871755273707038,0.1871755273707038,0.1871755273707038,0.0281680816907469,0.0281680816907469,0.0281680816907469,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.3,1,1,0.28561805875008217,0.28561805875008217,0.28561805875008217,0.04140807308475249,0.04140807308475249,0.04140807308475249,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
