group,metric,sample_count,identity_count,mean,median,positive_fraction,mean_ci_lower,mean_ci_upper,confidence_level,bootstrap_method,bootstrap_repeats
all,high_saliency_occlusion_score_drop,6855,2278,0.034825208944008326,0.020817756652832,0.7560904449307075,0.03334445919597519,0.036277512527673,0.95,identity_cluster,2000
all,low_saliency_occlusion_score_drop,6855,2278,0.05666364716117306,0.0478929281234741,0.8408460977388768,0.0548972126919983,0.058373945495975896,0.95,identity_cluster,2000
all,random_occlusion_score_drop,6855,2278,0.04987883648314095,0.0428831279277801,0.8637490882567469,0.0483699159206881,0.051373501016409674,0.95,identity_cluster,2000
all,faithfulness_gain_over_low_saliency,6855,2278,-0.021838438235913457,-0.0198498964309692,0.3743253099927061,-0.024011261710719184,-0.019759220798470718,0.95,identity_cluster,2000
all,faithfulness_gain_over_random,6855,2278,-0.01505362754816733,-0.016447514295578,0.3784099197665937,-0.016861502506744525,-0.013287953370667753,0.95,identity_cluster,2000
