dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,protocol_uid,compression_family,compression_profile,threshold_policy,threshold_source_split,evaluation_split,top_k,query_count,mated_count,non_mated_count,decision_threshold,origin_decision_threshold,compressed_decision_threshold,origin_rank1_correct_count,origin_rank1_rate,compressed_rank1_correct_count,compressed_rank1_rate,origin_top_k_correct_count,origin_top_k_rate,compressed_top_k_correct_count,compressed_top_k_rate,origin_accepted_count,compressed_accepted_count,origin_dir_rank1_count,origin_dir_rank1,compressed_dir_rank1_count,compressed_dir_rank1,origin_false_accept_count,origin_fpir,compressed_false_accept_count,compressed_fpir,agreement_with_origin_count,agreement_with_origin_rate,mean_top_k_identity_jaccard,mean_top1_score_drift,mean_abs_top1_score_drift,threshold_crossing_count,threshold_crossing_rate,origin_decision_correct_count,origin_decision_correct_rate,compressed_decision_correct_count,compressed_decision_correct_rate,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_128,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,1044,0.0349936314272,6011,0.201481531139,4146,0.138968961587,42665,1992,742,0.0248709526044,170,0.00569819668834,28197,0.463248340672,1233,0.0202569494644,37060,0.408590769774,0.334167045256,-0.178690131775,0.182798799084,40711,0.448843465414,33413,0.368382174594,59805,0.659357015281,0,512,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_128,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.510384500027,1436,0.0481330026145,1044,0.0349936314272,6011,0.201481531139,4146,0.138968961587,42665,30695,742,0.0248709526044,730,0.0244687269558,28197,0.463248340672,20379,0.334806466452,37060,0.408590769774,0.334167045256,-0.178690131775,0.182798799084,24566,0.270842980309,33413,0.368382174594,41219,0.454444223942,0,512,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_256,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,1126,0.0377421733593,6011,0.201481531139,4297,0.144030300999,42665,1270,742,0.0248709526044,125,0.00418985050613,28197,0.463248340672,785,0.0128967602024,39548,0.436021256422,0.350162169134,-0.209233763022,0.210329487328,41401,0.456450794911,33413,0.368382174594,60208,0.663800136711,0,1024,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_256,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.479244291782,1436,0.0481330026145,1126,0.0377421733593,6011,0.201481531139,4297,0.144030300999,42665,30692,742,0.0248709526044,777,0.0260441107461,28197,0.463248340672,20311,0.333689294868,39548,0.436021256422,0.350162169134,-0.209233763022,0.210329487328,23749,0.261835461181,33413,0.368382174594,41334,0.455712112192,0,1024,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_32,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,675,0.0226251927331,6011,0.201481531139,3371,0.112991888449,42665,26402,742,0.0248709526044,404,0.0135415968358,28197,0.463248340672,17600,0.289150292436,22903,0.252508213711,0.25529315401,-0.0188769183514,0.0809597429165,32053,0.353388017905,33413,0.368382174594,43672,0.481488831558,0,128,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_32,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.66971719265,1436,0.0481330026145,675,0.0226251927331,6011,0.201481531139,3371,0.112991888449,42665,32928,742,0.0248709526044,444,0.0148823489978,28197,0.463248340672,21916,0.360057830058,22903,0.252508213711,0.25529315401,-0.0188769183514,0.0809597429165,31155,0.343487464444,33413,0.368382174594,39396,0.43434543891,0,128,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_384,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,1126,0.0377421733593,6011,0.201481531139,4299,0.144097338607,42665,1267,742,0.0248709526044,124,0.00415633170208,28197,0.463248340672,784,0.0128803312085,39550,0.436043306653,0.350200146959,-0.209299171163,0.210392414229,41404,0.456483870256,33413,0.368382174594,60208,0.663800136711,0,1536,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_384,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.479182302952,1436,0.0481330026145,1126,0.0377421733593,6011,0.201481531139,4299,0.144097338607,42665,30688,742,0.0248709526044,776,0.0260105919421,28197,0.463248340672,20309,0.33365643688,39550,0.436043306653,0.350200146959,-0.209299171163,0.210392414229,23751,0.261857511411,33413,0.368382174594,41335,0.455723137307,0,1536,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_64,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,932,0.0312395253737,6011,0.201481531139,3850,0.129047395589,42665,5014,742,0.0248709526044,275,0.00921767111349,28197,0.463248340672,3265,0.0536406650457,31854,0.351194019978,0.306402593233,-0.115240644134,0.132999850595,38097,0.420023814249,33413,0.368382174594,57878,0.638111618266,0,256,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pca,pca_64,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.572313904762,1436,0.0481330026145,932,0.0312395253737,6011,0.201481531139,3850,0.129047395589,42665,32223,742,0.0248709526044,642,0.0215190721995,28197,0.463248340672,21430,0.352073339029,31854,0.351194019978,0.306402593233,-0.115240644134,0.132999850595,26984,0.297501708893,33413,0.368382174594,40080,0.441886617715,0,256,0,not_applicable
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m128_b8,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,1385,0.046423543608,6011,0.201481531139,5928,0.198699470403,42665,38531,742,0.0248709526044,605,0.0202788764497,28197,0.463248340672,25536,0.419530787935,64189,0.707691120372,0.72724123253,-0.00766576818851,0.0129331267585,5062,0.0558091332054,33413,0.368382174594,35937,0.39620956539,0,128,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m128_b8,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.674513697624,1436,0.0481330026145,1385,0.046423543608,6011,0.201481531139,5928,0.198699470403,42665,43644,742,0.0248709526044,679,0.0227592679493,28197,0.463248340672,28934,0.475356509167,64189,0.707691120372,0.72724123253,-0.00766576818851,0.0129331267585,3821,0.0421269652268,33413,0.368382174594,32613,0.359562082424,0,128,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m16_b8,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,576,0.0193068311323,6011,0.201481531139,3497,0.11721525776,42665,73754,742,0.0248709526044,442,0.0148153113897,28197,0.463248340672,49542,0.81392521522,18346,0.202266763688,0.292213438813,0.0900394925623,0.0904347336804,31283,0.344898679191,33413,0.368382174594,11768,0.12974355582,0,16,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m16_b8,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.808137893677,1436,0.0481330026145,576,0.0193068311323,6011,0.201481531139,3497,0.11721525776,42665,23193,742,0.0248709526044,123,0.00412281289804,28197,0.463248340672,15500,0.25464940527,18346,0.202266763688,0.292213438813,0.0900394925623,0.0904347336804,21314,0.234989305638,33413,0.368382174594,45491,0.50154351613,0,16,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m32_b8,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,871,0.0291948783267,6011,0.201481531139,4671,0.156566333713,42665,55504,742,0.0248709526044,418,0.0140108600925,28197,0.463248340672,37112,0.609712821187,28202,0.310930299222,0.40244858621,0.0319661507983,0.0379065513878,14993,0.16529955238,33413,0.368382174594,24174,0.266521135146,0,32,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m32_b8,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.739247441292,1436,0.0481330026145,871,0.0291948783267,6011,0.201481531139,4671,0.156566333713,42665,29027,742,0.0248709526044,224,0.00750821210699,28197,0.463248340672,19364,0.318131037655,28202,0.310930299222,0.40244858621,0.0319661507983,0.0379065513878,15564,0.171594893167,33413,0.368382174594,41728,0.460056007585,0,32,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m64_b8,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,1244,0.041697392237,6011,0.201481531139,5690,0.190721995039,42665,36337,742,0.0248709526044,452,0.0151504994302,28197,0.463248340672,24148,0.396727344417,41239,0.454664726246,0.525510559974,-0.00791311743888,0.0239102289687,8898,0.0981014751604,33413,0.368382174594,37172,0.409825582677,0,64,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m64_b8,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.676208913326,1436,0.0481330026145,1244,0.041697392237,6011,0.201481531139,5690,0.190721995039,42665,41395,742,0.0248709526044,514,0.0172286652812,28197,0.463248340672,27557,0.452733784583,41239,0.454664726246,0.525510559974,-0.00791311743888,0.0239102289687,7354,0.0810786972724,33413,0.368382174594,33825,0.372924522061,0,64,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m8_b8,frozen_origin,calibration,test,20,90702,29834,60868,0.686036407948,0.686036407948,0.686036407948,1436,0.0481330026145,371,0.0124354763022,6011,0.201481531139,2785,0.0933498692767,42665,85389,742,0.0248709526044,361,0.0121002882617,28197,0.463248340672,57419,0.943336400079,10713,0.118112059271,0.19824671429,0.149638396918,0.149724553903,42768,0.471522127406,33413,0.368382174594,3810,0.0420056889594,0,8,524288,faiss_centroids
survface,magface-6931178ad2025e1b3799,20260801-R001-996826a5,population-f03a8d220e60b097e10818ea,origin-embedding-c9ff591ce4581c2b0fc7356b,qmul-survface-v1-official-open-set-identification,pq,pq_512_m8_b8,recalibrated_compressed,calibration,test,20,90702,29834,60868,,0.686036407948,0.863555312157,1436,0.0481330026145,371,0.0124354763022,6011,0.201481531139,2785,0.0933498692767,42665,23665,742,0.0248709526044,103,0.00345243681705,28197,0.463248340672,15819,0.259890254321,10713,0.118112059271,0.19824671429,0.149638396918,0.149724553903,23236,0.256179577077,33413,0.368382174594,45152,0.497806002073,0,8,524288,faiss_centroids
