case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,target_fpir,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-ad5a9e6a6ce36c15e072,population-3fefffc3982569be74814803,lfw,lfw:Tyron_Garner:Tyron_Garner_0001,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.03841994702816,True,False,False,True,True,0.7729585435638202,True,high_error,1,42,8
gradcam-9545fb22806ee142aee7,population-3fefffc3982569be74814803,lfw,lfw:Nadine_Vinzens:Nadine_Vinzens_0002,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0685963928699493,True,False,False,True,True,0.7694697748363789,True,high_error,2,42,8
gradcam-41dfdee13932c7783346,population-3fefffc3982569be74814803,lfw,lfw:Mary_Tyler_Moore:Mary_Tyler_Moore_0001,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0504993200302124,True,False,False,True,True,0.7656658227890378,True,high_error,3,42,8
gradcam-914498d97df206b847d3,population-3fefffc3982569be74814803,lfw,lfw:Paul_Kagame:Paul_Kagame_0001,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.1015032529830932,True,False,False,True,True,0.7595641120334415,True,high_error,4,42,8
gradcam-03c98bf7749a1ffabf3a,population-3fefffc3982569be74814803,lfw,lfw:Byron_Scott:Byron_Scott_0002,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0648357570171356,True,False,False,True,True,0.7576745403802396,True,high_error,5,42,8
gradcam-a87baa50b24db4ef2f31,population-3fefffc3982569be74814803,lfw,lfw:Abid_Hamid_Mahmud_Al-Tikriti:Abid_Hamid_Mahmud_Al-Tikriti_0002,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0351119935512542,True,False,False,True,True,0.757468109779009,True,high_error,6,42,8
gradcam-6aeea0a74b24270cfc76,population-3fefffc3982569be74814803,lfw,lfw:Kobe_Bryant:Kobe_Bryant_0001,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0650662779808044,True,False,False,True,True,0.7534265501010715,True,high_error,7,42,8
gradcam-110c85533fb1eb0724f4,population-3fefffc3982569be74814803,lfw,lfw:Mikhail_Youzhny:Mikhail_Youzhny_0001,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0809472054243087,True,False,False,True,True,0.7513706740116158,True,high_error,8,42,8
gradcam-d58a9368676c37d9b3d3,population-3fefffc3982569be74814803,lfw,lfw:Allyson_Felix:Allyson_Felix_0004,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,-0.0793082118034362,False,False,False,True,True,0.7950334761142686,True,rank_flip,1,42,8
gradcam-4e018569ae34596bd390,population-3fefffc3982569be74814803,lfw,lfw:Allyson_Felix:Allyson_Felix_0005,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,-0.1197837442159652,False,False,False,True,True,0.7724770652823837,True,rank_flip,2,42,8
gradcam-828530019730aa7b08ec,population-3fefffc3982569be74814803,lfw,lfw:Manuel_Poggiali:Manuel_Poggiali_0002,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0473177433013916,False,False,False,True,True,0.7723509308687425,True,rank_flip,3,42,8
gradcam-49a83ec065d7d43807b8,population-3fefffc3982569be74814803,lfw,lfw:Allyson_Felix:Allyson_Felix_0003,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0140711218118667,False,False,False,True,True,0.7714599566029775,True,rank_flip,4,42,8
gradcam-352f5c0119419ccede72,population-3fefffc3982569be74814803,lfw,lfw:Tyron_Garner:Tyron_Garner_0002,arcface-7972a704552df378345f,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0288668274879455,False,False,False,True,True,0.7672191277247795,True,rank_flip,5,42,8
