reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
1568,1550,1446,121736,-0.00014786094499572846,-0.0003945012157455474,9.035946638627851e-05,0,0.01,baseline,plus_outside,fpir,query,2000,8972,0.01288033120851679,0.012732470263521062,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
86,89,79,60423,4.964996772752098e-05,-8.427564362351295e-05,0.00018808963039346308,0,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.01288033120851679,0.012732470263521062,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1568,1627,1420,121736,0.00048465531970822107,0.00018893342971676414,0.0007885917066438852,0,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.01288033120851679,0.013364986528225011,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
86,79,71,60423,-0.00011584992469754894,-0.0002902733988298264,3.319018684146229e-05,0,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.01288033120851679,0.013364986528225011,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1568,1563,1371,121736,-4.1072484721035685e-05,-0.00036965236248932116,0.0002710783991588355,0,0.01,baseline,plus_both,fpir,query,2000,8972,0.01288033120851679,0.012839258723795755,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
86,79,70,60423,-0.00011584992469754894,-0.00032377457316427996,4.9643462488445936e-05,0,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.01288033120851679,0.012839258723795755,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6256,6177,5680,121736,-0.0006489452585923638,-0.001199316553854242,-0.00013944108562791727,0,0.05,baseline,plus_outside,fpir,query,2000,8972,0.05138989288295985,0.05074094762436748,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
470,469,428,60423,-1.6549989242506992e-05,-0.00040321650328765257,0.0003511151286348805,0,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05138989288295985,0.05074094762436748,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6256,6186,5946,121736,-0.0005750147860944996,-0.0009693106394164421,-0.00019694256423736722,0,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.05138989288295985,0.05081487809686535,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
470,458,440,60423,-0.00019859987091008392,-0.0004501996213486168,4.914546145296814e-05,0,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05138989288295985,0.05081487809686535,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6256,6161,5644,121736,-0.000780377209699678,-0.001322534008017349,-0.00022980055201419575,0,0.05,baseline,plus_both,fpir,query,2000,8972,0.05138989288295985,0.05060951567326017,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
470,464,421,60423,-9.929993545504196e-05,-0.0005032893162118019,0.0002962349832349879,0,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05138989288295985,0.05060951567326017,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11506,11509,10529,121736,2.464349083262141e-05,-0.0006984376026812114,0.0007230810935138321,0,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09451600184004731,0.09454064533087994,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
851,861,788,60423,0.00016549989242506993,-0.0003651218649097725,0.0006925627986136869,0,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09451600184004731,0.09454064533087994,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11506,11432,11182,121736,-0.0006078727738713281,-0.0010103831241374778,-0.0002217914174935927,0,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09451600184004731,0.09390812906617599,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
851,845,829,60423,-9.929993545504196e-05,-0.00033551538278894495,0.00010381916622418972,0,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09451600184004731,0.09390812906617599,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11506,11485,10492,121736,-0.00017250443582834986,-0.0009122198856542018,0.000542362160741275,0,0.1,baseline,plus_both,fpir,query,2000,8972,0.09451600184004731,0.09434349740421896,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
851,855,784,60423,6.619995697002797e-05,-0.0004830583428663705,0.000616376058189036,0,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09451600184004731,0.09434349740421896,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22174,22315,20620,121736,0.0011582440691332062,0.000229800552014195,0.002086687586252217,0,0.2,baseline,plus_outside,fpir,query,2000,8972,0.18214825524084904,0.18330649930998225,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1599,1597,1494,60423,-3.3099978485013984e-05,-0.0006826920933112882,0.0005873795857754848,0,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18214825524084904,0.18330649930998225,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22174,22179,22113,121736,4.1072484721035685e-05,-0.00013964644805152134,0.0002217914174935927,0,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18214825524084904,0.1821893277255701,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1599,1604,1592,60423,8.274994621253496e-05,-4.938358876719435e-05,0.00022621766359852825,0,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18214825524084904,0.1821893277255701,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
22174,22304,20614,121736,0.0010678846027469277,0.00014745022014851883,0.001996122757442334,0,0.2,baseline,plus_both,fpir,query,2000,8972,0.18214825524084904,0.18321613984359597,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1599,1600,1495,60423,1.6549989242506992e-05,-0.0006372242442134583,0.0006350001960076884,0,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18214825524084904,0.18321613984359597,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33342,33385,31315,121736,0.0003532233686009069,-0.0006902231057370042,0.0014046789774594204,0,0.3,baseline,plus_outside,fpir,query,2000,8972,0.27388775711375435,0.27424098048235523,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2340,2326,2202,60423,-0.00023169984939509788,-0.0010091619291831438,0.0005756613985444784,0,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.27388775711375435,0.27424098048235523,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33342,33369,33268,121736,0.0002217914174935927,8.214496944207137e-06,0.00042715384109877114,0,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.27388775711375435,0.27410954853124797,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2340,2339,2332,60423,-1.6549989242506992e-05,-0.0001457649329679919,0.0001158386540983627,0,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.27388775711375435,0.27410954853124797,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
33342,33383,31305,121736,0.0003367943747124926,-0.0007310902280344352,0.0013964644805152132,0,0.3,baseline,plus_both,fpir,query,2000,8972,0.27388775711375435,0.27422455148846686,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2340,2326,2205,60423,-0.00023169984939509788,-0.0009604002973804401,0.0005427043707928974,0,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.27388775711375435,0.27422455148846686,0,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1665,1635,1532,121736,-0.0002464349083262141,-0.0005012896760202401,8.214496944207137e-06,1,0.01,baseline,plus_outside,fpir,query,2000,8972,0.013677137412104882,0.013430702503778669,0,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
