partition_seed,target_fpir,stage,reference_method,candidate_method,reference_realized_fpir,reference_tpir_at_rank_k,reference_target_met_on_test,reference_target_met_by_wilson_upper,candidate_realized_fpir,candidate_tpir_at_rank_k,candidate_target_met_on_test,candidate_target_met_by_wilson_upper,delta_fpir,delta_fpir_ci_low,delta_fpir_ci_high,fpir_resampling_unit,delta_tpir_at_rank_k,delta_tpir_at_rank_k_ci_low,delta_tpir_at_rank_k_ci_high,tpir_at_rank_k_resampling_unit,tpir_ci_direction,operating_point_status,same_realized_fpir_enforced,test_based_selection
0,0.01,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.009192022080567786,0.0008274994621253496,True,True,0.010120260235263193,0.0016218989457656853,False,False,0.0009282381546954064,0.0005912384175593091,0.001256818032463692,query,0.0007943994836403357,0.00036218361713528496,0.0012919141057028106,mated_identity_cluster,increase,candidate_misses_target,False,False
0,0.01,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.009208451074456201,0.0011419492577329825,True,True,0.010120260235263193,0.0016218989457656853,False,False,0.0009118091608069921,0.000542156798317671,0.0012650325294078992,query,0.0004799496880327028,8.530494535989412e-05,0.0009236671331345974,mated_identity_cluster,increase,candidate_misses_target,False,False
0,0.01,add_margin,continuous_fiqa,continuous_fiqa_margin,0.010120260235263193,0.0016218989457656853,False,False,0.010678846027469277,0.0009102494083378846,False,False,0.0005585857922060854,0.00027087303673523067,0.0008543076821975423,query,-0.0007116495374278007,-0.0011439358010700942,-0.00035715867574889163,mated_identity_cluster,decrease,candidate_misses_target,False,False
0,0.01,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.010678846027469277,0.0009102494083378846,False,False,0.010514556088585135,0.0009267993975803915,False,False,-0.00016428993888414274,-0.0005914437799829139,0.00023000591443779982,query,1.6549989242506992e-05,-0.000200207738509034,0.0002180672950650341,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
0,0.01,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.010120260235263193,0.0016218989457656853,False,False,0.010120260235263193,0.006653095675487811,False,False,0.0,-0.0007723680751790756,0.0007723680751790748,query,0.0050311967297221255,0.002873548476121061,0.00769750710097981,mated_identity_cluster,increase,candidate_misses_target,False,False
0,0.05,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.04137642110797135,0.004667096966386972,True,True,0.04726621541696786,0.006586895718517783,True,True,0.005889794308996517,0.005076559111520011,0.006645528027863574,query,0.001919798752130811,0.0009007145219607434,0.0030749252753956807,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.05,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.04488401130314779,0.005428396471542293,True,True,0.04726621541696786,0.006586895718517783,True,True,0.00238220411382007,0.0015769780508641655,0.0031463576920549375,query,0.0011584992469754894,0.00034947570445150887,0.001994521793292679,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.05,add_margin,continuous_fiqa,continuous_fiqa_margin,0.04726621541696786,0.006586895718517783,True,True,0.047841230203062364,0.005312546546844744,True,True,0.0005750147860944996,7.393047249786423e-05,0.001084313596635342,query,-0.0012743491716730383,-0.0020784838013551484,-0.000619329008099082,mated_identity_cluster,decrease,both_point_targets_met,False,False
0,0.05,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.047841230203062364,0.005312546546844744,True,True,0.05138167838601564,0.005246346589874717,False,False,0.003540448182953276,0.0025547085496484194,0.004550831307090754,query,-6.619995697002797e-05,-0.0006834314012342818,0.000621360481296879,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
0,0.05,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.04726621541696786,0.006586895718517783,True,True,0.04973056450023001,0.0111215927709647,True,False,0.002464349083262141,0.0008623168167181446,0.004165366037983831,query,0.004534697052446916,0.001245153886681371,0.008039596852990999,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.1,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.08751725044358284,0.010525793158234447,True,True,0.0946063613064336,0.012395941942637738,True,True,0.007089110862850759,0.0060294407570480385,0.008206487809686535,query,0.0018701487844032902,0.0005647199407928535,0.003322149176729332,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.1,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.09123841755930867,0.011369842609602304,True,True,0.0946063613064336,0.012395941942637738,True,True,0.003367943747124926,0.00238220411382007,0.004411390221462836,query,0.0010260993330354336,0.00023319311453226283,0.0018904293948444053,mated_identity_cluster,increase,both_point_targets_met,False,False
