partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed
0,0.01,global_safe,fiqa_2bin,fpir,1193,1119,993,121736,-0.0006078727738713281,-0.0009118091608069921,-0.00032036538082407835,query,2000,8972
0,0.01,global_safe,fiqa_2bin,tpir_at_rank_k,57,50,45,60423,-0.00011584992469754894,-0.0003295831669385089,6.772904591529799e-05,mated_identity_cluster,2000,8972
0,0.01,global_safe,fiqa_5bin,fpir,1193,1121,783,121736,-0.0005914437799829139,-0.0010350266149700992,-0.00016428993888414274,query,2000,8972
0,0.01,global_safe,fiqa_5bin,tpir_at_rank_k,57,69,32,60423,0.00019859987091008392,-0.0002211739163224193,0.000638331749381715,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa,fpir,1193,1232,962,121736,0.00032036538082407835,-6.571597555365709e-05,0.0006653742524807781,query,2000,8972
0,0.01,global_safe,continuous_fiqa,tpir_at_rank_k,57,98,46,60423,0.0006785495589427867,0.00025542410553150554,0.00116577844705971,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,fpir,1193,1300,980,121736,0.0008789511730301637,0.00047644082276401394,0.0012405944009988817,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,tpir_at_rank_k,57,55,41,60423,-3.3099978485013984e-05,-0.00032165236323188995,0.00021163615296237038,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,fpir,1193,1280,836,121736,0.0007146612341460209,0.0002464349083262141,0.0011828875599658277,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,57,56,36,60423,-1.6549989242506992e-05,-0.0003209810753262261,0.0002539468699199315,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,fpir,1193,1232,60,121736,0.00032036538082407835,-0.0004437881974107902,0.0011171715844121707,query,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,57,402,6,60423,0.005709746288664912,0.003363362576534508,0.008678329145331554,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,fpir,1119,1121,816,121736,1.6428993888414273e-05,-0.0003942958533219426,0.00041072484721035683,query,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,50,69,32,60423,0.00031444979560763285,-6.292035174396978e-05,0.0007058770167285715,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,fpir,1119,1232,979,121736,0.0009282381546954064,0.0005912384175593091,0.001256818032463692,query,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,50,98,45,60423,0.0007943994836403357,0.00036218361713528496,0.0012919141057028106,mated_identity_cluster,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,fpir,1121,1232,923,121736,0.0009118091608069921,0.000542156798317671,0.0012650325294078992,query,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,69,98,52,60423,0.0004799496880327028,8.530494535989412e-05,0.0009236671331345974,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,fpir,1232,1300,1109,121736,0.0005585857922060854,0.00027087303673523067,0.0008543076821975423,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,tpir_at_rank_k,98,55,50,60423,-0.0007116495374278007,-0.0011439358010700942,-0.00035715867574889163,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,fpir,1232,1280,913,121736,0.0003942958533219426,-4.12778471446405e-05,0.0008378786883091279,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,tpir_at_rank_k,98,56,41,60423,-0.0006950995481852937,-0.0011891592785525913,-0.0002754606399846591,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_runnerup,fpir,1232,1232,73,121736,0.0,-0.0007723680751790756,0.0007723680751790748,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_runnerup,tpir_at_rank_k,98,402,43,60423,0.0050311967297221255,0.002873548476121061,0.00769750710097981,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa_margin,continuous_fiqa_margin_distortion,fpir,1300,1280,971,121736,-0.00016428993888414274,-0.0005914437799829139,0.00023000591443779982,query,2000,8972
0,0.01,continuous_fiqa_margin,continuous_fiqa_margin_distortion,tpir_at_rank_k,55,56,42,60423,1.6549989242506992e-05,-0.000200207738509034,0.0002180672950650341,mated_identity_cluster,2000,8972
0,0.05,global_safe,fiqa_2bin,fpir,5520,5037,5037,121736,-0.0039676020240520474,-0.0043126108957087465,-0.003622593152395347,query,2000,8972
0,0.05,global_safe,fiqa_2bin,tpir_at_rank_k,316,282,282,60423,-0.0005626996342452378,-0.0009250308340481231,-0.0002944275908434137,mated_identity_cluster,2000,8972
0,0.05,global_safe,fiqa_5bin,fpir,5520,5464,3808,121736,-0.00046001182887559964,-0.0014786094499572846,0.0005092988105408425,query,2000,8972
0,0.05,global_safe,fiqa_5bin,tpir_at_rank_k,316,328,199,60423,0.00019859987091008392,-0.0012505327328103757,0.001520221366851691,mated_identity_cluster,2000,8972
0,0.05,global_safe,continuous_fiqa,fpir,5520,5754,4431,121736,0.00192219228494447,0.0011087517250443586,0.002694560360123545,query,2000,8972
0,0.05,global_safe,continuous_fiqa,tpir_at_rank_k,316,398,243,60423,0.0013570991178855733,0.00019431473593989822,0.002616132671857161,mated_identity_cluster,2000,8972
0,0.05,global_safe,continuous_fiqa_margin,fpir,5520,5824,4416,121736,0.0024972070710389694,0.001683971873562463,0.003294218637050666,query,2000,8972
0,0.05,global_safe,continuous_fiqa_margin,tpir_at_rank_k,316,321,234,60423,8.274994621253496e-05,-0.0008573030216462508,0.0009813559652685458,mated_identity_cluster,2000,8972
0,0.05,global_safe,continuous_fiqa_margin_distortion,fpir,5520,6255,3798,121736,0.006037655253992246,0.004994208779654334,0.007130183347571795,query,2000,8972
0,0.05,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,316,317,219,60423,1.6549989242506992e-05,-0.0006744466862785947,0.0007332391024160453,mated_identity_cluster,2000,8972
0,0.05,global_safe,continuous_fiqa_runnerup,fpir,5520,6054,672,121736,0.004386541368206611,0.0027682854701978053,0.006070718604192678,query,2000,8972
0,0.05,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,316,672,50,60423,0.005891796170332489,0.0018521154040603228,0.010097960318517452,mated_identity_cluster,2000,8972
0,0.05,fiqa_2bin,fiqa_5bin,fpir,5037,5464,3707,121736,0.0035075901951764476,0.0025957810343694553,0.004427613852927646,query,2000,8972
0,0.05,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,282,328,194,60423,0.0007612995051553217,-0.000533969813240469,0.0020191535980353115,mated_identity_cluster,2000,8972
0,0.05,fiqa_2bin,continuous_fiqa,fpir,5037,5754,4279,121736,0.005889794308996517,0.005076559111520011,0.006645528027863574,query,2000,8972
0,0.05,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,282,398,235,60423,0.001919798752130811,0.0009007145219607434,0.0030749252753956807,mated_identity_cluster,2000,8972
0,0.05,fiqa_5bin,continuous_fiqa,fpir,5464,5754,4411,121736,0.00238220411382007,0.0015769780508641655,0.0031463576920549375,query,2000,8972
0,0.05,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,328,398,267,60423,0.0011584992469754894,0.00034947570445150887,0.001994521793292679,mated_identity_cluster,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_margin,fpir,5754,5824,5309,121736,0.0005750147860944996,7.393047249786423e-05,0.001084313596635342,query,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_margin,tpir_at_rank_k,398,321,297,60423,-0.0012743491716730383,-0.0020784838013551484,-0.000619329008099082,mated_identity_cluster,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_margin_distortion,fpir,5754,6255,4111,121736,0.0041154629690477755,0.003154161464151936,0.00513406059012946,query,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_margin_distortion,tpir_at_rank_k,398,317,235,60423,-0.0013405491286430664,-0.002242555723109385,-0.00046777671148407515,mated_identity_cluster,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_runnerup,fpir,5754,6054,737,121736,0.002464349083262141,0.0008623168167181446,0.004165366037983831,query,2000,8972
0,0.05,continuous_fiqa,continuous_fiqa_runnerup,tpir_at_rank_k,398,672,147,60423,0.004534697052446916,0.001245153886681371,0.008039596852990999,mated_identity_cluster,2000,8972
0,0.05,continuous_fiqa_margin,continuous_fiqa_margin_distortion,fpir,5824,6255,4165,121736,0.003540448182953276,0.0025547085496484194,0.004550831307090754,query,2000,8972
0,0.05,continuous_fiqa_margin,continuous_fiqa_margin_distortion,tpir_at_rank_k,321,317,239,60423,-6.619995697002797e-05,-0.0006834314012342818,0.000621360481296879,mated_identity_cluster,2000,8972
0,0.1,global_safe,fiqa_2bin,fpir,11293,10654,10006,121736,-0.00524906354734836,-0.005972144640862193,-0.004533991588355131,query,2000,8972
0,0.1,global_safe,fiqa_2bin,tpir_at_rank_k,671,636,593,60423,-0.0005792496234877447,-0.0010763262369830548,-0.00013443629546346238,mated_identity_cluster,2000,8972
0,0.1,global_safe,fiqa_5bin,fpir,11293,11107,8397,121736,-0.0015278964316225274,-0.0027602763356772025,-0.00028730203062364573,query,2000,8972
0,0.1,global_safe,fiqa_5bin,tpir_at_rank_k,671,687,470,60423,0.0002647998278801119,-0.0013877268878388048,0.0018523163368308626,mated_identity_cluster,2000,8972
0,0.1,global_safe,continuous_fiqa,fpir,11293,11517,9120,121736,0.0018400473155023985,0.000763537490964054,0.0029658441217059843,query,2000,8972
0,0.1,global_safe,continuous_fiqa,tpir_at_rank_k,671,749,518,60423,0.0012908991609155455,-0.0001892102330491759,0.002855315683022625,mated_identity_cluster,2000,8972
0,0.1,global_safe,continuous_fiqa_margin,fpir,11293,11598,9156,121736,0.002505421567983177,0.0014211079713478346,0.003622593152395347,query,2000,8972
0,0.1,global_safe,continuous_fiqa_margin,tpir_at_rank_k,671,693,510,60423,0.0003640997633351538,-0.0009073960009187348,0.0016491902285888972,mated_identity_cluster,2000,8972
0,0.1,global_safe,continuous_fiqa_margin_distortion,fpir,11293,12382,7984,121736,0.008945587172241571,0.00753248833541434,0.010465474469343497,query,2000,8972
0,0.1,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,671,626,465,60423,-0.0007447495159128147,-0.001965883286698673,0.0004671346511229301,mated_identity_cluster,2000,8972
0,0.1,global_safe,continuous_fiqa_runnerup,fpir,11293,12230,2055,121736,0.0076969836367220875,0.005487078596306763,0.010029900768876915,query,2000,8972
0,0.1,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,671,862,131,60423,0.0031610479453188355,-0.0022358739253477145,0.008400226014302736,mated_identity_cluster,2000,8972
