schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high
2,genuine-score-topk-v2,20,conditional-threshold-89547d7e968e6cbca2643c0e,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1193,57,0.009799894854439115,0.009261791700000951,0.010368934200271181,0.0009433493868228986,0.0007282543900641822,0.001221896502747251,True,False,False,0,0.00034847810968652857,0.0017395057677457315
2,genuine-score-topk-v2,20,conditional-threshold-267bce3148d1cbc0197b0c5d,fiqa_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1119,50,0.009192022080567786,0.008671202733875567,0.009743815981086468,0.0008274994621253496,0.000627782406336486,0.0010906833667166916,True,True,False,0,0.0002813519414866628,0.0015487553008457044
2,genuine-score-topk-v2,20,conditional-threshold-534684d5da7439ec496cb73a,fiqa_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1121,69,0.009208451074456201,0.008687157011109706,0.00976071865480666,0.0011419492577329825,0.000902518987991358,0.0014448063958342277,True,True,False,0,0.000586359484885972,0.0018333083594498567
2,genuine-score-topk-v2,20,continuous-threshold-842e5adbcddae4d2ae893327,continuous_fiqa,0.01,negative_squared_l2_adc,182159,121736,60423,1232,98,0.010120260235263193,0.009573269590952026,0.010698166852929483,0.0016218989457656853,0.001331178339394751,0.001975985397715037,False,False,False,0,0.0009035889061065126,0.0025091067972289496
2,genuine-score-topk-v2,20,continuous-threshold-1b40de5d18bf819b384ea9f8,continuous_fiqa_margin,0.01,negative_squared_l2_adc,182159,121736,60423,1300,55,0.010678846027469277,0.010116698909307349,0.011271873867021269,0.0009102494083378846,0.0006994483286667281,0.0011845068156423463,False,False,False,0,0.0003354787069867686,0.0016968758027334774
2,genuine-score-topk-v2,20,continuous-threshold-ea3d561f57af4ab1d56e2fad,continuous_fiqa_margin_distortion,0.01,negative_squared_l2_adc,182159,121736,60423,1280,56,0.010514556088585135,0.009956823465349832,0.01110317980143552,0.0009267993975803915,0.0007138419137053815,0.0012032111048548722,False,False,False,0,0.00042673712876135456,0.0015955195546678352
2,genuine-score-topk-v2,20,continuous-threshold-d6e0b1e90850301ded11c97d,continuous_fiqa_runnerup,0.01,negative_squared_l2_adc,182159,121736,60423,1232,402,0.010120260235263193,0.009573269590952026,0.010698166852929483,0.006653095675487811,0.006035520614368213,0.007333396895100104,False,False,False,0,0.004357045636604231,0.009475975974878722
2,genuine-score-topk-v2,20,conditional-threshold-89269b0e8f87963afafd984d,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5520,316,0.045344023132023396,0.04418954888715379,0.04652719040280452,0.00522979660063221,0.004685299185353482,0.00583720113851341,True,True,False,0,0.002869351833699149,0.008103329609432601
2,genuine-score-topk-v2,20,conditional-threshold-6484ec11de7a0e1d9971296e,fiqa_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5037,282,0.04137642110797135,0.040272051302544715,0.04250973433194366,0.004667096966386972,0.004154248320777217,0.005242924278549576,True,True,False,0,0.0024753298933436,0.007269319545036657
2,genuine-score-topk-v2,20,conditional-threshold-07448312c2f98187bd96a76e,fiqa_5bin,0.05,negative_squared_l2_adc,182159,121736,60423,5464,328,0.04488401130314779,0.04373521431484094,0.046061530348396204,0.005428396471542293,0.004873143643727451,0.006046531171153593,True,True,False,0,0.003674454027182939,0.007489532932493328
