partition_seed,target_fpir,method,model_uid,fit_seconds,evaluation_seconds,model_json
8972,0.01,global_safe,conditional-threshold-8b9e12f5aaf6e448f6a7e02d,,0.3182055999932345,"{""schema_version"": 1, ""method"": ""global_safe"", ""target_fpir"": 0.01, ""score_column"": ""score"", ""quality_column"": null, ""group_labels"": [""all""], ""quality_cutpoints"": [], ""global_fit_threshold"": -0.3269883394241333, ""global_safety_threshold"": -0.3243926167488098, ""global_final_threshold"": -0.3243926167488098, ""groups"": [{""name"": ""all"", ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""raw_threshold"": -0.3269883394241333, ""shrinkage_weight"": 1.0, ""threshold_before_safety"": -0.3269883394241333, ""safety_threshold"": -0.3243926167488098, ""final_threshold"": -0.3243926167488098, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.00925837678870478, ""safety_fpir_at_final_threshold"": 0.009969264717471825, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(fit_threshold, heldout_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
8972,0.01,fiqa_2bin,conditional-threshold-1a7e468151f370c6e6c10dbc,,0.33320580000872724,"{""schema_version"": 1, ""method"": ""fiqa_2bin_conservative_shrunk_safe"", ""target_fpir"": 0.01, ""score_column"": ""score"", ""quality_column"": ""fiqa_score"", ""group_labels"": [""low"", ""high""], ""quality_cutpoints"": [0.5589450499999999], ""global_fit_threshold"": -0.3269883394241333, ""global_safety_threshold"": -0.3243926167488098, ""global_final_threshold"": -0.3243926167488098, ""groups"": [{""name"": ""low"", ""fit_non_mated_count"": 36880, ""safety_non_mated_count"": 12160, ""raw_threshold"": -0.33643457293510437, ""shrinkage_weight"": 0.9946062567421791, ""threshold_before_safety"": -0.33638362237679276, ""safety_threshold"": -0.3418796956539154, ""final_threshold"": -0.33638362237679276, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.00992407809110629, ""safety_fpir_at_final_threshold"": 0.007976973684210527, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""high"", ""fit_non_mated_count"": 36567, ""safety_non_mated_count"": 13218, ""raw_threshold"": -0.318298876285553, ""shrinkage_weight"": 0.9945603394348193, ""threshold_before_safety"": -0.318298876285553, ""safety_threshold"": -0.3126523792743683, ""final_threshold"": -0.3126523792743683, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.008778406760193617, ""safety_fpir_at_final_threshold"": 0.009986382206082615, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""cutpoints_fit_on"": ""fit_only"", ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(base_threshold, heldout_group_threshold)"", ""one_sided_shrinkage_rule"": ""threshold_before_safety=max(raw_group_threshold, linear_partial_pooling_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
8972,0.01,fiqa_5bin,conditional-threshold-ce71bd2b4bfa7b825396a76b,,0.32861769999726675,"{""schema_version"": 1, ""method"": ""fiqa_5bin_conservative_shrunk_safe"", ""target_fpir"": 0.01, ""score_column"": ""score"", ""quality_column"": ""fiqa_score"", ""group_labels"": [""q1"", ""q2"", ""q3"", ""q4"", ""q5""], ""quality_cutpoints"": [0.434638302, 0.5185951400000001, 0.60444774, 0.766489454], ""global_fit_threshold"": -0.3269883394241333, ""global_safety_threshold"": -0.3243926167488098, ""global_final_threshold"": -0.3243926167488098, ""groups"": [{""name"": ""q1"", ""fit_non_mated_count"": 14722, ""safety_non_mated_count"": 4610, ""raw_threshold"": -0.3716376721858978, ""shrinkage_weight"": 0.9865969709154269, ""threshold_before_safety"": -0.37103923588028515, ""safety_threshold"": -0.36745619773864746, ""final_threshold"": -0.36745619773864746, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.008151066431191414, ""safety_fpir_at_final_threshold"": 0.009978308026030369, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q2"", ""fit_non_mated_count"": 14739, ""safety_non_mated_count"": 4774, ""raw_threshold"": -0.33316266536712646, ""shrinkage_weight"": 0.9866122230403641, ""threshold_before_safety"": -0.33308000486852557, ""safety_threshold"": -0.3417518734931946, ""final_threshold"": -0.33308000486852557, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.009905692380758531, ""safety_fpir_at_final_threshold"": 0.007750314201927106, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q3"", ""fit_non_mated_count"": 14831, ""safety_non_mated_count"": 5423, ""raw_threshold"": -0.3064329922199249, ""shrinkage_weight"": 0.9866941653915242, ""threshold_before_safety"": -0.3064329922199249, ""safety_threshold"": -0.3130165934562683, ""final_threshold"": -0.3064329922199249, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.00997909783561459, ""safety_fpir_at_final_threshold"": 0.007375991148810621, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q4"", ""fit_non_mated_count"": 14640, ""safety_non_mated_count"": 5580, ""raw_threshold"": -0.30121439695358276, ""shrinkage_weight"": 0.9865229110512129, ""threshold_before_safety"": -0.30121439695358276, ""safety_threshold"": -0.29703259468078613, ""final_threshold"": -0.29703259468078613, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.008743169398907104, ""safety_fpir_at_final_threshold"": 0.00985663082437276, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q5"", ""fit_non_mated_count"": 14515, ""safety_non_mated_count"": 4991, ""raw_threshold"": -0.4702662229537964, ""shrinkage_weight"": 0.9864084267753993, ""threshold_before_safety"": -0.46831885110833715, ""safety_threshold"": -0.46809229254722595, ""final_threshold"": -0.46809229254722595, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.009645194626248708, ""safety_fpir_at_final_threshold"": 0.009817671809256662, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""cutpoints_fit_on"": ""fit_only"", ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(base_threshold, heldout_group_threshold)"", ""one_sided_shrinkage_rule"": ""threshold_before_safety=max(raw_group_threshold, linear_partial_pooling_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
8972,0.01,continuous_fiqa,continuous-threshold-3dc93f3bea57894aa8e82466,0.6926188000070397,0.33228780000354163,"{""method"": ""continuous_fiqa"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.5580592], ""scales"": [0.24647189000000003], ""quality_bounds"": [-2.6572579940049144, 5.70552650040538], ""quality_knots"": [-0.26936580881495237, 0.3261804013431309], ""coefficients"": [1.8211558554998808, 0.35281149097427805, -0.20926445033176674, -0.7500221050967227], ""score_center"": -0.6335976123809814, ""score_scale"": 0.1800924531932855, ""safety_offset"": 0.006396512694977319, ""settings"": {""partition_seed"": 8972, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 17, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}"
8972,0.01,continuous_fiqa_margin,continuous-threshold-b2890f362a98fb52f3eaedc3,0.6718006999872159,0.3410740999970585,"{""method"": ""continuous_fiqa_margin"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""adc_margin""], ""centers"": [0.5580592, 0.019146621227264404], ""scales"": [0.24647189000000003, 0.030624598264694214], ""quality_bounds"": [-2.6572579940049144, 5.70552650040538], ""quality_knots"": [-0.26936580881495237, 0.3261804013431309], ""coefficients"": [1.7912821312960938, 0.33286200733869836, -0.19788680833290925, -0.7560353182318458, 0.07216864335432696], ""score_center"": -0.6335976123809814, ""score_scale"": 0.1800924531932855, ""safety_offset"": 0.006185758003007524, ""settings"": {""partition_seed"": 8972, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 19, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}"
8972,0.01,continuous_fiqa_margin_distortion,continuous-threshold-1c4ffb2a29dce63011f5efae,0.7717393999919295,0.32839430001331493,"{""method"": ""continuous_fiqa_margin_distortion"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""adc_margin"", ""top1_gallery_pq_distortion""], ""centers"": [0.5580592, 0.019146621227264404, 0.20409037831463514], ""scales"": [0.24647189000000003, 0.030624598264694214, 0.02565538983199786], ""quality_bounds"": [-2.6572579940049144, 5.70552650040538], ""quality_knots"": [-0.26936580881495237, 0.3261804013431309], ""coefficients"": [1.70064641437742, 0.35955285435611706, -0.1805723086399083, -0.6536743289620619, 0.11426914677813978, -0.3340472894086534], ""score_center"": -0.6335976123809814, ""score_scale"": 0.1800924531932855, ""safety_offset"": 0.004931164897917117, ""settings"": {""partition_seed"": 8972, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 22, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}"
8972,0.01,continuous_fiqa_runnerup,continuous-threshold-8e1125027e53d597fca9c086,0.7653885000036098,0.3460117999929935,"{""method"": ""continuous_fiqa_runnerup"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""adc_s2""], ""centers"": [0.5580592, -0.658902645111084], ""scales"": [0.24647189000000003, 0.23614591360092163], ""quality_bounds"": [-2.6572579940049144, 5.70552650040538], ""quality_knots"": [-0.26936580881495237, 0.3261804013431309], ""coefficients"": [0.5409749943279416, 0.09254082722938299, 0.0022231288130500136, -0.09141495278398966, 1.1054443873014068], ""score_center"": -0.6335976123809814, ""score_scale"": 0.1800924531932855, ""safety_offset"": 0.0032133771123170063, ""settings"": {""partition_seed"": 8972, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 20, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}"
8972,0.05,global_safe,conditional-threshold-3e11c23e9eef1b13a5714f24,,0.30811939999694005,"{""schema_version"": 1, ""method"": ""global_safe"", ""target_fpir"": 0.05, ""score_column"": ""score"", ""quality_column"": null, ""group_labels"": [""all""], ""quality_cutpoints"": [], ""global_fit_threshold"": -0.40325766801834106, ""global_safety_threshold"": -0.4052191376686096, ""global_final_threshold"": -0.40325766801834106, ""groups"": [{""name"": ""all"", ""fit_non_mated_count"": 73447, ""safety_non_mated_count"": 25378, ""raw_threshold"": -0.40325766801834106, ""shrinkage_weight"": 1.0, ""threshold_before_safety"": -0.40325766801834106, ""safety_threshold"": -0.4052191376686096, ""final_threshold"": -0.40325766801834106, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.049995234659005815, ""safety_fpir_at_final_threshold"": 0.048467176294428246, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(fit_threshold, heldout_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
8972,0.05,fiqa_2bin,conditional-threshold-860b519f02980ebac5034cc6,,0.3231507999880705,"{""schema_version"": 1, ""method"": ""fiqa_2bin_conservative_shrunk_safe"", ""target_fpir"": 0.05, ""score_column"": ""score"", ""quality_column"": ""fiqa_score"", ""group_labels"": [""low"", ""high""], ""quality_cutpoints"": [0.5589450499999999], ""global_fit_threshold"": -0.40325766801834106, ""global_safety_threshold"": -0.4052191376686096, ""global_final_threshold"": -0.40325766801834106, ""groups"": [{""name"": ""low"", ""fit_non_mated_count"": 36880, ""safety_non_mated_count"": 12160, ""raw_threshold"": -0.40252357721328735, ""shrinkage_weight"": 0.9946062567421791, ""threshold_before_safety"": -0.40252357721328735, ""safety_threshold"": -0.40656334161758423, ""final_threshold"": -0.40252357721328735, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.05, ""safety_fpir_at_final_threshold"": 0.04572368421052632, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""high"", ""fit_non_mated_count"": 36567, ""safety_non_mated_count"": 13218, ""raw_threshold"": -0.40461355447769165, ""shrinkage_weight"": 0.9945603394348193, ""threshold_before_safety"": -0.40460617891558787, ""safety_threshold"": -0.40262550115585327, ""final_threshold"": -0.40262550115585327, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.04867776957365931, ""safety_fpir_at_final_threshold"": 0.04993191103041307, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""cutpoints_fit_on"": ""fit_only"", ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(base_threshold, heldout_group_threshold)"", ""one_sided_shrinkage_rule"": ""threshold_before_safety=max(raw_group_threshold, linear_partial_pooling_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
8972,0.05,fiqa_5bin,conditional-threshold-4fe82ce49b202f1aabb785ee,,0.3334766000043601,"{""schema_version"": 1, ""method"": ""fiqa_5bin_conservative_shrunk_safe"", ""target_fpir"": 0.05, ""score_column"": ""score"", ""quality_column"": ""fiqa_score"", ""group_labels"": [""q1"", ""q2"", ""q3"", ""q4"", ""q5""], ""quality_cutpoints"": [0.434638302, 0.5185951400000001, 0.60444774, 0.766489454], ""global_fit_threshold"": -0.40325766801834106, ""global_safety_threshold"": -0.4052191376686096, ""global_final_threshold"": -0.40325766801834106, ""groups"": [{""name"": ""q1"", ""fit_non_mated_count"": 14722, ""safety_non_mated_count"": 4610, ""raw_threshold"": -0.42481210827827454, ""shrinkage_weight"": 0.9865969709154269, ""threshold_before_safety"": -0.4245232134885689, ""safety_threshold"": -0.43022578954696655, ""final_threshold"": -0.4245232134885689, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.049721505230267624, ""safety_fpir_at_final_threshold"": 0.04273318872017354, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q2"", ""fit_non_mated_count"": 14739, ""safety_non_mated_count"": 4774, ""raw_threshold"": -0.3974074423313141, ""shrinkage_weight"": 0.9866122230403641, ""threshold_before_safety"": -0.3974074423313141, ""safety_threshold"": -0.403123676776886, ""final_threshold"": -0.3974074423313141, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.04993554515231698, ""safety_fpir_at_final_threshold"": 0.043150397989107664, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q3"", ""fit_non_mated_count"": 14831, ""safety_non_mated_count"": 5423, ""raw_threshold"": -0.3689309060573578, ""shrinkage_weight"": 0.9866941653915242, ""threshold_before_safety"": -0.3689309060573578, ""safety_threshold"": -0.3778432607650757, ""final_threshold"": -0.3689309060573578, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.04996291551480008, ""safety_fpir_at_final_threshold"": 0.04296514844182187, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q4"", ""fit_non_mated_count"": 14640, ""safety_non_mated_count"": 5580, ""raw_threshold"": -0.37697944045066833, ""shrinkage_weight"": 0.9865229110512129, ""threshold_before_safety"": -0.37697944045066833, ""safety_threshold"": -0.37406834959983826, ""final_threshold"": -0.37406834959983826, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.04795081967213115, ""safety_fpir_at_final_threshold"": 0.05, ""fit_target_met"": true, ""safety_target_met"": true}, {""name"": ""q5"", ""fit_non_mated_count"": 14515, ""safety_non_mated_count"": 4991, ""raw_threshold"": -0.5739280581474304, ""shrinkage_weight"": 0.9864084267753993, ""threshold_before_safety"": -0.5716083790427198, ""safety_threshold"": -0.5629042387008667, ""final_threshold"": -0.5629042387008667, ""used_global_fallback"": false, ""fit_fpir_at_final_threshold"": 0.04257664485015501, ""safety_fpir_at_final_threshold"": 0.049889801642957324, ""fit_target_met"": true, ""safety_target_met"": true}], ""calibration_partition"": {""method"": ""sha256_partition_key"", ""seed"": 8972, ""safety_fraction"": 0.3, ""partition_column"": ""identity_id"", ""partition_unit"": ""identity_cluster"", ""fit_rows"": 117722, ""safety_rows"": 42686, ""cutpoints_fit_on"": ""fit_only"", ""thresholds_fit_on"": ""fit_only"", ""safety_rule"": ""max(base_threshold, heldout_group_threshold)"", ""one_sided_shrinkage_rule"": ""threshold_before_safety=max(raw_group_threshold, linear_partial_pooling_threshold)""}, ""score_space"": ""negative_squared_l2_adc"", ""threshold_comparator"": "">=""}"
