schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high
2,genuine-score-topk-v2,20,conditional-threshold-8b9e12f5aaf6e448f6a7e02d,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1207,59,0.009914897811658014,0.009373587321344305,0.010487137235608113,0.0009764493653079125,0.0007571340917124955,0.0012592125496012966,True,False,False,8972,0.0003573945142121724,0.0018030060905240269
2,genuine-score-topk-v2,20,conditional-threshold-1a7e468151f370c6e6c10dbc,fiqa_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1195,55,0.009816323848327528,0.009277761322711664,0.010385821528514793,0.0009102494083378846,0.0006994483286667281,0.0011845068156423463,True,False,False,8972,0.0003274685099177864,0.0016796971376192057
2,genuine-score-topk-v2,20,conditional-threshold-ce71bd2b4bfa7b825396a76b,fiqa_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1241,80,0.010194190707761057,0.009645169745213745,0.01077412297796223,0.0013239991394005594,0.00106404551651773,0.001647356484070829,False,False,False,8972,0.0007216222976247589,0.0020814472751038717
2,genuine-score-topk-v2,20,continuous-threshold-3dc93f3bea57894aa8e82466,continuous_fiqa,0.01,negative_squared_l2_adc,182159,121736,60423,1127,91,0.009257738056121442,0.008735022444593194,0.00981142407418615,0.0015060490210681364,0.0012269295265021885,0.0018485490908493438,True,True,False,8972,0.0008036524363145591,0.0024029060342313888
2,genuine-score-topk-v2,20,continuous-threshold-b2890f362a98fb52f3eaedc3,continuous_fiqa_margin,0.01,negative_squared_l2_adc,182159,121736,60423,1162,57,0.009545245449168693,0.009014313812468103,0.010107129348011962,0.0009433493868228986,0.0007282543900641822,0.001221896502747251,True,False,False,8972,0.0003642163802256085,0.0017594171724237219
2,genuine-score-topk-v2,20,continuous-threshold-1c4ffb2a29dce63011f5efae,continuous_fiqa_margin_distortion,0.01,negative_squared_l2_adc,182159,121736,60423,1192,54,0.009791680357494907,0.009253807037104414,0.010360490387690555,0.0008936994190953776,0.000685074143165101,0.0011657831268927941,True,False,False,8972,0.0004050345497699728,0.0015661984914921582
2,genuine-score-topk-v2,20,continuous-threshold-8e1125027e53d597fca9c086,continuous_fiqa_runnerup,0.01,negative_squared_l2_adc,182159,121736,60423,1139,388,0.009356312019451928,0.008830764917262245,0.00991282330724306,0.006421395826092713,0.005815133783773376,0.007090413486178429,True,True,False,8972,0.00414523492778219,0.009237997226402336
2,genuine-score-topk-v2,20,conditional-threshold-3e11c23e9eef1b13a5714f24,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5538,317,0.045491884077019124,0.04433559202841924,0.046676859820128,0.005246346589874717,0.004700945082839422,0.005854653115278648,True,True,False,8972,0.002869351833699149,0.008130728430398656
2,genuine-score-topk-v2,20,conditional-threshold-860b519f02980ebac5034cc6,fiqa_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5474,311,0.04496615627258987,0.04381634304764298,0.04614468637036581,0.0051470466544196744,0.00460709156148149,0.005749919391129503,True,True,False,8972,0.0027855369432024414,0.008005951213086077
2,genuine-score-topk-v2,20,conditional-threshold-4fe82ce49b202f1aabb785ee,fiqa_5bin,0.05,negative_squared_l2_adc,182159,121736,60423,5658,333,0.04647762371032398,0.04530929891298005,0.04767456999282681,0.005511146417754829,0.004951471039367149,0.006133693146769792,True,True,False,8972,0.0036868535902641925,0.007660960519462493
2,genuine-score-topk-v2,20,continuous-threshold-d4df01ab60ffa6e3509bf852,continuous_fiqa,0.05,negative_squared_l2_adc,182159,121736,60423,5719,406,0.046978708023920616,0.04580432292134032,0.048181682988573504,0.006719295632457839,0.006098525193627568,0.007402783812845468,True,True,False,8972,0.00453235590180984,0.009320283555810532
2,genuine-score-topk-v2,20,continuous-threshold-61da20eb26e7e78353e33a8b,continuous_fiqa_margin,0.05,negative_squared_l2_adc,182159,121736,60423,5761,324,0.047323716895577315,0.046145180789553056,0.04853082109040163,0.0053621965145722655,0.004810506356262749,0.005976776961613577,True,True,False,8972,0.0034140076280429273,0.0076944581816809025
2,genuine-score-topk-v2,20,continuous-threshold-eace0caae05d683efa567447,continuous_fiqa_margin_distortion,0.05,negative_squared_l2_adc,182159,121736,60423,6240,325,0.05125846093185253,0.050033776209522145,0.052511465423993826,0.005378746503814772,0.00482616360075535,0.005994217591372156,False,False,False,8972,0.003252102308455249,0.008014265250948076
2,genuine-score-topk-v2,20,continuous-threshold-42bdb708bcd9287734b1b520,continuous_fiqa_runnerup,0.05,negative_squared_l2_adc,182159,121736,60423,6152,672,0.050535585200762304,0.04931921986979884,0.051780315921726744,0.0111215927709647,0.010315936900644328,0.011989406656642422,False,False,False,8972,0.007998529108615182,0.014654092091340562
2,genuine-score-topk-v2,20,conditional-threshold-3aa4affd8d731ecc5b1edbd2,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11201,665,0.09201058027206414,0.09039975848199679,0.09364714999372702,0.01100574284626715,0.010204408736505036,0.01186924970102346,True,True,False,8972,0.007017032933946552,0.015981892022012185
2,genuine-score-topk-v2,20,conditional-threshold-32375506f1e07f4c3b0ec90a,fiqa_2bin,0.1,negative_squared_l2_adc,182159,121736,60423,11058,655,0.09083590720904251,0.08923447629457076,0.09246316018791864,0.01084024295384208,0.010045123659295696,0.011697556035721002,True,True,False,8972,0.006927124509561737,0.01588896403544913
2,genuine-score-topk-v2,20,conditional-threshold-04a76e6c2d4c5a98b569946e,fiqa_5bin,0.1,negative_squared_l2_adc,182159,121736,60423,11269,697,0.09256916606427022,0.09095390691762971,0.09421013789054118,0.011535342502027373,0.010714438282329396,0.012418352131236838,True,True,False,8972,0.008167359620107655,0.015508080030522262
2,genuine-score-topk-v2,20,continuous-threshold-c75e69dfdae65a137b1beba3,continuous_fiqa,0.1,negative_squared_l2_adc,182159,121736,60423,11590,757,0.09520601958336071,0.09357005408664214,0.09686753134969821,0.012528341856577793,0.011671956298846271,0.013446706569790724,True,True,False,8972,0.009019411963123508,0.016876384253410627
2,genuine-score-topk-v2,20,continuous-threshold-42ec97c7b31ddcf6dee576a3,continuous_fiqa_margin,0.1,negative_squared_l2_adc,182159,121736,60423,11556,695,0.09492672668725767,0.09329293584672582,0.09658608142339098,0.01150224252354236,0.010682547678141972,0.012384046986921903,True,True,False,8972,0.00808014262625904,0.01574496906482289
2,genuine-score-topk-v2,20,continuous-threshold-7a819e10261dbfe8a44db948,continuous_fiqa_margin_distortion,0.1,negative_squared_l2_adc,182159,121736,60423,12336,635,0.10133403430373925,0.09965141581410634,0.10304181232819794,0.01050924316899194,0.009726701837505188,0.011354020372487925,False,False,False,8972,0.007047963228604478,0.014791439669818482
2,genuine-score-topk-v2,20,continuous-threshold-deb426ce301bc95b92de22c0,continuous_fiqa_runnerup,0.1,negative_squared_l2_adc,182159,121736,60423,12353,864,0.10147368075179077,0.09979002209460595,0.10318249013081011,0.014299190705526042,0.013382975300235234,0.015277160113277954,False,False,False,8972,0.01068798123310358,0.01832268034241692
2,genuine-score-topk-v2,20,conditional-threshold-a36826a14c6e3331b2b8a480,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,22553,1286,0.18526154958270355,0.18308906284761683,0.18745389924486622,0.02128328616586399,0.020162566811278156,0.02246487153623273,True,True,False,8972,0.015182040900041783,0.02914225068452334
2,genuine-score-topk-v2,20,conditional-threshold-9e50a8cce8c1a4e706d2385f,fiqa_2bin,0.2,negative_squared_l2_adc,182159,121736,60423,22396,1336,0.18397187356246303,0.18180531619490528,0.18615837524766313,0.022110785627989342,0.020968361005101507,0.023313971054968345,True,True,False,8972,0.01575538662997504,0.029895086971589817
2,genuine-score-topk-v2,20,conditional-threshold-96ea24932a3547e3ac0279f5,fiqa_5bin,0.2,negative_squared_l2_adc,182159,121736,60423,22594,1376,0.18559834395741603,0.1834243153606026,0.18779221422644415,0.022772785197689622,0.021613306370575153,0.023992940659541877,True,True,False,8972,0.01720707334934681,0.029613163195481018
2,genuine-score-topk-v2,20,continuous-threshold-06eb67ec05900d1442d91b3b,continuous_fiqa,0.2,negative_squared_l2_adc,182159,121736,60423,23425,1452,0.19242459091805217,0.19021988792764633,0.19464870478092328,0.02403058438012015,0.022839417978883076,0.025282267494323583,True,True,False,8972,0.018180224266538383,0.031175186747396923
2,genuine-score-topk-v2,20,continuous-threshold-7c67d0f7bed83e625f2fc3aa,continuous_fiqa_margin,0.2,negative_squared_l2_adc,182159,121736,60423,23329,1388,0.19163599921140828,0.18943478441956882,0.1938566746431931,0.022971385068599706,0.021806841756941447,0.024196579764189735,True,True,False,8972,0.01727471646400886,0.030074219826829757
2,genuine-score-topk-v2,20,continuous-threshold-ca435d6c1e414e0d8a143aeb,continuous_fiqa_margin_distortion,0.2,negative_squared_l2_adc,182159,121736,60423,24690,1268,0.2028159295524742,0.200566569370317,0.20508404481686435,0.020985386359498866,0.019872590607614336,0.022159086003375322,False,False,False,8972,0.015397818408976261,0.02813848378314345
2,genuine-score-topk-v2,20,continuous-threshold-997afb1d30eea85e474bd00b,continuous_fiqa_runnerup,0.2,negative_squared_l2_adc,182159,121736,60423,24492,1110,0.2011894591575212,0.19894693131509494,0.20345084472760805,0.01837048805918276,0.01732996979606649,0.019472242683236822,False,False,False,8972,0.014387288356046234,0.022791506198637883
2,genuine-score-topk-v2,20,conditional-threshold-e0a37ed76de9490100aab0d7,global_safe,0.3,negative_squared_l2_adc,182159,121736,60423,34071,1932,0.27987612538608136,0.27736121753015025,0.28240492510830123,0.03197457921652351,0.030601271353030146,0.03340739376074263,True,True,False,8972,0.02397429062394913,0.04144579362587164
2,genuine-score-topk-v2,20,conditional-threshold-2069b173581f955b1646a120,fiqa_2bin,0.3,negative_squared_l2_adc,182159,121736,60423,34057,1995,0.2797611224288625,0.27724653504670593,0.2822896089350653,0.03301722853880145,0.03162194110764788,0.034471890083949186,True,True,False,8972,0.025024252462962335,0.042413101122903744
2,genuine-score-topk-v2,20,conditional-threshold-a27c0ea2167dc61603021fa7,fiqa_5bin,0.3,negative_squared_l2_adc,182159,121736,60423,34335,2052,0.282044752579352,0.2795238398482808,0.2845794203161418,0.03396057792562435,0.03254573185695848,0.035434678166955814,True,True,False,8972,0.026849847512773077,0.04240331922468579
