method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_l_2bin,0.01,20,20,1.0,16,0,all_observed_splits_meet,True,False,0.007121968850627588,0.009087287244529145,0.009253630807649339,0.009432296116185845,0.009660248406387593,-0.0028780311493724125,-0.0009127127554708556,-0.0007463691923506608,-0.0005677038838141548,-0.00033975159361240674,0.0015391489995531503,0.0018163613193651425,0.001853598795160783,0.0018866987736457972,0.001985998709100839
fiqa_l_2bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.03793454688834856,0.044559538673851616,0.04509348097522507,0.04558429716764145,0.04597653939672734,-0.012065453111651442,-0.005440461326148387,-0.004906519024774927,-0.004415702832358547,-0.0040234606032726605,0.005709746288664912,0.006570345729275276,0.006669645664730318,0.0067606706055641065,0.006802045578670374
fiqa_l_2bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.07707662482749557,0.08738376486823947,0.0886426365249392,0.08997133140566471,0.09133699152263916,-0.022923375172504437,-0.012616235131760533,-0.011357363475060799,-0.01002866859433529,-0.008663008477360845,0.011187792727934727,0.012553166840441554,0.012751766711351639,0.012962779074193602,0.01315724144779306
fiqa_l_2bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16258132351974766,0.17750090359466386,0.18067786028783597,0.18285264835381482,0.184169021489124,-0.03741867648025235,-0.02249909640533615,-0.019322139712164038,-0.017147351646185208,-0.015830978510876004,0.022292835509656918,0.024431921619250948,0.024775333896032967,0.025205633616338152,0.02548698343346077
fiqa_l_2bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.24980285207333902,0.2709880396924492,0.2759003088650851,0.2769784615890123,0.2791039626733259,-0.05019714792666097,-0.029011960307550766,-0.024099691134914863,-0.023021538410987682,-0.02089603732667411,0.034837727355477216,0.037647088029392775,0.038329775085646195,0.03852423745924565,0.03879317478443639
fiqa_l_5bin,0.01,20,14,0.7,4,1,split_sensitive_target_attainment,True,False,0.008411644870868108,0.009746500624301768,0.009902576066241703,0.01011820661102714,0.010596701058027206,-0.0015883551291318923,-0.00025349937569823285,-9.742393375829737e-05,0.00011820661102714038,0.0005967010580272061,0.0016218989457656853,0.0019942737037220927,0.00203564867682836,0.002068748655313374,0.002168048590768416
fiqa_l_5bin,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.04107248472103568,0.04631744101991194,0.046954064533087994,0.047169695077873434,0.04771801274889926,-0.00892751527896432,-0.0036825589800880635,-0.0030459354669120087,-0.00283030492212657,-0.0022819872511007436,0.006984095460337951,0.00762127004617447,0.007679195008523244,0.0077784949439782865,0.0078115949224633
fiqa_l_5bin,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08435466912006309,0.09105153775382796,0.09129181178944601,0.09239255437996977,0.09317703883814155,-0.015645330879936914,-0.008948462246172049,-0.00870818821055399,-0.007607445620030233,-0.00682296116185846,0.012594541813547822,0.013595816162719494,0.013753041060523311,0.0139061284610165,0.014050940866888437
fiqa_l_5bin,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.1740323322599724,0.18392464020503382,0.18487546822632583,0.1863663994216994,0.18905664717092724,-0.025967667740027622,-0.01607535979496618,-0.01512453177367419,-0.01363360057830059,-0.010943352829072772,0.025023583734670573,0.0261572579977823,0.02643860781490492,0.026604107707329988,0.027373682207106564
fiqa_l_5bin,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.2630117631596241,0.2772331109942827,0.27851662614181505,0.2804839981599527,0.28335907209042516,-0.03698823684037589,-0.02276688900571726,-0.021483373858184912,-0.0195160018400473,-0.016640927909574832,0.0381146252254936,0.039993049004518146,0.04011717392383695,0.040555748638763385,0.040895023418234776
