reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_l_2bin,fiqa_l_5bin,0.01,fpir,20,0.00012321745416310706,0.0005031379378326871,0.0007393047249786423,0.0009631497667082868,0.0012978905171847277,20,0,17,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.01,tpir_at_rank_k,20,0.0,0.00011584992469754894,0.00015722489780381642,0.0002151498601525909,0.0002813498171226189,19,0,0,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,fpir,20,0.0007310902280344352,0.00177227771571269,0.001913977788000263,0.002320595386738516,0.00361437865545114,20,0,19,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,tpir_at_rank_k,20,0.0008440494513678566,0.0009723118679972858,0.0010095493437929266,0.0011129867765585953,0.0013570991178855733,20,0,19,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,fpir,20,0.0011007425905237562,0.002263093908129066,0.002990076887691398,0.003926529539331011,0.007278044292567523,20,0,18,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.0005792496234877447,0.0009102494083378846,0.0010095493437929266,0.0011295367658011022,0.0015391489995531503,20,0,3,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,fpir,20,0.0016100414010645988,0.003942958533219426,0.004846553197082211,0.006267661168430045,0.012026023526319249,20,0,20,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.0009433493868228986,0.0014853615345150027,0.0016467239296294456,0.002081161147245254,0.0027472982142561606,20,0,10,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,fpir,20,-0.00041072484721035683,0.002569083919300782,0.004349576131957678,0.006873480318065322,0.013208911086285077,18,2,17,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.0012412491931880244,0.0018329113086076494,0.0021763235853896694,0.0025073233702398094,0.0033099978485013983,20,0,10,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,fpir,20,-0.0005175133074850496,-0.0002115232963133338,-0.00011500295721889992,-6.160872708155352e-06,0.00021357692054938557,5,15,0,2,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,tpir_at_rank_k,20,-0.00019859987091008392,-0.00014894990318256292,-0.00013239991394005594,-9.516243814441521e-05,0.0,0,19,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,fpir,20,-0.0021357692054938555,-0.0018195110731418808,-0.0015073601892620096,-0.0011808339357297758,-0.00016428993888414274,0,20,0,19,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,tpir_at_rank_k,20,-0.00016549989242506993,-9.929993545504196e-05,-6.619995697002797e-05,-3.3099978485013984e-05,0.00014894990318256292,3,16,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,fpir,20,-0.004772622724584346,-0.002550601301176316,-0.00169218637050667,-0.0011377078267726885,-0.00010678846027469278,0,20,0,16,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,tpir_at_rank_k,20,0.00031444979560763285,0.0005626996342452378,0.0006288995912152658,0.0008274994621253496,0.0009102494083378846,20,0,9,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,fpir,20,-0.0040333179996057044,-0.001217799171978708,-0.00035733061707301047,0.0008666294276138529,0.00220969967799172,10,10,4,4,False,False,none
