reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment,partition_seed
global_empirical,fiqa_s_2bin,0.01,fpir,1218,1059,869,121736,-0.0013061050141289347,-0.00169218637050667,-0.0009364526516396136,query,2000,8972,False,none,0
global_empirical,fiqa_s_2bin,0.01,tpir_at_rank_k,125,109,91,60423,-0.0002647998278801119,-0.0005865231647431607,1.540559811555972e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s_2bin,0.01,fpir,1065,1059,814,121736,-4.928698166524282e-05,-0.00041893934415456396,0.0003041417493592681,query,2000,8972,False,none,0
global_safe,fiqa_s_2bin,0.01,tpir_at_rank_k,112,109,87,60423,-4.964996772752098e-05,-0.0003078617356470328,0.00020287527786828425,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l_2bin,0.01,fpir,1218,1036,891,121736,-0.0014950384438456989,-0.0018400473155023985,-0.0011500295721889992,query,2000,8972,False,none,0
global_empirical,fiqa_l_2bin,0.01,tpir_at_rank_k,125,104,92,60423,-0.00034754977409264686,-0.0007474576455002604,-1.648397190096646e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_l_2bin,0.01,fpir,1065,1036,833,121736,-0.00023822041138200697,-0.0005832292830387067,7.393047249786423e-05,query,2000,8972,False,none,0
global_safe,fiqa_l_2bin,0.01,tpir_at_rank_k,112,104,90,60423,-0.00013239991394005594,-0.00035111337334069496,8.822511443654721e-05,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_s_5bin,0.01,fpir,1218,1053,863,121736,-0.0013553919957941776,-0.001741473352171913,-0.0009855342708812525,query,2000,8972,False,none,0
global_empirical,fiqa_s_5bin,0.01,tpir_at_rank_k,125,105,93,60423,-0.00033099978485013986,-0.0006937381190622189,-5.132285841465594e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s_5bin,0.01,fpir,1065,1053,826,121736,-9.857396333048565e-05,-0.0004682263258198068,0.0002302112768614039,query,2000,8972,False,none,0
global_safe,fiqa_s_5bin,0.01,tpir_at_rank_k,112,105,89,60423,-0.00011584992469754894,-0.00035854221128439346,0.00010263457436336775,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l_5bin,0.01,fpir,1218,1075,790,121736,-0.0011746730630216205,-0.0016018269041203916,-0.0007475192219228494,query,2000,8972,False,none,0
global_empirical,fiqa_l_5bin,0.01,tpir_at_rank_k,125,104,77,60423,-0.00034754977409264686,-0.0012106523456203303,0.00029030849723761304,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_l_5bin,0.01,fpir,1065,1075,764,121736,8.214496944207137e-05,-0.0003367943747124926,0.00048486068213182514,query,2000,8972,False,none,0
global_safe,fiqa_l_5bin,0.01,tpir_at_rank_k,112,104,75,60423,-0.00013239991394005594,-0.0007868448083186775,0.0004038201352811373,mated_identity_cluster,2000,8972,False,none,0
