method,target_fpir,quality_group,split_count,threshold_min,threshold_q25,threshold_median,threshold_q75,threshold_max,fit_non_mated_count_min,fit_non_mated_count_q25,fit_non_mated_count_median,fit_non_mated_count_q75,fit_non_mated_count_max,safety_non_mated_count_min,safety_non_mated_count_q25,safety_non_mated_count_median,safety_non_mated_count_q75,safety_non_mated_count_max,global_fallback_split_count
fiqa_l,0.01,high,20,-0.35073864459991455,-0.3500598222017288,-0.34895509481430054,-0.34693387895822525,-0.3346511125564575,32713.0,34427.0,34905.0,35687.25,37238.0,12243.0,13589.25,14449.5,15282.25,17358.0,0
fiqa_l,0.01,low,20,-0.3588463660058757,-0.35867367030985153,-0.35738258014756064,-0.35670277978984294,-0.35026341676712036,32695.0,34497.0,34924.5,35734.25,37292.0,12052.0,13742.0,14305.5,15037.5,16129.0,0
fiqa_l,0.05,high,20,-0.432494529135083,-0.4296984125245613,-0.42863879879496236,-0.4272090077841975,-0.41254037618637085,32713.0,34427.0,34905.0,35687.25,37238.0,12243.0,13589.25,14449.5,15282.25,17358.0,0
fiqa_l,0.05,low,20,-0.42150887846946716,-0.42020848393440247,-0.41947148740291595,-0.418067030608654,-0.4136721193790436,32695.0,34497.0,34924.5,35734.25,37292.0,12052.0,13742.0,14305.5,15037.5,16129.0,0
fiqa_l,0.1,high,20,-0.4875020682811737,-0.4856958897547531,-0.48459259423390433,-0.4820032544527521,-0.4708057940006256,32713.0,34427.0,34905.0,35687.25,37238.0,12243.0,13589.25,14449.5,15282.25,17358.0,0
fiqa_l,0.1,low,20,-0.4594411551952362,-0.4583154767751694,-0.4579862952232361,-0.456444688141346,-0.45074623823165894,32695.0,34497.0,34924.5,35734.25,37292.0,12052.0,13742.0,14305.5,15037.5,16129.0,0
fiqa_l,0.2,high,20,-0.5705607154646755,-0.5688586963580851,-0.5655809523306252,-0.5629957961680208,-0.554572582244873,32713.0,34427.0,34905.0,35687.25,37238.0,12243.0,13589.25,14449.5,15282.25,17358.0,0
fiqa_l,0.2,low,20,-0.5106813311576843,-0.5097161084413528,-0.5089025497436523,-0.5078577250242233,-0.5032489895820618,32695.0,34497.0,34924.5,35734.25,37292.0,12052.0,13742.0,14305.5,15037.5,16129.0,0
fiqa_l,0.3,high,20,-0.6375962141884952,-0.6347536302733716,-0.632078800181068,-0.6296106467154331,-0.6234136819839478,32713.0,34427.0,34905.0,35687.25,37238.0,12243.0,13589.25,14449.5,15282.25,17358.0,0
fiqa_l,0.3,low,20,-0.5529719591140747,-0.5514560341835022,-0.5509568452835083,-0.5502397567033768,-0.5454559922218323,32695.0,34497.0,34924.5,35734.25,37292.0,12052.0,13742.0,14305.5,15037.5,16129.0,0
fiqa_s,0.01,high,20,-0.3662983863053217,-0.36469245868449734,-0.363401493504659,-0.3616001158952713,-0.3553107976913452,33063.0,34727.25,35190.0,35958.75,37439.0,12319.0,13815.0,14491.0,15107.0,16569.0,0
fiqa_s,0.01,low,20,-0.3473357856273651,-0.3468525931239128,-0.34523607790470123,-0.3427749350667,-0.33290594816207886,32345.0,34210.75,34564.5,35380.25,37091.0,11976.0,13738.25,14422.5,15043.75,16848.0,0
fiqa_s,0.05,high,20,-0.44360288334526965,-0.44294587856880563,-0.44187033850841456,-0.4401429806291474,-0.4316638708114624,33063.0,34727.25,35190.0,35958.75,37439.0,12319.0,13815.0,14491.0,15107.0,16569.0,0
fiqa_s,0.05,low,20,-0.4130476415157318,-0.4120207354426384,-0.4111897349357605,-0.41012638807296753,-0.40142643451690674,32345.0,34210.75,34564.5,35380.25,37091.0,11976.0,13738.25,14422.5,15043.75,16848.0,0
fiqa_s,0.1,high,20,-0.49387854942328246,-0.49288710056445995,-0.49174500053042586,-0.49038780936742615,-0.48232436180114746,33063.0,34727.25,35190.0,35958.75,37439.0,12319.0,13815.0,14491.0,15107.0,16569.0,0
fiqa_s,0.1,low,20,-0.45332399010658264,-0.45258626341819763,-0.45170746743679047,-0.44961412996053696,-0.4413503110408783,32345.0,34210.75,34564.5,35380.25,37091.0,11976.0,13738.25,14422.5,15043.75,16848.0,0
fiqa_s,0.2,high,20,-0.5641297282062476,-0.5630550384521484,-0.5615527498271338,-0.5599066019058228,-0.5489056706428528,33063.0,34727.25,35190.0,35958.75,37439.0,12319.0,13815.0,14491.0,15107.0,16569.0,0
fiqa_s,0.2,low,20,-0.5094690918922424,-0.5085128545761108,-0.5072376728057861,-0.5055244266986847,-0.4991573691368103,32345.0,34210.75,34564.5,35380.25,37091.0,11976.0,13738.25,14422.5,15043.75,16848.0,0
fiqa_s,0.3,high,20,-0.622626782183975,-0.6213167264076505,-0.6204095604878646,-0.6185922647326876,-0.602642297744751,33063.0,34727.25,35190.0,35958.75,37439.0,12319.0,13815.0,14491.0,15107.0,16569.0,0
fiqa_s,0.3,low,20,-0.5548925399780273,-0.5539382994174957,-0.552543431520462,-0.5519834011793137,-0.5454559922218323,32345.0,34210.75,34564.5,35380.25,37091.0,11976.0,13738.25,14422.5,15043.75,16848.0,0
global_empirical,0.01,all,20,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.05,all,20,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.1,all,20,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.2,all,20,-0.532887876033783,-0.532887876033783,-0.532887876033783,-0.532887876033783,-0.532887876033783,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.3,all,20,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_safe,0.01,all,20,-0.3547388017177582,-0.35331547260284424,-0.3526085615158081,-0.3521742820739746,-0.3442172706127167,65408.0,68981.25,69792.0,71349.5,74530.0,24295.0,27475.5,29033.0,29843.75,33417.0,0
global_safe,0.05,all,20,-0.42522692680358887,-0.4247732535004616,-0.42372289299964905,-0.42230410873889923,-0.41496604681015015,65408.0,68981.25,69792.0,71349.5,74530.0,24295.0,27475.5,29033.0,29843.75,33417.0,0
global_safe,0.1,all,20,-0.47006919980049133,-0.4693882390856743,-0.468670979142189,-0.4666181728243828,-0.46115541458129883,65408.0,68981.25,69792.0,71349.5,74530.0,24295.0,27475.5,29033.0,29843.75,33417.0,0
global_safe,0.2,all,20,-0.5323235392570496,-0.5316641330718994,-0.5306431651115417,-0.5289560407400131,-0.5231452584266663,65408.0,68981.25,69792.0,71349.5,74530.0,24295.0,27475.5,29033.0,29843.75,33417.0,0
global_safe,0.3,all,20,-0.5838912129402161,-0.5824676901102066,-0.5813556909561157,-0.5802311450242996,-0.5727746486663818,65408.0,68981.25,69792.0,71349.5,74530.0,24295.0,27475.5,29033.0,29843.75,33417.0,0
