method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max,fallback_count_min,fallback_count_max,fallback_fraction_max,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
baseline,0.01,20,16,0.007680554642833673,0.009816323848327528,0.01018597621081685,0.002085298644555881,0.002581798321831091,0.0026810982572861328,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.05,20,20,0.04065354537688112,0.04733193139252152,0.04846553197082211,0.007960544825645864,0.008879069228605003,0.009019744137166311,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.1,20,20,0.08212032595123875,0.0928854241966222,0.09491851219031347,0.013455141254158184,0.014919815302120054,0.015374940006288996,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.2,20,20,0.1726522967733456,0.18732749556417166,0.19053525662088452,0.025817983218310907,0.027944656835973056,0.028465981497112026,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.3,20,20,0.26083492146940923,0.28271834132877705,0.28633271998422816,0.0380980752362511,0.04096949836982606,0.041623222944905086,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.01,20,13,0.007384832752842216,0.009824538345271736,0.010309193664979956,0.001969448719858332,0.0025900733164523444,0.0027638482034986677,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.05,20,20,0.04015246106328448,0.04703620950253007,0.04812052309916541,0.007679195008523244,0.008771494298528706,0.009036294126408818,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.1,20,20,0.08260498127094697,0.09354669120063087,0.09556745744890582,0.013620641146583255,0.015176340135378911,0.015474239941744038,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.2,20,20,0.1719622790300322,0.18756160872708155,0.18960701846618913,0.02629793290634361,0.02851563146483955,0.028962481174387236,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.3,20,20,0.2616399421699415,0.285334658605507,0.2885670631530525,0.038213925160948646,0.04121774820846366,0.0416563229233901,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.01,20,10,0.00797627653282513,0.010009364526516396,0.010448840113031477,0.002168048590768416,0.0026645482680436256,0.002813498171226189,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.05,20,20,0.041236774659919824,0.04772622724584347,0.0486873233883157,0.008076394750343413,0.009094219088757592,0.009251443986561409,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.1,20,20,0.08271998422816587,0.09369455214562661,0.0956496024183479,0.013554441189613227,0.015143240156893898,0.01540803998477401,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.2,20,20,0.172430505355852,0.18720427811000856,0.19023953473089308,0.025900733164523442,0.027820531916654255,0.02838323155089949,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.3,20,20,0.26363606492738384,0.28463642636524944,0.28767168298613394,0.03813117521473611,0.040729523525809705,0.04147427304172252,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.01,20,19,0.007105539856739174,0.009590425182361832,0.0100134717749885,0.001969448719858332,0.002581798321831091,0.0027472982142561606,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.05,20,20,0.039799237694683576,0.04635851350463298,0.04738121837418677,0.007497145126855668,0.008672194363073664,0.00885424424474124,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.1,20,20,0.08193139252152198,0.09141092199513702,0.09377669711506867,0.013438591264915678,0.014803965377422505,0.015126690167651391,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.2,20,20,0.17123940329894197,0.1869331997108497,0.18988631136229217,0.026165532992403553,0.02800258179832183,0.028548731443324562,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.3,20,20,0.25917559308667937,0.28291138200696586,0.2869488072550437,0.0383463250748887,0.04104397332141734,0.04160667295566258,2,2,1.0979419078936534e-05,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
