group,metric,sample_count,identity_count,mean,median,positive_fraction,mean_ci_lower,mean_ci_upper,confidence_level,bootstrap_method,bootstrap_repeats,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
all,high_saliency_occlusion_score_drop,10000,2192,0.1071258842267095,0.0977443009614943,0.8719,0.1044323120712955,0.1097155873391273,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,low_saliency_occlusion_score_drop,10000,2192,0.0205502362787723,0.0145631432533263,0.6623,0.0193684583386262,0.0218070941310006,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,random_occlusion_score_drop,10000,2192,0.1821437330880377,0.1800942420959472,0.9455,0.1789928971719782,0.1853048607071195,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,faithfulness_gain_over_low_saliency,10000,2192,0.0865756479471921,0.0838150084018707,0.7949,0.0839770123010994,0.089241159901555,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
all,faithfulness_gain_over_random,10000,2192,-0.0750178488478064,-0.0775564312934875,0.247,-0.0779715368161989,-0.0721504342120011,0.95,identity_cluster,2000,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
