reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
1108,1118,1023,121736,8.214496944207137e-05,-0.00013143195110731419,0.00030393638693566405,0,0.01,baseline,plus_outside,fpir,query,2000,8972,0.009101662614181508,0.009183807583623579,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
150,147,138,60423,-4.964996772752098e-05,-0.00023737292318259544,0.00010027123553442003,0,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009101662614181508,0.009183807583623579,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1108,1142,1069,121736,0.0002792928961030427,0.00010678846027469278,0.0004517973319313925,0,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.009101662614181508,0.00938095551028455,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
150,153,143,60423,4.964996772752098e-05,-6.578835459569669e-05,0.00017469194337794462,0,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009101662614181508,0.00938095551028455,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1108,1163,1014,121736,0.0004517973319313925,0.0002051570611815736,0.0007146612341460209,0,0.01,baseline,plus_both,fpir,query,2000,8972,0.009101662614181508,0.0095534599461129,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
150,148,130,60423,-3.3099978485013984e-05,-0.00028127726397686204,0.00020434162037308672,0,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009101662614181508,0.0095534599461129,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5900,5683,5319,121736,-0.0017825458368929488,-0.0022756210159689816,-0.0012814615232963134,0,0.05,baseline,plus_outside,fpir,query,2000,8972,0.04846553197082211,0.046682986133929155,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
545,523,503,60423,-0.0003640997633351538,-0.0006715973809640931,-7.201755939355254e-05,0,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04846553197082211,0.046682986133929155,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5900,5880,5638,121736,-0.00016428993888414274,-0.0005339423013734639,0.00018071893277255702,0,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.04846553197082211,0.04830124203193797,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
545,551,524,60423,9.929993545504196e-05,-0.00014504977035816025,0.0003909390115665816,0,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.04846553197082211,0.04830124203193797,2,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
