dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,threshold_policy,compressed_score_space,compressed_dir_rank1,compressed_fpir,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.932773109244,0.0254739336493,8,524288,50,524688,10493.76,0.0045372458526,220398.019523,19,0.00878003696858,42,0.0194085027726
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.968487394958,0.00177725118483,16,524288,50,525088,10501.76,0.00816016635933,122546.521231,2,0.000924214417745,2,0.000924214417745
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.97268907563,0.00177725118483,32,524288,50,525888,10517.76,0.0162623382527,61491.7722445,0,0,2,0.000924214417745
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.97268907563,0.00118483412322,64,524288,50,527488,10549.76,0.0151896487978,65834.3068566,0,0,1,0.000462107208872
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.97268907563,0.000592417061611,128,524288,50,530688,10613.76,0.033852957494,29539.5166043,0,0,0,0
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.399159663866,0.00236966824645,8,524288,50,524688,10493.76,0.00502948243388,198827.615594,273,0.126155268022,3,0.00138632162662
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.413865546218,0,16,524288,50,525088,10501.76,0.00495734751416,201720.77853,267,0.123382624769,0,0
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.710084033613,0.000592417061611,32,524288,50,525888,10517.76,0.00478747690182,208878.292367,125,0.0577634011091,0,0
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.957983193277,0.000592417061611,64,524288,50,527488,10549.76,0.00464510166258,215280.541233,7,0.00323475046211,0,0
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.97268907563,0.000592417061611,128,524288,50,530688,10613.76,0.00492925137021,202870.562869,0,0,0,0
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.598739495798,0.0225118483412,8,524288,50,524688,10493.76,0.00502948243388,198827.615594,172,0.0794824399261,37,0.0170979667283
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.918067226891,0.0231042654028,16,524288,50,525088,10501.76,0.00495734751416,201720.77853,26,0.0120147874307,38,0.0175600739372
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.970588235294,0.00296208530806,32,524288,50,525888,10517.76,0.00478747690182,208878.292367,1,0.000462107208872,5,0.00231053604436
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.970588235294,0.0053317535545,64,524288,50,527488,10549.76,0.00464510166258,215280.541233,0,0,8,0.00369685767098
lfw,magface-6931178ad2025e1b3799,20260804-R001-325af0c4,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.97268907563,0.000592417061611,128,524288,50,530688,10613.76,0.00492925137021,202870.562869,0,0,0,0
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_direct_cosine,frozen_origin,cosine_similarity,0.0040878473429,0.0531642242229,128,0,3000,384000,128,0.180022171839,5554.87132382,11304,0.0620556766341,3412,0.0187308889487
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_direct_cosine,frozen_origin,cosine_similarity,0.00163844893501,0.00982453834527,256,0,3000,768000,256,0.181036568053,5523.74589704,15902,0.0872973610966,72,0.000395259086842
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_direct_cosine,frozen_origin,cosine_similarity,0.000496499677275,0.00350759019518,512,0,3000,1536000,512,0.184777014586,5411.92854663,17033,0.0935062225858,5,2.74485476973e-05
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_direct_cosine,frozen_origin,cosine_similarity,0.000297899806365,0.00172504435828,1024,0,3000,3072000,1024,0.187064338847,5345.75433332,17342,0.0952025428335,2,1.09794190789e-05
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_direct_cosine,frozen_origin,cosine_similarity,0.000297899806365,0.00171682986134,1536,0,3000,4608000,1536,0.189071824615,5288.99534363,17343,0.095208032543,2,1.09794190789e-05
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00532909653609,0.107478478018,128,0,3000,384000,128,0.180022171839,5554.87132382,7857,0.0431326478516,9900,0.0543481244407
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00812604471807,0.104389827167,256,0,3000,768000,256,0.181036568053,5523.74589704,6595,0.0362046344128,8311,0.0456249759825
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.0093838439005,0.101818689623,512,0,3000,1536000,512,0.184777014586,5411.92854663,6168,0.0338605284394,7603,0.0417382616286
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00997964351323,0.101941907078,1024,0,3000,3072000,1024,0.187064338847,5345.75433332,6007,0.0329766852036,7495,0.0411453729983
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00997964351323,0.101925478084,1536,0,3000,4608000,1536,0.189071824615,5288.99534363,6009,0.0329876646227,7494,0.0411398832888
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.0140343908776,0.685811920878,128,0,3000,384000,128,0.19223894345,5201.85963391,0,0,108355,0.594837477149
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.0106085431044,0.324053689952,256,0,3000,768000,256,0.192968065811,5182.20460882,0,0,42641,0.234086704472
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.00676894560019,0.149093119537,512,0,3000,1536000,512,0.19243708189,5196.50365812,0,0,10378,0.0569722056006
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.00494844678351,0.0937684826181,1024,0,3000,3072000,1024,0.19089763668,5238.40953398,0,0,30,0.000164691286184
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.00494844678351,0.0936288361701,1536,0,3000,4608000,1536,0.19345981862,5169.03203536,0,0,4,2.19588381579e-05
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00244939840789,0.0969392784386,128,0,3000,384000,128,0.19223894345,5201.85963391,4815,0.0264329514325,5187,0.0284751233812
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00387269748275,0.0953374515345,256,0,3000,768000,256,0.192968065811,5182.20460882,2335,0.0128184717747,2560,0.014053656421
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00465054697714,0.0937109811395,512,0,3000,1536000,512,0.19243708189,5196.50365812,843,0.00462782514177,887,0.00486937236151
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00493189679427,0.0936206216731,1024,0,3000,3072000,1024,0.19089763668,5238.40953398,2,1.09794190789e-05,2,1.09794190789e-05
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00493189679427,0.0936206216731,1536,0,3000,4608000,1536,0.19345981862,5169.03203536,0,0,1,5.48970953947e-06
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.00124124919319,0.0860797134783,8,524288,3000,548288,182.762666667,0.00665175588352,150336.244671,4297,0.0235892818911,2716,0.0149100511092
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.00211839862304,0.0883304856411,16,524288,3000,572288,190.762666667,0.0116018385037,86193.2356397,3598,0.019751974923,2473,0.0135760516911
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.00294589808517,0.0906141157915,32,524288,3000,620288,206.762666667,0.023667299996,42252.3904362,2881,0.0158158531832,2188,0.0120114844724
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.00359134766562,0.090548399816,64,524288,3000,716288,238.762666667,0.0344113252708,29060.2001559,2210,0.0121322580822,1628,0.00893724713025
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_adc_exhaustive,recalibrated_compressed,negative_squared_l2_adc,0.0046339969879,0.0933002562923,128,524288,3000,908288,302.762666667,0.0885191228541,11296.9940026,1024,0.00562146256842,1026,0.00563244198749
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.00488224682654,0.735139975028,8,524288,3000,548288,182.762666667,0.193475488447,5168.61338885,21,0.000115283900329,116850,0.641472559687
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.00468364695563,0.429511401722,16,524288,3000,572288,190.762666667,0.196090956801,5099.67423441,104,0.000570929792105,61417,0.337161490786
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.00344239776244,0.121459551817,32,524288,3000,620288,206.762666667,0.193194287957,5176.1364716,2958,0.0162385608177,8013,0.0439890425398
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.00172119888122,0.0327676283104,64,524288,3000,716288,238.762666667,0.192622221795,5191.50901012,11538,0.0633402686664,37,0.00020311925296
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,cosine_similarity,0.00284659814971,0.0568607478478,128,524288,3000,908288,302.762666667,0.194680908437,5136.61050808,6953,0.0381699504279,19,0.00010430448125
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00122469920395,0.0901705329566,8,524288,3000,548288,182.762666667,0.193475488447,5168.61338885,8221,0.045130902124,7213,0.0395972749082
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00206874865531,0.0932591838076,16,524288,3000,572288,190.762666667,0.196090956801,5099.67423441,6162,0.0338275901822,5841,0.03206539342
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00292934809592,0.0918298613393,32,524288,3000,620288,206.762666667,0.193194287957,5176.1364716,4754,0.0260980791506,4320,0.0237155452105
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00370719759032,0.0919120063087,64,524288,3000,716288,238.762666667,0.192622221795,5191.50901012,3321,0.0182313253806,2925,0.0160574004029
survface,magface-6931178ad2025e1b3799,20260804-R001-4d8260d6,step4_search_space_refresh,validation_required,True,pq,pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,cosine_similarity,0.00445194710623,0.0923720181376,128,524288,3000,908288,302.762666667,0.194680908437,5136.61050808,1706,0.00936544447433,1506,0.00826750256644
