dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pca,pca_128,13195,512,128,True,reconstruction,0.000550465712729,0.000810402487688,0.553478773984,0.69989551292,0.845843441672,0.764909490148,0,512,0,not_applicable
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pca,pca_256,13195,512,256,True,reconstruction,2.01329695206e-05,3.72409045829e-05,0.0989796291046,0.138526529451,0.994829618189,0.99042053371,0,1024,0,not_applicable
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pca,pca_32,13195,512,32,True,reconstruction,0.00139672622869,0.00166298114635,1.01454748351,1.17510093072,0.519750857739,0.38544994368,0,128,0,not_applicable
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pca,pca_384,13195,512,384,True,reconstruction,9.31195620814e-08,1.53272901815e-07,0.00679340439987,0.00885399586504,0.999976195664,0.999960803634,0,1536,0,not_applicable
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pca,pca_64,13195,512,64,True,reconstruction,0.0010461272257,0.00135174141746,0.819635584028,0.98254910081,0.675165824316,0.554903717655,0,256,0,not_applicable
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.000174674229217,0.000212185642554,0.302585918752,0.335484879753,0.954320705994,0.944250785106,0,128,524288,faiss_centroids
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00124122273784,0.00154098517817,0.918554232554,1.07447798661,0.595914089189,0.476191335942,0,16,524288,faiss_centroids
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000960022671213,0.00118262221153,0.771790295448,0.884139326985,0.711191681231,0.633955354593,0,32,524288,faiss_centroids
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000559206458349,0.000677550191849,0.562167051352,0.628840935034,0.844594275342,0.808709822443,0,64,524288,faiss_centroids
lfw,arcface-7972a704552df378345f,20260803-R001-a4479011,population-dacf68fb3d7e919a7fd37ada,origin-embedding-fc0c20fb0702e1c6aeb1eafd,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00141028244807,0.00175120555264,1.0207222862,1.21359886367,0.506800507358,0.349649967925,0,8,524288,faiss_centroids
