partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed
8972,0.01,global_safe,fiqa_2bin,fpir,1713,1709,1589,121736,-3.2857987776828546e-05,-0.0002875073930472498,0.0002217914174935927,query,2000,8972
8972,0.01,global_safe,fiqa_2bin,tpir_at_rank_k,74,75,69,60423,1.6549989242506992e-05,-6.819041556993873e-05,0.0001003875772376136,mated_identity_cluster,2000,8972
8972,0.01,global_safe,fiqa_5bin,fpir,1713,1521,1230,121736,-0.0015771834132877703,-0.0020207662482749555,-0.001141815075244792,query,2000,8972
8972,0.01,global_safe,fiqa_5bin,tpir_at_rank_k,74,76,44,60423,3.3099978485013984e-05,-0.00030800852118595845,0.0003698979360338826,mated_identity_cluster,2000,8972
8972,0.01,global_safe,continuous_fiqa,fpir,1713,1546,1331,121736,-0.001371820989682592,-0.0017825458368929488,-0.0009857396333048565,query,2000,8972
8972,0.01,global_safe,continuous_fiqa,tpir_at_rank_k,74,86,47,60423,0.00019859987091008392,-0.0002031816483456134,0.0006214560449056563,mated_identity_cluster,2000,8972
8972,0.01,global_safe,continuous_fiqa_margin,fpir,1713,1686,1376,121736,-0.0002217914174935927,-0.0006407307616481567,0.0001891387921403682,query,2000,8972
8972,0.01,global_safe,continuous_fiqa_margin,tpir_at_rank_k,74,78,53,60423,6.619995697002797e-05,-0.0002234368133756495,0.000400827632334999,mated_identity_cluster,2000,8972
8972,0.01,global_safe,continuous_fiqa_margin_distortion,fpir,1713,1476,1093,121736,-0.0019468357757770915,-0.0024397055924295194,-0.001437536965236249,query,2000,8972
8972,0.01,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,74,48,29,60423,-0.0004302997203051818,-0.0009330655121502461,0.0,mated_identity_cluster,2000,8972
8972,0.01,global_safe,continuous_fiqa_runnerup,fpir,1713,1119,162,121736,-0.004879411184859039,-0.005676422750870736,-0.004041532496549911,query,2000,8972
8972,0.01,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,74,405,12,60423,0.005478046439269814,0.003163740701056645,0.008321614767277663,mated_identity_cluster,2000,8972
8972,0.01,fiqa_2bin,fiqa_5bin,fpir,1709,1521,1255,121736,-0.0015443254255109416,-0.00197969376355392,-0.0011089570874679635,query,2000,8972
8972,0.01,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,75,76,44,60423,1.6549989242506992e-05,-0.00034636775650048247,0.00035814417853302356,mated_identity_cluster,2000,8972
8972,0.01,fiqa_2bin,continuous_fiqa,fpir,1709,1546,1335,121736,-0.0013389630019057634,-0.001741473352171913,-0.0009446671485838208,query,2000,8972
8972,0.01,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,75,86,47,60423,0.0001820498816675769,-0.0002466823970848279,0.0006125277535765919,mated_identity_cluster,2000,8972
8972,0.01,fiqa_5bin,continuous_fiqa,fpir,1521,1546,1298,121736,0.00020536242360517842,-0.00016428993888414274,0.0005339423013734639,query,2000,8972
8972,0.01,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,76,86,51,60423,0.00016549989242506993,-9.884933265790624e-05,0.0004669758295030399,mated_identity_cluster,2000,8972
8972,0.01,continuous_fiqa,continuous_fiqa_margin,fpir,1546,1686,1394,121736,0.0011500295721889992,0.0008050207005322994,0.0015032529407899061,query,2000,8972
8972,0.01,continuous_fiqa,continuous_fiqa_margin,tpir_at_rank_k,86,78,54,60423,-0.00013239991394005594,-0.00047522824039946304,0.00017874430151023176,mated_identity_cluster,2000,8972
8972,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,fpir,1546,1476,1116,121736,-0.0005750147860944996,-0.0010350266149700992,-0.000123012091739503,query,2000,8972
8972,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,tpir_at_rank_k,86,48,35,60423,-0.0006288995912152657,-0.0009637435237130468,-0.0003333199225064605,mated_identity_cluster,2000,8972
