partition_seed,target_fpir,stage,reference_method,candidate_method,reference_realized_fpir,reference_tpir_at_rank_k,reference_target_met_on_test,reference_target_met_by_wilson_upper,candidate_realized_fpir,candidate_tpir_at_rank_k,candidate_target_met_on_test,candidate_target_met_by_wilson_upper,delta_fpir,delta_fpir_ci_low,delta_fpir_ci_high,fpir_resampling_unit,delta_tpir_at_rank_k,delta_tpir_at_rank_k_ci_low,delta_tpir_at_rank_k_ci_high,tpir_at_rank_k_resampling_unit,tpir_ci_direction,operating_point_status,same_realized_fpir_enforced,test_based_selection
8972,0.01,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.014038575277649996,0.0012412491931880244,False,False,0.012699612275744234,0.0014232990748556014,False,False,-0.0013389630019057634,-0.001741473352171913,-0.0009446671485838208,query,0.0001820498816675769,-0.0002466823970848279,0.0006125277535765919,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
8972,0.01,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.012494249852139054,0.0012577991824305314,False,False,0.012699612275744234,0.0014232990748556014,False,False,0.00020536242360517842,-0.00016428993888414274,0.0005339423013734639,query,0.00016549989242506993,-9.884933265790624e-05,0.0004669758295030399,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
8972,0.01,add_margin,continuous_fiqa,continuous_fiqa_margin,0.012699612275744234,0.0014232990748556014,False,False,0.013849641847933233,0.0012908991609155455,False,False,0.0011500295721889992,0.0008050207005322994,0.0015032529407899061,query,-0.00013239991394005594,-0.00047522824039946304,0.00017874430151023176,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
8972,0.01,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.013849641847933233,0.0012908991609155455,False,False,0.012124597489649733,0.0007943994836403357,False,False,-0.0017250443582834988,-0.002168627193270684,-0.0012978905171847277,query,-0.0004964996772752097,-0.0008352914469887033,-0.00020531293138773454,mated_identity_cluster,decrease,candidate_misses_target,False,False
8972,0.01,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.012699612275744234,0.0014232990748556014,False,False,0.009192022080567786,0.006702745643215332,True,True,-0.0035075901951764476,-0.00430439639876454,-0.002727007623053165,query,0.005279446568359731,0.003129853995563445,0.00792044127321871,mated_identity_cluster,increase,reference_misses_target,False,False
8972,0.05,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.051858119208779654,0.006950995481852937,False,False,0.05251527896431622,0.008175694685798453,False,False,0.000657159755536571,-0.0001234228165867119,0.0014130988368272316,query,0.0012246992039455175,0.0002706967140429453,0.0022685695772918647,mated_identity_cluster,increase,candidate_misses_target,False,False
8972,0.05,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.05334494315568115,0.0073978451914006255,False,False,0.05251527896431622,0.008175694685798453,False,False,-0.0008296641913649208,-0.001568968916343563,-0.00013964644805152134,query,0.0007778494943978286,0.00017403700747630597,0.001472435052868394,mated_identity_cluster,increase,candidate_misses_target,False,False
8972,0.05,add_margin,continuous_fiqa,continuous_fiqa_margin,0.05251527896431622,0.008175694685798453,False,False,0.05266313990931196,0.00693444549261043,False,False,0.00014786094499572846,-0.00026286390221462837,0.0005257278044292567,query,-0.0012412491931880244,-0.0018704251426645106,-0.0007023848812904982,mated_identity_cluster,decrease,candidate_misses_target,False,False
8972,0.05,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.05266313990931196,0.00693444549261043,False,False,0.05714825524084905,0.005957996127302518,False,False,0.004485115331537097,0.0035402428205296714,0.005446211474009332,query,-0.0009764493653079125,-0.001681219464960046,-0.00029488271173449903,mated_identity_cluster,decrease,candidate_misses_target,False,False
8972,0.05,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.05251527896431622,0.008175694685798453,False,False,0.04918019320496813,0.012412491931880244,True,False,-0.0033350857593480976,-0.005051915620687389,-0.0016755520141946518,query,0.00423679724608179,0.0004903968298651816,0.007971483979489467,mated_identity_cluster,increase,reference_misses_target,False,False
