dataset_id,model_uid,run_id,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,gallery_payload_bytes_per_vector,query_payload_bytes_per_vector,codec_parameter_bytes,protocol,open_set_protocol,fpir_tpir_metrics_applicable,score_kind,query_count,gallery_count,match_gallery_count,mean_average_precision,search_latency_ms_total,search_latency_ms_per_query,search_queries_per_second,ranking_implementation,compute_backend,confidence_interval_contract,rank_1,rank_1_success_count,rank_1_denominator,rank_1_wilson95_low,rank_1_wilson95_high,rank_5,rank_5_success_count,rank_5_denominator,rank_5_wilson95_low,rank_5_wilson95_high,rank_10,rank_10_success_count,rank_10_denominator,rank_10_wilson95_low,rank_10_wilson95_high,rank_20,rank_20_success_count,rank_20_denominator,rank_20_wilson95_low,rank_20_wilson95_high,mean_gallery_angular_error,p95_gallery_angular_error,compressed_minus_origin_map,compressed_minus_origin_map_paired_bootstrap95_low,compressed_minus_origin_map_paired_bootstrap95_high,paired_bootstrap_resamples,paired_bootstrap_random_seed,compressed_minus_origin_rank_1,compressed_minus_origin_rank_1_paired_bootstrap95_low,compressed_minus_origin_rank_1_paired_bootstrap95_high,compressed_minus_origin_rank_5,compressed_minus_origin_rank_5_paired_bootstrap95_low,compressed_minus_origin_rank_5_paired_bootstrap95_high,compressed_minus_origin_rank_10,compressed_minus_origin_rank_10_paired_bootstrap95_low,compressed_minus_origin_rank_10_paired_bootstrap95_high,compressed_minus_origin_rank_20,compressed_minus_origin_rank_20_paired_bootstrap95_low,compressed_minus_origin_rank_20_paired_bootstrap95_high,pq_m,pq_nbits,native_compressed_search,official_metric_implementation,native_latency_measurement_repeats,native_latency_timer,native_compressed_index_build_latency_ms,native_compressed_gallery_add_latency_ms,native_compressed_search_latency_ms_total,native_compressed_search_latency_ms_per_query,native_compressed_search_queries_per_second,native_score_equivalence_audit_version,native_score_equivalence_checked_count,native_score_equivalence_violation_count,native_score_equivalence_max_absolute_error,native_score_equivalence_max_relative_error,native_score_equivalence_relative_tolerance,native_score_equivalence_absolute_tolerance,native_score_equivalence_passed,native_rank_tie_policy,decoded_rank_tie_policy,decoded_native_rank_exact_match_required,native_rank_1,native_rank_1_success_count,native_rank_1_denominator,decoded_native_rank_1_mismatch_count,decoded_native_rank_1_native_only_count,decoded_native_rank_1_decoded_only_count,decoded_native_rank_1_agreement_rate,native_rank_5,native_rank_5_success_count,native_rank_5_denominator,decoded_native_rank_5_mismatch_count,decoded_native_rank_5_native_only_count,decoded_native_rank_5_decoded_only_count,decoded_native_rank_5_agreement_rate,native_rank_10,native_rank_10_success_count,native_rank_10_denominator,decoded_native_rank_10_mismatch_count,decoded_native_rank_10_native_only_count,decoded_native_rank_10_decoded_only_count,decoded_native_rank_10_agreement_rate,native_rank_20,native_rank_20_success_count,native_rank_20_denominator,decoded_native_rank_20_mismatch_count,decoded_native_rank_20_native_only_count,decoded_native_rank_20_decoded_only_count,decoded_native_rank_20_agreement_rate,native_sdc_implementation,protocol_uid,run_tier,paper_eligible,official_result_eligible,gallery_payload_bytes_total,gallery_storage_bytes_total,gallery_storage_bytes_per_vector_amortized
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pca,pca_32,pca_reconstruction_cosine,pca_32_reconstruction_512,pca_32_reconstruction_512,cosine_similarity,128,128,67584,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0933026642349,12226.521,3.27964619099,304.910939097,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.131706008584,491,3728,0.121228675337,0.142941566003,0.18347639485,684,3728,0.171379675957,0.196224755785,0.208422746781,777,3728,0.195687593707,0.221758183668,0.232296137339,866,3728,0.219019992636,0.246123416583,0.732559502125,0.970825791359,-0.0569555066558,-0.0631514219154,-0.0512873104732,2000,42,-0.0850321888412,-0.0949637875536,-0.075643776824,-0.0869098712446,-0.0965665236052,-0.0772532188841,-0.0855686695279,-0.0952253218884,-0.0759120171674,-0.0874463519313,-0.0979077253219,-0.0772532188841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20275072,128.428096357
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m8_b8,pq_reconstruction_cosine,pq_reconstruction_512,pq_reconstruction_512,cosine_similarity,8,8,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0500185235297,10993.9137,2.94901118562,339.096713121,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.0657188841202,245,3728,0.0582033034969,0.0741285397151,0.0946888412017,353,3728,0.0857031370922,0.104508978469,0.108100858369,403,3728,0.098533819947,0.118474717998,0.12821888412,478,3728,0.117868058821,0.1393351127,0.92852896452,1.12021666765,-0.100239647361,-0.107855568334,-0.0925605996557,2000,42,-0.151019313305,-0.163090128755,-0.139216738197,-0.175697424893,-0.18830472103,-0.163894849785,-0.18589055794,-0.198766094421,-0.173283261803,-0.19152360515,-0.204935622318,-0.17864806867,8,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,1262968,1787256,11.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m8_b8,pq_one_sided_cosine,origin_float32,pq_reconstruction_512,cosine_similarity,8,2048,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0703034153352,11065.6065,2.96824208691,336.899744266,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.0971030042918,362,3728,0.0880087238395,0.107026747751,0.140289699571,523,3728,0.129511509489,0.151808442177,0.166309012876,620,3728,0.154700896365,0.178604114725,0.191791845494,715,3728,0.179473383137,0.204744830483,0.92852896452,1.12021666765,-0.0799547555555,-0.0870420824488,-0.0731699324134,2000,42,-0.119635193133,-0.130364806867,-0.109173819742,-0.130096566524,-0.141369366953,-0.118823766094,-0.127682403433,-0.139216738197,-0.116416309013,-0.127950643777,-0.139223444206,-0.116684549356,8,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,1262968,1787256,11.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m8_b8,pq_adc_exhaustive,origin_float32,pq_codes,squared_l2_distance,8,2048,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.0720497222779,13733.8828,3.68398143777,271.445450226,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.0997854077253,372,3728,0.0905725885052,0.109822167562,0.144045064378,537,3728,0.133139741209,0.155683208724,0.171673819742,640,3728,0.159908355972,0.184115224072,0.198497854077,740,3728,0.186007196703,0.211609228109,0.92852896452,1.12021666765,-0.0782084486128,-0.0852925347305,-0.0712908667212,2000,42,-0.1169527897,-0.127145922747,-0.106491416309,-0.126341201717,-0.137875536481,-0.115343347639,-0.122317596567,-0.133315450644,-0.111856223176,-0.121244635193,-0.13224248927,-0.109978540773,8,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,0.668900000164,0.303000000713,629.599799999,0.168884066523,5921.22170307,native_decoded_top20_score_audit_v1,74560,0,2.4767734752e-07,5.35817387186e-07,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.0997854077253,372,3728,0,0,0,1,0.144313304721,538,3728,1,1,0,0.999731759657,0.171942060086,641,3728,1,1,0,0.999731759657,0.198766094421,741,3728,1,1,0,0.999731759657,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,1262968,1787256,11.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m16_b8,pq_reconstruction_cosine,pq_reconstruction_512,pq_reconstruction_512,cosine_similarity,16,16,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0597922327072,11433.3837,3.06689476931,326.062703555,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.081813304721,305,3728,0.0734397004704,0.0910478496022,0.11614806867,433,3728,0.106255861767,0.126830529608,0.130901287554,488,3728,0.120452922106,0.142109533891,0.153969957082,574,3728,0.142740972176,0.165911330321,0.861240446568,1.0153157711,-0.0904659381835,-0.0978571311595,-0.0831604158808,2000,42,-0.134924892704,-0.145922746781,-0.123920332618,-0.154238197425,-0.166309012876,-0.142428916309,-0.163090128755,-0.175160944206,-0.151287553648,-0.165772532189,-0.17864806867,-0.153701716738,16,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,2525936,3050224,19.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m16_b8,pq_one_sided_cosine,origin_float32,pq_reconstruction_512,cosine_similarity,16,2048,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0955381692336,9153.4348,2.45532049356,407.278806421,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.138948497854,518,3728,0.128216360581,0.150423948847,0.188036480687,701,3728,0.175817009621,0.200898205731,0.215396995708,803,3728,0.202497115102,0.228882801913,0.244635193133,912,3728,0.231103646491,0.258692471321,0.861240446568,1.0153157711,-0.0547200016571,-0.0604905261434,-0.0490163855851,2000,42,-0.0777896995708,-0.0866416309013,-0.0689310622318,-0.0823497854077,-0.0922746781116,-0.0729613733906,-0.0785944206009,-0.087982832618,-0.0692060085837,-0.0751072961373,-0.0847639484979,-0.0659871244635,16,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,2525936,3050224,19.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m16_b8,pq_adc_exhaustive,origin_float32,pq_codes,squared_l2_distance,16,2048,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.100748219878,13568.3405,3.63957631438,274.757255686,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.145386266094,542,3728,0.134436174282,0.15706641789,0.19635193133,732,3728,0.183915748528,0.209413248703,0.225053648069,839,3728,0.211934898988,0.238738442144,0.254291845494,948,3728,0.240571170731,0.268518371198,0.861240446568,1.0153157711,-0.0495099510129,-0.0551047122721,-0.0440391173601,2000,42,-0.0713519313305,-0.0802038626609,-0.0625,-0.0740343347639,-0.0834227467811,-0.0651824034335,-0.0689377682403,-0.0780579399142,-0.0606223175966,-0.0654506437768,-0.0753755364807,-0.0565987124464,16,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,0.410900000134,0.772700004745,1284.42,0.344533261804,2902.47738278,native_decoded_top20_score_audit_v1,74560,0,2.63001091128e-07,3.6462130686e-07,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.145386266094,542,3728,0,0,0,1,0.19635193133,732,3728,0,0,0,1,0.225053648069,839,3728,0,0,0,1,0.254291845494,948,3728,0,0,0,1,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,2525936,3050224,19.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m32_b8,pq_reconstruction_cosine,pq_reconstruction_512,pq_reconstruction_512,cosine_similarity,32,32,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.0826215533477,13176.5828,3.53449109442,282.926162009,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.116684549356,435,3728,0.106771240606,0.127387007664,0.162285407725,605,3728,0.150798220609,0.174467863767,0.177575107296,662,3728,0.165641518118,0.190172487775,0.195278969957,728,3728,0.182870244534,0.208315038906,0.740843772888,0.85086107254,-0.067636617543,-0.0739299420302,-0.0614202736419,2000,42,-0.100053648069,-0.109978540773,-0.0903969957082,-0.108100858369,-0.11856223176,-0.0984442060086,-0.116416309013,-0.127682403433,-0.106223175966,-0.124463519313,-0.135461373391,-0.113465665236,32,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,5051872,5576160,35.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m32_b8,pq_one_sided_cosine,origin_float32,pq_reconstruction_512,cosine_similarity,32,2048,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.123747605411,9894.1123,2.65400008047,376.789739894,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.180525751073,673,3728,0.168509984635,0.193199234182,0.228272532189,851,3728,0.215083129011,0.242021353492,0.251877682403,939,3728,0.238203428176,0.266062757723,0.272532188841,1016,3728,0.258478694224,0.287053982147,0.740843772888,0.85086107254,-0.0265105654797,-0.0310260250823,-0.0225603465763,2000,42,-0.0362124463519,-0.0437231759657,-0.0287017167382,-0.0421137339056,-0.0493629291845,-0.0348645386266,-0.0421137339056,-0.0496244635193,-0.0346030042918,-0.0472103004292,-0.0557939914163,-0.0396995708155,32,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,5051872,5576160,35.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m32_b8,pq_adc_exhaustive,origin_float32,pq_codes,squared_l2_distance,32,2048,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.127536017089,16688.0724,4.47641427039,223.39308643,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.186963519313,697,3728,0.174772677163,0.199798824399,0.236319742489,881,3728,0.222958577798,0.250223758137,0.25724248927,959,3728,0.243465845418,0.271518909435,0.289699570815,1080,3728,0.27536046906,0.304471627962,0.740843772888,0.85086107254,-0.0227221538021,-0.0270993211654,-0.0186461466295,2000,42,-0.0297746781116,-0.0370238733906,-0.0225321888412,-0.0340665236052,-0.0407725321888,-0.0273538090129,-0.0367489270386,-0.0442596566524,-0.0292381974249,-0.0300429184549,-0.0372854077253,-0.0228004291845,32,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,0.780299989856,1.18920000386,2913.5061,0.781519876609,1279.55798685,native_decoded_top20_score_audit_v1,74560,0,3.93894096895e-07,3.77469731044e-07,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.186963519313,697,3728,0,0,0,1,0.236319742489,881,3728,0,0,0,1,0.25724248927,959,3728,0,0,0,1,0.289699570815,1080,3728,0,0,0,1,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,5051872,5576160,35.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m64_b8,pq_reconstruction_cosine,pq_reconstruction_512,pq_reconstruction_512,cosine_similarity,64,64,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.118639528968,11592.9401,3.10969423283,321.575024786,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.174087982833,649,3728,0.162253124016,0.186593812057,0.225858369099,842,3728,0.212721850373,0.239559276102,0.244635193133,912,3728,0.231103646491,0.258692471321,0.268508583691,1001,3728,0.254525840661,0.282967908994,0.544703900814,0.612721830606,-0.0316186419223,-0.036389217264,-0.0271662051112,2000,42,-0.0426502145923,-0.0501676502146,-0.0351394849785,-0.0445278969957,-0.0520386266094,-0.0372854077253,-0.049356223176,-0.0568669527897,-0.0418454935622,-0.0512339055794,-0.0592811158798,-0.043186695279,64,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,10103744,10628032,67.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m64_b8,pq_one_sided_cosine,origin_float32,pq_reconstruction_512,cosine_similarity,64,2048,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.140078954052,12148.78,3.25879291846,306.86208821,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.203594420601,759,3728,0.190976701705,0.216822363613,0.2580472103,962,3728,0.244255447444,0.272337092752,0.279506437768,1042,3728,0.265333775292,0.294133040719,0.299356223176,1116,3728,0.284867673025,0.314257848113,0.544703900814,0.612721830606,-0.0101792168383,-0.0134307280679,-0.00705062954551,2000,42,-0.013143776824,-0.0187768240343,-0.00777896995708,-0.012339055794,-0.0174423283262,-0.0072357832618,-0.0144849785408,-0.0201180257511,-0.00885193133047,-0.0203862660944,-0.0260193133047,-0.0150214592275,64,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,10103744,10628032,67.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m64_b8,pq_adc_exhaustive,origin_float32,pq_codes,squared_l2_distance,64,2048,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.146106494829,12701.9437,3.40717373927,293.498387967,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.212446351931,792,3728,0.199615467943,0.225869236148,0.261534334764,975,3728,0.247677769217,0.275881840799,0.287821888412,1073,3728,0.273512768123,0.302567829765,0.313036480687,1167,3728,0.298349476921,0.328108395048,0.544703900814,0.612721830606,-0.00415167606147,-0.00729232916611,-0.00103814023796,2000,42,-0.00429184549356,-0.00992489270386,0.00134120171674,-0.00885193133047,-0.0142167381974,-0.00348712446352,-0.006169527897,-0.0115410407725,-0.000536480686695,-0.00670600858369,-0.0128755364807,-0.000804721030043,64,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,0.477499997942,2.2764000023,5456.91949999,1.4637659603,683.169322913,native_decoded_top20_score_audit_v1,74560,0,6.53203723555e-07,5.11857964968e-07,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.212446351931,792,3728,0,0,0,1,0.261534334764,975,3728,0,0,0,1,0.287821888412,1073,3728,0,0,0,1,0.313036480687,1167,3728,0,0,0,1,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,10103744,10628032,67.3209899222
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m128_b8,pq_reconstruction_cosine,pq_reconstruction_512,pq_reconstruction_512,cosine_similarity,128,128,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.143581968409,12670.1954,3.39865756438,294.233820577,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.208959227468,779,3728,0.196211199405,0.222306434866,0.258583690987,964,3728,0.244781883201,0.272882513891,0.285944206009,1066,3728,0.271665371493,0.300663727261,0.310622317597,1158,3728,0.295969226842,0.325665289099,0.293581515551,0.329657644033,-0.00667620248162,-0.00921656005569,-0.00424349580885,2000,42,-0.00777896995708,-0.012339055794,-0.00321888412017,-0.0118025751073,-0.0168991416309,-0.00670600858369,-0.00804721030043,-0.0134120171674,-0.00295064377682,-0.00912017167382,-0.0144849785408,-0.00429184549356,128,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20731776,131.320989922
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m128_b8,pq_one_sided_cosine,origin_float32,pq_reconstruction_512,cosine_similarity,128,2048,524288,tinyface_official_closed_set_v1,False,False,cosine,3728,157871,4443,0.146710410414,11682.9353,3.13383457618,319.097889723,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.211105150215,787,3728,0.198305964121,0.224499097731,0.265826180258,991,3728,0.251891431245,0.280243033934,0.290772532189,1084,3728,0.276416434117,0.305559376696,0.316791845494,1181,3728,0.302053017669,0.331907852568,0.293581515551,0.329657644033,-0.00354776047633,-0.00544210653384,-0.0018400051096,2000,42,-0.0056330472103,-0.00912017167382,-0.00214592274678,-0.00456008583691,-0.00831545064378,-0.000536480686695,-0.00321888412017,-0.00724248927039,0.000804721030043,-0.00295064377682,-0.00670600858369,0.000804721030043,128,8,False,exact_reconstructed_vector_ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20731776,131.320989922
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m128_b8,pq_adc_exhaustive,origin_float32,pq_codes,squared_l2_distance,128,2048,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.150300816571,20775.3284,5.57278122318,179.443613512,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.216469957082,807,3728,0.203545236357,0.229978394449,0.270654506438,1009,3728,0.256633845183,0.285147332054,0.293723175966,1095,3728,0.279320844794,0.308550178943,0.320278969957,1194,3728,0.305493024685,0.335434915372,0.293581515551,0.329657644033,4.26456803661e-05,-0.00214579251814,0.00224161347071,2000,42,-0.000268240343348,-0.00429184549356,0.00402360515021,0.000268240343348,-0.00402360515021,0.00456008583691,-0.000268240343348,-0.00456008583691,0.00375536480687,0.000536480686695,-0.00375536480687,0.00456008583691,128,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,0.332600000547,5.12719999824,9379.09440001,2.51585150215,397.479739621,native_decoded_top20_score_audit_v1,74560,0,1.01471220537e-06,7.18365209107e-07,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.216469957082,807,3728,0,0,0,1,0.270654506438,1009,3728,0,0,0,1,0.293723175966,1095,3728,0,0,0,1,0.320278969957,1194,3728,0,0,0,1,,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20731776,131.320989922
tinyface,arcface-7972a704552df378345f,20260829-R001-96037afc,pq,pq_512_m128_b8,pq_sdc_exhaustive,pq_codes,pq_codes,squared_l2_distance,128,128,524288,tinyface_official_closed_set_v1,False,False,negative_squared_l2,3728,157871,4443,0.146751380983,14190.6378,3.80650155579,262.708417517,streaming_exact_all_gallery_stable_index_ties,pytorch_cuda,probe_level_wilson_95,0.211373390558,788,3728,0.19856784798,0.22477314232,0.261802575107,976,3728,0.247941072455,0.276154466008,0.288894849785,1077,3728,0.274568560081,0.303655751598,0.317596566524,1184,3728,0.302846779884,0.332721875696,0.293581515551,0.329657644033,-0.00350678990729,-0.00612660065019,-0.00089980239162,2000,42,-0.00536480686695,-0.0101931330472,-0.000804721030043,-0.00858369098712,-0.0136802575107,-0.00375536480687,-0.00509656652361,-0.0104613733906,0,-0.00214592274678,-0.00697424892704,0.00241416309013,128,8,True,decoded_centroid_exact_ranking_with_native_top20_audit,1,time.perf_counter,8.48000000406,0,14331.589,3.84431035408,260.124679824,native_decoded_top20_score_audit_v1,74560,0,8.46536325705e-07,0.022216796875,0.000122077763535,9.53674316406e-07,True,faiss_native_index_order,stable_gallery_index,False,0.211373390558,788,3728,0,0,0,1,0.261802575107,976,3728,0,0,0,1,0.288894849785,1077,3728,0,0,0,1,0.317596566524,1184,3728,0,0,0,1,faiss_product_quantizer_search_sdc,tinyface_official_closed_set_v1-3a9c2a698890632b,full,True,True,20207488,20731776,131.320989922
