dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,threshold_policy,target_fpir,compressed_score_space,compressed_dir_rank1,compressed_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.974789915966,0.780805687204,0.346786439419,0.346786439419,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,3,1688,0.00177725118483,1318,1688,0.780805687204,0.000604605803334,0.00521240427724,0.760444712097,0.799891479605,0.961764485681,0.98854939741,0.956456737673,0.985521058724,0.779028436019,0.759463862559,0.798578199052,-0.00420168067227,-0.0105042016807,0,128,0,50,73984,1479.68,0.00202814232938,493062.042794,0,0,1324,0.611829944547
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.173578199052,0.346786439419,0.346786439419,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,3,1688,0.00177725118483,293,1688,0.173578199052,0.000604605803334,0.00521240427724,0.156256666107,0.192382064636,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.171800947867,0.154620853081,0.190180687204,0,0,0,256,0,50,145920,2918.4,0.00274935304965,363721.93092,0,0,290,0.134011090573
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00888625592417,0.346786439419,0.346786439419,0.978991596639,0.978991596639,1,0.991596638655,0.995798319328,3,1688,0.00177725118483,15,1688,0.00888625592417,0.000604605803334,0.00521240427724,0.0053925593221,0.0146101771307,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.00710900473934,0.00355450236967,0.0118483412322,0,0,0,512,0,50,289792,5795.84,0.00292389094252,342010.020093,0,0,12,0.00554528650647
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00118483412322,0.346786439419,0.346786439419,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,3,1688,0.00177725118483,2,1688,0.00118483412322,0.000604605803334,0.00521240427724,0.000324984408263,0.00430988180796,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.000592417061611,-0.00177725118483,0,0,0,0,1024,0,50,577536,11550.72,0.00270730129454,369371.52212,1,0.000462107208872,0,0
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00118483412322,0.346786439419,0.346786439419,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,3,1688,0.00177725118483,2,1688,0.00118483412322,0.000604605803334,0.00521240427724,0.000324984408263,0.00430988180796,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.000592417061611,-0.00177725118483,0,0,0,0,1536,0,50,865280,17305.6,0.00372717190347,268299.940518,1,0.000462107208872,0,0
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.953781512605,0.00947867298578,0.346786439419,0.608557164669,0.978991596639,0.953781512605,0.974248927039,0.991596638655,0.993697478992,3,1688,0.00177725118483,16,1688,0.00947867298578,0.000604605803334,0.00521240427724,0.0058428562174,0.0153420240997,0.961764485681,0.98854939741,0.931014766236,0.969282596693,0.00770142180095,0.00355450236967,0.0124407582938,-0.0252100840336,-0.0399159663866,-0.0126050420168,128,0,50,73984,1479.68,0.00202814232938,493062.042794,12,0.00554528650647,14,0.00646950092421
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.976890756303,0.00236966824645,0.346786439419,0.514645636082,0.978991596639,0.976890756303,0.997854077253,0.991596638655,0.991596638655,3,1688,0.00177725118483,4,1688,0.00236966824645,0.000604605803334,0.00521240427724,0.000921891687168,0.00607726225776,0.961764485681,0.98854939741,0.959097733567,0.987048106177,0.000592417061611,-0.00177725118483,0.00296208530806,-0.00210084033613,-0.0063025210084,0,256,0,50,145920,2918.4,0.00274935304965,363721.93092,3,0.00138632162662,3,0.00138632162662
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.0207345971564,0.346786439419,0.326583862305,0.978991596639,0.978991596639,1,0.991596638655,0.995798319328,3,1688,0.00177725118483,35,1688,0.0207345971564,0.000604605803334,0.00521240427724,0.0149462121067,0.0286994016331,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.0189573459716,0.0130331753555,0.0254739336493,0,0,0,512,0,50,289792,5795.84,0.00292389094252,342010.020093,0,0,32,0.0147874306839
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00118483412322,0.346786439419,0.351331949234,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,3,1688,0.00177725118483,2,1688,0.00118483412322,0.000604605803334,0.00521240427724,0.000324984408263,0.00430988180796,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.000592417061611,-0.00177725118483,0,0,0,0,1024,0,50,577536,11550.72,0.00270730129454,369371.52212,1,0.000462107208872,0,0
lfw,arcface-7972a704552df378345f,20260829-R001-245d09db,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00118483412322,0.346786439419,0.354011148214,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,3,1688,0.00177725118483,2,1688,0.00118483412322,0.000604605803334,0.00521240427724,0.000324984408263,0.00430988180796,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.000592417061611,-0.00177725118483,0,0,0,0,1536,0,50,865280,17305.6,0.00372717190347,268299.940518,1,0.000462107208872,0,0
