analysis_scope,dataset_id,model_uid,compression_family,compression_profile,search_mode,protocol_uid,threshold_source_split,evaluation_split,target_fpir,threshold_policy,is_mated,saliency_feature,sensitivity_metric,sample_count,identity_count,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_left,top1_score_drift,121735,121735,0.03750267007314277,0.95,0.03180063300362601,0.04342551043505604,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_left,agreement_with_origin,121735,121735,0.008463667765119368,0.95,0.0026758219317956286,0.013983252945875435,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_left,threshold_crossing,121735,121735,0.009925085690251733,0.95,0.004752900368849708,0.014674253993930074,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_right,top1_score_drift,121735,121735,-0.11401115987038,0.95,-0.11996082213599302,-0.10839330224186842,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_right,agreement_with_origin,121735,121735,0.06977919918631463,0.95,0.06464241501871537,0.07584620477450864,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_top_right,threshold_crossing,121735,121735,0.05222169860834443,0.95,0.047182641753822224,0.05778118522803386,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,top1_score_drift,121735,121735,0.07702906884481278,0.95,0.07097433656956767,0.08294834019645135,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,agreement_with_origin,121735,121735,-0.07462697794794496,0.95,-0.08091326745575533,-0.06871327842964799,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_bottom_left,threshold_crossing,121735,121735,-0.051450130762915526,0.95,-0.056520977980479996,-0.04670185903991159,500,weighted_rerank,identity-cluster-weighted-rerank-v1
retrieval,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,calibration,test,0.01,frozen_origin,False,quadrant_bottom_right,top1_score_drift,121735,121735,-0.08092689719034553,0.95,-0.08690495074055528,-0.07521251305993609,500,weighted_rerank,identity-cluster-weighted-rerank-v1
