method,target_fpir,model_uid,name,fit_non_mated_count,safety_non_mated_count,raw_threshold,shrinkage_weight,threshold_before_safety,safety_threshold,final_threshold,used_global_fallback,fit_fpir_at_final_threshold,safety_fpir_at_final_threshold,fit_target_met,safety_target_met
global_empirical,0.01,conditional-threshold-23467c16e00b2755a0f49cca,all,98825,0,-0.16620007157325745,1.0,-0.16620007157325745,,-0.16620007157325745,False,0.009997470275739944,,True,
global_safe,0.01,conditional-threshold-cc8be883f60a6731b5174bc8,all,73447,25378,-0.16640906035900116,1.0,-0.16640906035900116,-0.16547667980194092,-0.16547667980194092,False,0.009775756668073577,0.009969264717471825,True,True
fiqa_s,0.01,conditional-threshold-a762acc1237fc42c3c5071c1,low,36600,12634,-0.16427047550678253,0.9945652173913043,-0.16427047550678253,-0.1660517007112503,-0.16427047550678253,False,0.01,0.00918157353173975,True,True
fiqa_s,0.01,conditional-threshold-a762acc1237fc42c3c5071c1,high,36847,12744,-0.16813886165618896,0.9946014522093557,-0.16812952324121777,-0.16135023534297943,-0.16135023534297943,False,0.00841316796482753,0.009965473948524796,True,True
fiqa_l,0.01,conditional-threshold-53e9bcf9a6eb493a115de180,low,36880,12160,-0.15674106776714325,0.9946062567421791,-0.15674106776714325,-0.15208980441093445,-0.15208980441093445,False,0.009056399132321041,0.009950657894736842,True,True
fiqa_l,0.01,conditional-threshold-53e9bcf9a6eb493a115de180,high,36567,13218,-0.17909474670886993,0.9945603394348193,-0.1790257408810903,-0.1802191436290741,-0.1790257408810903,False,0.009899636284081276,0.009532455742169769,True,True
global_empirical,0.05,conditional-threshold-213e3722b41d5033574300e8,all,98825,0,-0.2576870024204254,1.0,-0.2576870024204254,,-0.2576870024204254,False,0.04999747027573995,,True,
global_safe,0.05,conditional-threshold-e75a172f6a9cc0ec758ab244,all,73447,25378,-0.2566547989845276,1.0,-0.2566547989845276,-0.2595927119255066,-0.2566547989845276,False,0.049995234659005815,0.047718496335408624,True,True
fiqa_s,0.05,conditional-threshold-9aa1a8c6ccc6d716450ecd9c,low,36600,12634,-0.24614039063453674,0.9945652173913043,-0.24614039063453674,-0.2525688707828522,-0.24614039063453674,False,0.05,0.04551211017888238,True,True
fiqa_s,0.05,conditional-threshold-9aa1a8c6ccc6d716450ecd9c,high,36847,12744,-0.27117404341697693,0.9946014522093557,-0.27109566058202433,-0.2705238461494446,-0.2705238461494446,False,0.049556273237984096,0.049984306340238545,True,True
fiqa_l,0.05,conditional-threshold-e205a8457b6207aca970843c,low,36880,12160,-0.2415311634540558,0.9946062567421791,-0.2415311634540558,-0.2423853576183319,-0.2415311634540558,False,0.05,0.04958881578947368,True,True
fiqa_l,0.05,conditional-threshold-e205a8457b6207aca970843c,high,36567,13218,-0.2792372405529022,0.9945603394348193,-0.27911439973603724,-0.2859058976173401,-0.27911439973603724,False,0.04990838734377991,0.045619609623241034,True,True
global_empirical,0.1,conditional-threshold-4ff1a0092836d98c5b8d7dac,all,98825,0,-0.31927984952926636,1.0,-0.31927984952926636,,-0.31927984952926636,False,0.0999949405514799,,True,
global_safe,0.1,conditional-threshold-f24bed78ff20e6527a98f9a5,all,73447,25378,-0.31725454330444336,1.0,-0.31725454330444336,-0.3252860903739929,-0.31725454330444336,False,0.09999046931801163,0.09244227283473876,True,True
fiqa_s,0.1,conditional-threshold-29f9b13674ec5c0a39c00ee9,low,36600,12634,-0.2994726896286011,0.9945652173913043,-0.2994726896286011,-0.31008827686309814,-0.2994726896286011,False,0.1,0.0899952509102422,True,True
fiqa_s,0.1,conditional-threshold-29f9b13674ec5c0a39c00ee9,high,36847,12744,-0.3411867022514343,0.9946014522093557,-0.34105750334762575,-0.34963616728782654,-0.34105750334762575,False,0.09984530626645317,0.09400502197112366,True,True
fiqa_l,0.1,conditional-threshold-4806b5aa30b2e3a7a9a8ec0a,low,36880,12160,-0.2930171489715576,0.9946062567421791,-0.2930171489715576,-0.29750239849090576,-0.2930171489715576,False,0.1,0.09547697368421053,True,True
fiqa_l,0.1,conditional-threshold-4806b5aa30b2e3a7a9a8ec0a,high,36567,13218,-0.3556000888347626,0.9945603394348193,-0.35539150208289094,-0.3685743808746338,-0.35539150208289094,False,0.09970738644132687,0.09086094719322137,True,True
global_empirical,0.2,conditional-threshold-0e9d00062c243c3e4d67aba3,all,98825,0,-0.40838387608528137,1.0,-0.40838387608528137,,-0.40838387608528137,False,0.2,,True,
