case_id,model_uid,sample_id,is_mated,compression_family,compression_profile,search_mode,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,threshold_policy,extraction_uid,dataset_id,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-aabd30d9e0c4feab300d,arcface-7972a704552df378345f,survface:registered_probe:5460_cam1_3,True,pca,pca_256,pca_direct_cosine,-0.0667270421981811,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0974529628699269,True,threshold_crossing,7,42,8
gradcam-cec466182bb33240715a,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9685_cam3_121,False,pca,pca_256,pca_direct_cosine,-0.213916003704071,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0971345425956607,True,threshold_crossing,8,42,8
gradcam-ee58b50824f1c6574db6,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_5088,False,pca,pca_256,pca_reconstruction_cosine,0.0011689662933349,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1898673851823898,True,high_error,1,42,8
gradcam-15e0da2fd129559ccfb9,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_8542,False,pca,pca_256,pca_reconstruction_cosine,0.0132324397563934,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1883076162481014,True,high_error,2,42,8
gradcam-be4aa2c21c1eaec65392,arcface-7972a704552df378345f,survface:registered_probe:4608_cam2_1,True,pca,pca_256,pca_reconstruction_cosine,0.0034435391426086,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1850305043124401,True,high_error,3,42,8
gradcam-523bef88b1f2b3dc6d33,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_12176,False,pca,pca_256,pca_reconstruction_cosine,0.0081621706485748,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1843553000297082,True,high_error,4,42,8
gradcam-a78b5a7d15be8e294804,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9458_cam3_2,False,pca,pca_256,pca_reconstruction_cosine,0.0061570405960083,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1835150755008564,True,high_error,5,42,8
gradcam-7a1e84cc5b024d8d6915,arcface-7972a704552df378345f,survface:registered_probe:5293_20,True,pca,pca_256,pca_reconstruction_cosine,0.0013089179992675,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1823352825126662,True,high_error,6,42,8
gradcam-344248f113457e323b25,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5205_31,False,pca,pca_256,pca_reconstruction_cosine,0.0071251988410949,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1814554241937053,True,high_error,7,42,8
gradcam-2b0ccad27d241c790874,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_1459,False,pca,pca_256,pca_reconstruction_cosine,0.0001777410507202,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1807708879673046,True,high_error,8,42,8
gradcam-736f426b0a6eed14c7d0,arcface-7972a704552df378345f,survface:registered_probe:621_cam2_1,True,pca,pca_256,pca_reconstruction_cosine,0.0035275220870971,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1744181275697568,True,rank_flip,1,42,8
gradcam-b77497cb4aa4270d5638,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_11668,False,pca,pca_256,pca_reconstruction_cosine,0.0064082145690917,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1737706808773278,True,rank_flip,2,42,8
gradcam-d4a332e8a570bad680db,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_13857,False,pca,pca_256,pca_reconstruction_cosine,0.0065178275108337,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1728539216613788,True,rank_flip,3,42,8
gradcam-87c64851c2cb0aca7cc6,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_22312,False,pca,pca_256,pca_reconstruction_cosine,0.0084646940231323,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1582191369547309,True,rank_flip,4,42,8
gradcam-eaacda43f635e5292d70,arcface-7972a704552df378345f,survface:registered_probe:9627_cam1_126,True,pca,pca_256,pca_reconstruction_cosine,0.0041922032833099,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1563070363220856,True,rank_flip,5,42,8
gradcam-a6c1b71d7e0eb708e6e0,arcface-7972a704552df378345f,survface:registered_probe:8647_cam1_23,True,pca,pca_256,pca_reconstruction_cosine,0.0036845356225967,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1561455693589896,True,rank_flip,6,42,8
gradcam-42ee7a8e647e49cda418,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_2460,False,pca,pca_256,pca_reconstruction_cosine,0.006944328546524,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1560017317229486,True,rank_flip,7,42,8
gradcam-6ff659270c9e2fb03a82,arcface-7972a704552df378345f,survface:registered_probe:8363_cam1_5,True,pca,pca_256,pca_reconstruction_cosine,0.0028839707374572,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1526519555362646,True,rank_flip,8,42,8
gradcam-164f5cea3fa700bb12f5,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5670_cam2_15,False,pca,pca_256,pca_reconstruction_cosine,0.0006426572799682,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0266780191562031,True,stable,1,42,8
gradcam-28a1dc4fce99a1d98d1f,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5742_cam1_133,False,pca,pca_256,pca_reconstruction_cosine,0.0006148815155029,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0293857798653824,True,stable,2,42,8
gradcam-ceb7cf3ebdcc378bfcf3,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5737_cam1_4,False,pca,pca_256,pca_reconstruction_cosine,0.0003997683525085,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0296136697981329,True,stable,3,42,8
gradcam-394424c5bf3bc014f42c,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_27144,False,pca,pca_256,pca_reconstruction_cosine,0.0006436109542846,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0299304148123552,True,stable,4,42,8
gradcam-b2bc09024511ca2f34ec,arcface-7972a704552df378345f,survface:registered_probe:5812_cam2_33,True,pca,pca_256,pca_reconstruction_cosine,0.0007035732269287,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0301050456429136,True,stable,5,42,8
gradcam-ea87e4dbb6f7beb42e0b,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5737_cam2_163,False,pca,pca_256,pca_reconstruction_cosine,0.0013028383255004,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0301154218189552,True,stable,6,42,8
gradcam-a99b4d88d38029823859,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5740_cam1_64,False,pca,pca_256,pca_reconstruction_cosine,0.0005015134811401,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0304644854556602,True,stable,7,42,8
gradcam-63f0cd96dd98a4166dbc,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9691_cam1_19,False,pca,pca_256,pca_reconstruction_cosine,0.0004758238792419,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0305484558565907,True,stable,8,42,8
gradcam-4b46622efdc62342165c,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_13482,False,pca,pca_256,pca_reconstruction_cosine,0.0049635171890258,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1074812404125581,True,threshold_crossing,1,42,8
gradcam-8bdc2ab70f27a84f93fb,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5406_cam1_9,False,pca,pca_256,pca_reconstruction_cosine,0.004901111125946,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.1039652250421758,True,threshold_crossing,2,42,8
gradcam-f7f94518b6705ca13d73,arcface-7972a704552df378345f,survface:unknown_unknown_probe:8968_cam1_93,False,pca,pca_256,pca_reconstruction_cosine,0.003429889678955,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0951809534870518,True,threshold_crossing,3,42,8
gradcam-b261c6133995e81704d8,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10510_cam1_60,False,pca,pca_256,pca_reconstruction_cosine,0.003649353981018,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0919816596586121,True,threshold_crossing,4,42,8
gradcam-2205da4ebe478bf2d6fb,arcface-7972a704552df378345f,survface:registered_probe:9357_cam2_52,True,pca,pca_256,pca_reconstruction_cosine,0.0031067132949829,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.091167399063201,True,threshold_crossing,5,42,8
gradcam-afb16724eed26d191b8c,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9822_cam3_36,False,pca,pca_256,pca_reconstruction_cosine,0.0030644536018371,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0902130321332824,True,threshold_crossing,6,42,8
gradcam-6427e45a20a8d9d5b870,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_11129,False,pca,pca_256,pca_reconstruction_cosine,0.0025150179862976,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0891304003781881,True,threshold_crossing,7,42,8
gradcam-35427d1d79351ccb33e7,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9753_cam3_12,False,pca,pca_256,pca_reconstruction_cosine,0.0042219758033752,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.0887109124761311,True,threshold_crossing,8,42,8
gradcam-a178407ee8621ab3ebc5,arcface-7972a704552df378345f,survface:registered_probe:5241_33,True,pca,pca_32,pca_direct_cosine,0.0939406752586364,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1899351535660787,True,high_error,1,42,8
gradcam-e3a5ae7c460e7f0297e4,arcface-7972a704552df378345f,survface:registered_probe:5263_17,True,pca,pca_32,pca_direct_cosine,0.0941672921180725,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.171843225018249,True,high_error,2,42,8
gradcam-febff009158cc2db56db,arcface-7972a704552df378345f,survface:registered_probe:9627_cam1_162,True,pca,pca_32,pca_direct_cosine,0.5191823095083237,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1584130596734876,True,high_error,3,42,8
gradcam-d93095a732dbf9ce4f58,arcface-7972a704552df378345f,survface:unknown_unknown_probe:2143_cam2_1,False,pca,pca_32,pca_direct_cosine,0.4685418009757995,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1483788490831035,True,high_error,4,42,8
gradcam-f2309292f45cd6243902,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10206_cam2_77,False,pca,pca_32,pca_direct_cosine,0.467011958360672,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1416046456734086,True,high_error,5,42,8
gradcam-8de0ed9a806c04265448,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_2648,False,pca,pca_32,pca_direct_cosine,0.4711434841156006,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1361582269190451,True,high_error,6,42,8
gradcam-ebce5733615cd85afd31,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10206_cam2_68,False,pca,pca_32,pca_direct_cosine,0.4752436876296997,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1285636835423718,True,high_error,7,42,8
gradcam-e734acc6bd6c396e5f3b,arcface-7972a704552df378345f,survface:unknown_unknown_probe:2176_cam2_1,False,pca,pca_32,pca_direct_cosine,0.4726189970970154,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1264850837696847,True,high_error,8,42,8
gradcam-764044e8dade60a02485,arcface-7972a704552df378345f,survface:registered_probe:5241_37,True,pca,pca_32,pca_direct_cosine,0.2147818207740783,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2712886433113544,True,rank_flip,1,42,8
gradcam-b57c4ff1fa0a2f2bd7c3,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10206_cam2_84,False,pca,pca_32,pca_direct_cosine,0.4535348117351532,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2694352624981906,True,rank_flip,2,42,8
gradcam-783601566fade72dbe7a,arcface-7972a704552df378345f,survface:registered_probe:5241_39,True,pca,pca_32,pca_direct_cosine,0.2157471179962158,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2547544843698992,True,rank_flip,3,42,8
gradcam-68540c5562588ce0883e,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9000_cam2_27,False,pca,pca_32,pca_direct_cosine,0.4769888520240783,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2460429326218576,True,rank_flip,4,42,8
gradcam-a93844dedf25324ec79f,arcface-7972a704552df378345f,survface:registered_probe:5241_38,True,pca,pca_32,pca_direct_cosine,0.2655234932899475,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.23847888641959,True,rank_flip,5,42,8
gradcam-bece91aab2e195f51a03,arcface-7972a704552df378345f,survface:registered_probe:707_cam2_1,True,pca,pca_32,pca_direct_cosine,0.4971320033073425,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2279903964995895,True,rank_flip,6,42,8
gradcam-536da8d80a5779a069de,arcface-7972a704552df378345f,survface:unknown_unknown_probe:7245_cam4_7,False,pca,pca_32,pca_direct_cosine,0.4831410646438598,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2230781004821103,True,rank_flip,7,42,8
gradcam-b47d1c023afca493378f,arcface-7972a704552df378345f,survface:registered_probe:8957_cam2_48,True,pca,pca_32,pca_direct_cosine,0.4761005938053131,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2142315564279067,True,rank_flip,8,42,8
gradcam-74b65917f9d909777329,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5726_cam1_44,False,pca,pca_32,pca_direct_cosine,-0.0340012311935424,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.2931627189513919,True,stable,1,42,8
gradcam-21cb3596ef1ec01c826c,arcface-7972a704552df378345f,survface:registered_probe:10472_cam1_12,True,pca,pca_32,pca_direct_cosine,-0.047979712486267,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.2934250892065956,True,stable,2,42,8
gradcam-4ad98df5a4a8c7542fca,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10385_cam3_10,False,pca,pca_32,pca_direct_cosine,-0.0252066850662231,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3005329634088593,True,stable,3,42,8
gradcam-3bc81d635cee93b61841,arcface-7972a704552df378345f,survface:registered_probe:8939_cam1_23,True,pca,pca_32,pca_direct_cosine,-0.0542106032371521,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3011852294789905,True,stable,4,42,8
gradcam-21e3d29117ce5d4435a2,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9562_cam4_12,False,pca,pca_32,pca_direct_cosine,-0.0022081136703491,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3081853856895589,True,stable,5,42,8
gradcam-6121d4534012c381fee4,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9794_cam3_102,False,pca,pca_32,pca_direct_cosine,-0.04241943359375,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3091727365516211,True,stable,6,42,8
gradcam-2577f900a68053631f8e,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10386_cam1_21,False,pca,pca_32,pca_direct_cosine,-0.0142753720283508,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3112133805354033,True,stable,7,42,8
gradcam-8616b4644edbf4642c43,arcface-7972a704552df378345f,survface:registered_probe:10191_cam1_11,True,pca,pca_32,pca_direct_cosine,-0.0032535791397094,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3168277928903278,True,stable,8,42,8
gradcam-066f52e5f55e58957c61,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_2185,False,pca,pca_32,pca_direct_cosine,0.5305480360984802,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2929334593392232,True,threshold_crossing,1,42,8
gradcam-51254fd1d4cfd01feb81,arcface-7972a704552df378345f,survface:registered_probe:2742_cam2_1,True,pca,pca_32,pca_direct_cosine,0.4873914718627929,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2482830805816745,True,threshold_crossing,2,42,8
gradcam-0d6e2ff9c2dd121a4b80,arcface-7972a704552df378345f,survface:unknown_unknown_probe:4245_cam2_1,False,pca,pca_32,pca_direct_cosine,0.5737947225570679,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2450677389563551,True,threshold_crossing,3,42,8
gradcam-9ed3914a58a647ae0b70,arcface-7972a704552df378345f,survface:registered_probe:2973_cam3_1,True,pca,pca_32,pca_direct_cosine,0.5395379364490509,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2427193304887418,True,threshold_crossing,4,42,8
gradcam-efd8e15f0cc4dba86de7,arcface-7972a704552df378345f,survface:registered_probe:8429_cam1_24,True,pca,pca_32,pca_direct_cosine,0.5794912725687027,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2380322825427834,True,threshold_crossing,5,42,8
gradcam-4e2c50b1801f3c1f5f56,arcface-7972a704552df378345f,survface:unknown_unknown_probe:711_cam2_1,False,pca,pca_32,pca_direct_cosine,0.4873473644256592,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2374784754192407,True,threshold_crossing,6,42,8
gradcam-3270623b57eeacc3fd3f,arcface-7972a704552df378345f,survface:unknown_unknown_probe:728_cam2_1,False,pca,pca_32,pca_direct_cosine,0.6189938485622406,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2277722431102278,True,threshold_crossing,7,42,8
gradcam-e1df73765e9c0f197bbc,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_2318,False,pca,pca_32,pca_direct_cosine,0.5600558221340179,False,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2204102815870064,True,threshold_crossing,8,42,8
gradcam-6e7d0b13de980f1f006f,arcface-7972a704552df378345f,survface:registered_probe:5241_37,True,pca,pca_32,pca_reconstruction_cosine,0.099675178527832,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2712886433113544,True,high_error,1,42,8
gradcam-e2ecce3a503712d58bbc,arcface-7972a704552df378345f,survface:registered_probe:5241_39,True,pca,pca_32,pca_reconstruction_cosine,0.1763768196105957,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2547544843698992,True,high_error,2,42,8
gradcam-7e05778b9a1674b84903,arcface-7972a704552df378345f,survface:registered_probe:5241_30,True,pca,pca_32,pca_reconstruction_cosine,0.1222478151321411,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2092250747801276,True,high_error,3,42,8
gradcam-494033bed0169a1a8461,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_1989,False,pca,pca_32,pca_reconstruction_cosine,0.389064610004425,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.198822498904356,True,high_error,4,42,8
gradcam-f6f905819ad7b26d6d27,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9000_cam2_118,False,pca,pca_32,pca_reconstruction_cosine,0.3681114315986633,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1981264961850326,True,high_error,5,42,8
gradcam-a9c0a060e3155a3520e1,arcface-7972a704552df378345f,survface:registered_probe:5241_36,True,pca,pca_32,pca_reconstruction_cosine,0.0956201553344726,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1886159667864544,True,high_error,6,42,8
gradcam-ddfa488bf1a9c2f21538,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9353_cam2_81,False,pca,pca_32,pca_reconstruction_cosine,0.2577332258224487,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1880068266512822,True,high_error,7,42,8
gradcam-3d323fd24249ec6de30f,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_1773,False,pca,pca_32,pca_reconstruction_cosine,0.2897086143493652,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1719897331938114,True,high_error,8,42,8
gradcam-979c1b215ffe999fe66e,arcface-7972a704552df378345f,survface:unknown_unknown_probe:distractors_2185,False,pca,pca_32,pca_reconstruction_cosine,0.3260955214500427,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2929334593392232,True,rank_flip,1,42,8
gradcam-3e85bc1501ca5e785db0,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10206_cam2_84,False,pca,pca_32,pca_reconstruction_cosine,0.2571035921573639,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2694352624981906,True,rank_flip,2,42,8
gradcam-bcc256d80690ed7a6538,arcface-7972a704552df378345f,survface:registered_probe:2742_cam2_1,True,pca,pca_32,pca_reconstruction_cosine,0.2842589616775512,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2482830805816745,True,rank_flip,3,42,8
gradcam-5c15e1ad411a04cf037e,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9000_cam2_27,False,pca,pca_32,pca_reconstruction_cosine,0.3481644988059997,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2460429326218576,True,rank_flip,4,42,8
gradcam-8d48ff027fcb8251ba2c,arcface-7972a704552df378345f,survface:unknown_unknown_probe:4245_cam2_1,False,pca,pca_32,pca_reconstruction_cosine,0.3933521509170532,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2450677389563551,True,rank_flip,5,42,8
gradcam-3d0213e0fca2142e294d,arcface-7972a704552df378345f,survface:registered_probe:2973_cam3_1,True,pca,pca_32,pca_reconstruction_cosine,0.3052835762500763,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2427193304887418,True,rank_flip,6,42,8
gradcam-49dca9a09f073b1031e8,arcface-7972a704552df378345f,survface:registered_probe:5241_38,True,pca,pca_32,pca_reconstruction_cosine,0.2164381742477417,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.23847888641959,True,rank_flip,7,42,8
gradcam-5f1e4dc1712a3940ac1c,arcface-7972a704552df378345f,survface:registered_probe:8429_cam1_24,True,pca,pca_32,pca_reconstruction_cosine,0.2993570119142532,False,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2380322825427834,True,rank_flip,8,42,8
gradcam-6cf4a9a58928fdc61f15,arcface-7972a704552df378345f,survface:unknown_unknown_probe:5726_cam1_44,False,pca,pca_32,pca_reconstruction_cosine,0.0341444015502929,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.2931627189513919,True,stable,1,42,8
gradcam-2420d383e614cfbcd89d,arcface-7972a704552df378345f,survface:registered_probe:10472_cam1_12,True,pca,pca_32,pca_reconstruction_cosine,0.0344307422637939,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.2934250892065956,True,stable,2,42,8
gradcam-8853860fc2a0613f4b0a,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10385_cam3_10,False,pca,pca_32,pca_reconstruction_cosine,0.0571150779724121,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3005329634088593,True,stable,3,42,8
gradcam-62adbfaafc78669fddbe,arcface-7972a704552df378345f,survface:registered_probe:8939_cam1_23,True,pca,pca_32,pca_reconstruction_cosine,0.0400814414024353,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3011852294789905,True,stable,4,42,8
gradcam-d9b85849ec83aa60843a,arcface-7972a704552df378345f,survface:unknown_unknown_probe:10524_cam1_50,False,pca,pca_32,pca_reconstruction_cosine,0.046129822731018,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3055034055785117,True,stable,5,42,8
gradcam-d9a01765c3f1d3c566a9,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9562_cam4_12,False,pca,pca_32,pca_reconstruction_cosine,0.0535923242568969,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3081853856895589,True,stable,6,42,8
gradcam-3b4d52ddd9b3930bf70f,arcface-7972a704552df378345f,survface:unknown_unknown_probe:9794_cam3_102,False,pca,pca_32,pca_reconstruction_cosine,0.039012610912323,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.3091727365516211,True,stable,7,42,8
gradcam-06d87bca9b4c90d6cf5d,arcface-7972a704552df378345f,survface:registered_probe:5812_cam2_39,True,pca,pca_32,pca_reconstruction_cosine,0.0410091280937194,True,False,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,0.310847087149441,True,stable,8,42,8
gradcam-353fef9908640b78c41b,arcface-7972a704552df378345f,survface:registered_probe:5244_25,True,pca,pca_32,pca_reconstruction_cosine,0.1231291890144348,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.2177242617054669,True,threshold_crossing,1,42,8
gradcam-9876dbaa66b34042bf40,arcface-7972a704552df378345f,survface:registered_probe:5244_28,True,pca,pca_32,pca_reconstruction_cosine,0.1029342412948608,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.194917644384919,True,threshold_crossing,2,42,8
gradcam-1c5b029ea8c428cc7e3f,arcface-7972a704552df378345f,survface:registered_probe:5241_33,True,pca,pca_32,pca_reconstruction_cosine,0.1284765601158142,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.1899351535660787,True,threshold_crossing,3,42,8
gradcam-cf1f61f9c924bf83d78c,arcface-7972a704552df378345f,survface:registered_probe:5263_17,True,pca,pca_32,pca_reconstruction_cosine,0.1412116289138794,True,True,False,frozen_origin,population-8cf1a0037c25d80a20f282c3,survface,True,True,1.171843225018249,True,threshold_crossing,4,42,8
