dataset,model_uid,run_id,compression_family,compression_profile,search_mode,threshold_policy,target_fpir,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,frozen_origin,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,28,121736,0.000230005914438,0.000159145832314,0.000332406137062,0.000546149645003,0.000388932593637,0.000766869317146,4.96499677275e-05,1.68856099845e-05,0.000145980073263,-0.00947952947362,-0.0100301061313,-0.00894558717224,-0.000496499677275,-0.000695099548185,-0.000314449795608
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,recalibrated_compressed,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1289,121736,0.0105884865611,0.0100287630488,0.0111790964973,0.000546149645003,0.000388932593637,0.000766869317146,0.00180394882743,0.00149580119546,0.00217543915841,0.00087895117303,0.000451797331931,0.00130610501413,0.00125779918243,0.000943349386823,0.00157224897804
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_reconstruction_cosine,frozen_origin,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,2333,121736,0.0191644213708,0.0184092903345,0.0199498976098,0.000546149645003,0.000388932593637,0.000766869317146,0.00100954934379,0.000786083781831,0.00129645860799,0.00945488598278,0.00892915817835,0.0100054626405,0.00046339969879,0.000297899806365,0.000645449580458
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_reconstruction_cosine,recalibrated_compressed,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1199,121736,0.0098491818361,0.00930970175237,0.0104195950008,0.000546149645003,0.000388932593637,0.000766869317146,0.000479949688033,0.000334208278332,0.000689202135446,0.000139646448052,-4.92869816652e-05,0.000336794374712,-6.619995697e-05,-0.000148949903183,-1.65499892425e-05
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_256,pca_direct_cosine,frozen_origin,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,12,121736,9.85739633305e-05,5.63914139413e-05,0.000172304947801,0.000546149645003,0.000388932593637,0.000766869317146,1.65499892425e-05,2.9214854591e-06,9.37484492863e-05,-0.00961096142472,-0.0101695472169,-0.00905237563252,-0.00052959965576,-0.000711649537428,-0.000364099763335
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_256,pca_direct_cosine,recalibrated_compressed,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1281,121736,0.0105227705855,0.00996481639699,0.0111116153453,0.000546149645003,0.000388932593637,0.000766869317146,0.00191979875213,0.00160101464164,0.00230191083199,0.000813235197477,0.000386081356378,0.00125681803246,0.00137364910713,0.00105878556179,0.00170464889198
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_256,pca_reconstruction_cosine,frozen_origin,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1185,121736,0.00973417887889,0.0091979171796,0.0103013809169,0.000546149645003,0.000388932593637,0.000766869317146,0.000546149645003,0.000388932593637,0.000766869317146,2.46434908326e-05,0,5.75014786094e-05,0,0,0
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_256,pca_reconstruction_cosine,recalibrated_compressed,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1183,121736,0.009717749885,0.00918194954707,0.0102844915984,0.000546149645003,0.000388932593637,0.000766869317146,0.000546149645003,0.000388932593637,0.000766869317146,8.21449694421e-06,0,2.46434908326e-05,0,0,0
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_32,pca_direct_cosine,frozen_origin,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,917,121736,0.00753269369784,0.0070622882951,0.00803417837347,0.000546149645003,0.000388932593637,0.000766869317146,0.00102609933304,0.00080058381224,0.00131505645183,-0.00217684169021,-0.00266149700992,-0.00170040086745,0.000479949688033,0.000215149860153,0.000761299505155
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_32,pca_direct_cosine,recalibrated_compressed,0.01,1182,121736,0.00970953538805,0.00917396588114,0.0102760467889,1325,121736,0.0108842084511,0.0103165921583,0.011482692505,0.000546149645003,0.000388932593637,0.000766869317146,0.00147294904258,0.00119722496001,0.00181205790884,0.00117467306302,0.000673588749425,0.00168397187356,0.00092679939758,0.000612349601973,0.00124124919319
