dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,threshold,realized_fpir,tpir20,tpir20_retention,closed_set_rank20_recall,target_met_on_test
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,0.853032708168,0.00970953538805,0.00100954934379,1,0.151051751816,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.853032708168,0.000230005914438,4.96499677275e-05,0.0491803278689,0.105953031131,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.740508139133,0.0105884865611,0.00213494861228,2.11475409836,0.105953031131,False
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,0.810754001141,0.0470033515148,0.00594144613806,1,0.151051751816,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.810754001141,0.00165111388579,0.000413749731063,0.0696378830084,0.105953031131,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,0.651443004608,0.048580534928,0.00930109395429,1.56545961003,0.105953031131,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,0.786970019341,0.0936124071762,0.0117339423729,1,0.151051751816,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,0.786970019341,0.00350759019518,0.00059579961273,0.0507757404795,0.105953031131,True
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,0.608103871346,0.101818689623,0.0151597901461,1.29196050776,0.105953031131,False
survface,magface-6931178ad2025e1b3799,20260811-R001-dcc2dbde,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,0.757018983364,0.187233028849,0.0223590354666,1,0.151051751816,True
