dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,codec_parameter_bytes,codec_parameter_bytes_source
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_128,13195,512,128,True,reconstruction,0.000426020970163,0.000633570292508,0.48043287564,0.605912125256,0.883420864887,0.821982972846,0,512,0,not_applicable,264192,pca_components_and_mean
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_256,13195,512,256,True,reconstruction,3.65035568506e-07,6.56093357222e-07,0.0133851277314,0.0183266898976,0.999906573938,0.999832070918,0,1024,0,not_applicable,526336,pca_components_and_mean
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_32,13195,512,32,True,reconstruction,0.001330864854,0.00160089425786,0.975072211947,1.13184740035,0.553730553154,0.424988269394,0,128,0,not_applicable,67584,pca_components_and_mean
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_384,13195,512,384,True,reconstruction,2.97059914417e-08,4.92734805294e-08,0.00383049864123,0.00501188459372,0.999992428078,0.999987440533,0,1536,0,not_applicable,788480,pca_components_and_mean
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_64,13195,512,64,True,reconstruction,0.00095340178511,0.00124400194346,0.771127386193,0.923890824317,0.710974345231,0.602720032533,0,256,0,not_applicable,133120,pca_components_and_mean
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.00016967034485,0.000206912830551,0.298049515522,0.331131928363,0.95566346816,0.945674944032,0,128,524288,faiss_centroids,524288,faiss_centroids
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00120631547311,0.00149865421319,0.899630521467,1.05110479554,0.611989981217,0.496612419113,0,16,524288,faiss_centroids,524288,faiss_centroids
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000931526565598,0.00114476482639,0.757526083814,0.865509171085,0.721691973419,0.64825250392,0,32,524288,faiss_centroids,524288,faiss_centroids
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000543396286392,0.000660569101954,0.553245962778,0.619794377868,0.849404180474,0.813997913144,0,64,524288,faiss_centroids,524288,faiss_centroids
lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.0013741753977,0.00171106967151,0.997941939189,1.18477051381,0.527546184058,0.376509660844,0,8,524288,faiss_centroids,524288,faiss_centroids
