compression_profile,search_mode,threshold_policy,target_fpir,protocol_uid,model_uid,gallery_template_count,top_k,origin_score_space,compressed_score_space,origin_threshold,origin_fpir,origin_fpir_ci_low,origin_fpir_ci_high,origin_tpir20_count,origin_tpir20,origin_rank20,compressed_threshold,compressed_fpir,compressed_fpir_ci_low,compressed_fpir_ci_high,compressed_tpir20_count,compressed_tpir20,compressed_rank20,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high,mated_count,target_met_on_test,new_fa_same_winner,new_fa_changed_winner,score_effect_at_origin_threshold,threshold_effect_after_score_change
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.8496358394622803,0.011459223237168956,0.010876570473338348,0.012072707473320796,67,0.0011088492792479686,0.15105175181636132,0.8496358394622803,0.003491161201288033,0.003175130829655708,0.003838525904154905,13,0.0002151498601525909,0.14926435297817056,121736,1395,425,425,120341,0,970,-0.007968062035880923,-0.008477360846421766,-0.007491621213116909,60423,True,0,0,-0.007968062035880923,0.0
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.8496358394622803,0.011459223237168956,0.010876570473338348,0.012072707473320796,67,0.0011088492792479686,0.15105175181636132,0.8282594084739685,0.011023854899125978,0.010452549913211312,0.011626018833158171,62,0.0010260993330354336,0.14926435297817056,121736,1395,1342,1175,120174,167,220,-0.00043536833804297826,-0.0007557337188670566,-0.00014786094499572846,60423,False,136,31,-0.007968062035880923,0.0075326936978379454
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.8104064464569092,0.04739764736807518,0.04621822403881543,0.048605634120433734,365,0.006040746073515052,0.15105175181636132,0.8104064464569092,0.02378918315042387,0.02294803944111664,0.024660380196764822,159,0.0026314482895586117,0.14926435297817056,121736,5770,2896,2896,115966,0,2874,-0.02360846421765131,-0.02448762075310508,-0.022745736676085957,60423,True,0,0,-0.023608464217651313,0.0
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.8104064464569092,0.04739764736807518,0.04621822403881543,0.048605634120433734,365,0.006040746073515052,0.15105175181636132,0.7925257682800293,0.04605868436616942,0.04489545535938825,0.04725056129708328,330,0.005461496450027308,0.14926435297817056,121736,5770,5607,5091,115450,516,679,-0.0013389630019057634,-0.0019057632910560558,-0.0008048153381086954,60423,True,364,152,-0.023608464217651313,0.022269501215745547
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.787321925163269,0.09250345008871656,0.0908887120471356,0.09414390495721799,701,0.011601542458997402,0.15105175181636132,0.787321925163269,0.05483998159952685,0.05357506175765628,0.05613299518390295,394,0.006520695761547755,0.14926435297817056,121736,11261,6676,6665,110464,11,4596,-0.03766346848918972,-0.03876441644213709,-0.036661299861996455,60423,True,7,4,-0.037663468489189715,0.0
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.787321925163269,0.09250345008871656,0.0908887120471356,0.09414390495721799,701,0.011601542458997402,0.15105175181636132,0.7708616256713867,0.09120555957153184,0.08960116475006306,0.0928357531288987,666,0.011022292835509657,0.14926435297817056,121736,11261,11103,10155,109527,948,1106,-0.0012978905171847277,-0.002045409739107577,-0.0005830239206151027,60423,True,699,249,-0.037663468489189715,0.036365577972004993
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.757611095905304,0.18476867976605113,0.18259845431160665,0.18695879925224662,1332,0.022044585671019315,0.15105175181636132,0.757611095905304,0.13113622921732274,0.1292516993455683,0.13304403782788493,912,0.015093590189166377,0.14926435297817056,121736,22493,15964,15895,99174,69,6598,-0.053632450548728394,-0.05492233193139252,-0.052260013471774995,60423,True,45,24,-0.053632450548728394,0.0
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.757611095905304,0.18476867976605113,0.18259845431160665,0.18695879925224662,1332,0.022044585671019315,0.15105175181636132,0.7430219054222107,0.18395544456857463,0.1817889629926813,0.18614187149893283,1258,0.020819886467073796,0.14926435297817056,121736,22493,22394,20647,97496,1747,1846,-0.0008132351974765065,-0.0017827511993165537,0.00016428993888414274,60423,True,1192,555,-0.053632450548728394,0.05281921535125189
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.7347239255905151,0.28052507064467375,0.27800835824589315,0.2830556339552543,2029,0.03357992817304669,0.15105175181636132,0.7347239255905151,0.2195077873431031,0.21719152485465493,0.22184175150212254,1490,0.024659483971335418,0.14926435297817056,121736,34150,26722,26560,87424,162,7590,-0.061017283301570614,-0.06242196227903003,-0.05953867385161333,60423,True,110,52,-0.061017283301570635,0.0
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,magface-6931178ad2025e1b3799,3000,20,cosine_similarity,cosine_similarity,0.7347239255905151,0.28052507064467375,0.27800835824589315,0.2830556339552543,2029,0.03357992817304669,0.15105175181636132,0.7219630479812622,0.27894788723138597,0.27643557192118623,0.2814741529883458,1899,0.031428429571520776,0.14926435297817056,121736,34150,33958,31885,85513,2073,2265,-0.0015771834132877703,-0.0026452733784583025,-0.0004928698166524282,60423,True,1417,656,-0.061017283301570635,0.05944009988828286
