reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_s_2bin,fiqa_l_2bin,0.2,fpir,20,-0.0034008017349017546,-0.002158359072090425,-0.0008994874153906815,6.366235131760531e-05,0.0025464940527042124,6,14,2,10,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,tpir_at_rank_k,20,0.0010095493437929266,0.0013157241447793058,0.0014398490640981083,0.0015474239941744039,0.0017211988812207272,20,0,20,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,fpir,20,-0.0061115857264901095,-0.001304051389892883,0.0001930406781888677,0.0011171715844121707,0.004222251429322468,11,9,3,4,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,tpir_at_rank_k,20,0.0013570991178855733,0.001774986346258875,0.0020604736606921205,0.00218873607732155,0.0029127981066812306,20,0,19,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,fpir,20,-0.000657159755536571,-0.00042715384109877114,-0.00023000591443779985,-0.00012527107839915884,0.00017250443582834986,4,16,0,7,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,tpir_at_rank_k,20,-0.00013239991394005594,-9.929993545504196e-05,-6.619995697002797e-05,-4.964996772752098e-05,0.0,0,18,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,fpir,20,-0.0009364526516396136,-0.00019098705395281592,0.00015196819346783202,0.00036759873825326935,0.0008543076821975423,11,9,3,3,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,tpir_at_rank_k,20,-0.00016549989242506993,1.6549989242506992e-05,7.447495159128146e-05,0.0001282624166294292,0.0002151498601525909,17,3,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,fpir,20,-0.0015771834132877703,-0.000827610567128869,-0.00018071893277255702,1.0268121180258921e-05,0.0009118091608069921,5,13,1,6,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,tpir_at_rank_k,20,-0.00013239991394005594,2.4824983863760486e-05,0.00011584992469754895,0.00018618737897820368,0.0004137497310626748,15,4,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,fpir,20,-0.0018564763093908128,-0.000998061378721167,-0.00047644082276401394,0.00019920155089702307,0.00215219819938227,6,14,2,5,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,tpir_at_rank_k,20,0.0004799496880327028,0.0006371745858365193,0.0007199245320490542,0.0007695744997765751,0.0011584992469754894,20,0,12,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,fpir,20,-0.0011746730630216205,0.0004435828349871854,0.001178780311493724,0.0018112965761976736,0.003540448182953276,15,5,9,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,tpir_at_rank_k,20,-9.929993545504196e-05,0.00010757493007629545,0.00024824983863760486,0.00038064975257766083,0.0010426493222779405,16,4,2,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.01,fpir,20,-0.0016182558980088059,-0.0011767266872576723,-0.0007721627127554708,-0.0003511697443648551,-4.1072484721035685e-05,0,20,0,14,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.01,tpir_at_rank_k,20,6.619995697002797e-05,0.00015722489780381642,0.0002151498601525909,0.00027307482250136535,0.00038064975257766083,20,0,3,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,fpir,20,-0.0013882499835710061,-5.5447854373398173e-05,0.0007475192219228494,0.0011110107117040153,0.002045409739107577,14,6,8,2,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,tpir_at_rank_k,20,0.0002151498601525909,0.0004716746934114493,0.0005130496665177168,0.0006123496019727587,0.0008109494728828426,20,0,0,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,fpir,20,0.0005750147860944996,0.0026430143917986464,0.0031666885719918514,0.004025103502661497,0.006546954064533088,20,0,18,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.0004964996772752097,0.0007737119970872019,0.0008688744352316171,0.0009929993545504195,0.0012081492147030105,20,0,1,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,fpir,20,0.0011582440691332062,0.0035938424130906223,0.005146382335545771,0.005891847933232569,0.0088634422027995,20,0,18,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.0008109494728828426,0.001232974198566771,0.0014646740479618689,0.001642586432318819,0.001969448719858332,20,0,4,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.3,fpir,20,0.0026039955313136623,0.0058815798120523104,0.00791877505421568,0.009335775777091411,0.015443254255109416,20,0,20,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.0025983483110735978,0.003007960544825646,0.00321897290766761,0.0035085977194114822,0.004187147278354269,20,0,20,0,False,False,none
global_empirical,fiqa_l_2bin,0.01,fpir,20,-0.0031050798449102977,-0.0014211079713478346,-0.0007598409673391601,-0.0005380495498455674,-0.00023822041138200697,0,20,0,20,False,False,none
global_empirical,fiqa_l_2bin,0.01,tpir_at_rank_k,20,-0.00038064975257766083,-0.00010343743276566871,-5.792496234877448e-05,-4.5512470416894234e-05,-1.6549989242506992e-05,0,20,0,4,False,False,none
global_empirical,fiqa_l_2bin,0.05,fpir,20,-0.007820201090885194,-0.00319954655976868,-0.0020330879936912663,-0.0015155746862062166,-0.0006489452585923638,0,20,0,20,False,False,none
global_empirical,fiqa_l_2bin,0.05,tpir_at_rank_k,20,-0.0010591993115204475,-0.00037237475795640735,-0.0001820498816675769,-7.447495159128147e-05,0.00014894990318256292,1,17,0,7,False,False,none
global_empirical,fiqa_l_2bin,0.1,fpir,20,-0.010613130051915621,-0.005158704080962082,-0.0033802654925412364,-0.0026553361372149567,-0.001380035486626799,0,20,0,20,False,False,none
global_empirical,fiqa_l_2bin,0.1,tpir_at_rank_k,20,-0.0012246992039455175,-0.0001199874220081757,0.00013239991394005594,0.0002689373251907386,0.0005626996342452378,13,7,1,3,False,False,none
global_empirical,fiqa_l_2bin,0.2,fpir,20,-0.014597161069856082,-0.006392932246829204,-0.003207761056712887,-0.002189163435631202,0.0001560754419399356,1,19,0,17,False,False,none
global_empirical,fiqa_l_2bin,0.2,tpir_at_rank_k,20,-0.0009102494083378846,0.0003103122982970061,0.0006785495589427867,0.0008481869486784833,0.0010922992900054614,16,4,2,0,False,False,none
global_empirical,fiqa_l_2bin,0.3,fpir,20,-0.017316159558388645,-0.007775021357692055,-0.004821909706249589,-0.0026060491555497138,-0.000657159755536571,0,20,0,16,False,False,none
global_empirical,fiqa_l_2bin,0.3,tpir_at_rank_k,20,-0.0002151498601525909,0.0012867616636049188,0.0016136239511444317,0.002002548698343346,0.002333548483193486,18,2,16,0,False,False,none
global_empirical,fiqa_l_5bin,0.01,fpir,20,-0.0039347440362752185,-0.0028976637970690674,-0.0021357692054938555,-0.0018215646973779327,-0.0015853979102319774,0,20,0,20,False,False,none
global_empirical,fiqa_l_5bin,0.01,tpir_at_rank_k,20,-0.00034754977409264686,-9.929993545504196e-05,-1.6549989242506992e-05,8.274994621253496e-05,0.00014894990318256292,9,10,0,0,False,False,none
global_empirical,fiqa_l_5bin,0.05,fpir,20,-0.005561214431228231,-0.0021542518236183214,-0.0005626930406781889,2.053624236051781e-06,0.0005092988105408425,5,15,0,9,False,False,none
global_empirical,fiqa_l_5bin,0.05,tpir_at_rank_k,20,-0.0006123496019727587,0.00011584992469754893,0.0003061748009863793,0.0004013372391307946,0.0004964996772752097,16,4,0,0,False,False,none
global_empirical,fiqa_l_5bin,0.1,fpir,20,-0.004756193730695932,-0.0006119800223434317,0.0005544785437339817,0.001314319511073142,0.0028422159426956693,13,7,6,5,False,False,none
global_empirical,fiqa_l_5bin,0.1,tpir_at_rank_k,20,-0.00034754977409264686,0.000492362179964583,0.0006537245750790261,0.0007406120186021879,0.0009929993545504195,18,2,0,0,False,False,none
global_empirical,fiqa_l_5bin,0.2,fpir,20,-0.005725504370112374,-0.0014293224682920417,0.0017004008674508773,0.0029633797726227244,0.004706906749030689,14,6,11,5,False,False,none
global_empirical,fiqa_l_5bin,0.2,tpir_at_rank_k,20,9.929993545504196e-05,0.0009350743922016451,0.0012991741555367989,0.0015556989887956572,0.002052198666070867,20,0,1,0,False,False,none
global_empirical,fiqa_l_5bin,0.3,fpir,20,-0.004271538410987711,3.491161201288031e-05,0.003721167115725833,0.005477015837550109,0.007639482158112637,15,5,14,3,False,False,none
global_empirical,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.002101848633798388,0.002647998278801119,0.0030948479883488077,0.0032768978700163844,0.0035913476656240172,20,0,18,0,False,False,none
global_empirical,fiqa_s_2bin,0.01,fpir,20,-0.0038197410790563185,-0.0014642340803049222,-0.0009693106394164421,-0.0007454655976867977,-0.0002875073930472498,0,20,0,19,False,False,none
global_empirical,fiqa_s_2bin,0.01,tpir_at_rank_k,20,-0.00038064975257766083,-0.0001820498816675769,-0.00015722489780381642,-0.00014481240587193618,-8.274994621253496e-05,0,20,0,12,False,False,none
global_empirical,fiqa_s_2bin,0.05,fpir,20,-0.006916606427022409,-0.002513636064927384,-0.0013307485049615562,-0.0005175133074850496,9.857396333048565e-05,2,18,0,14,False,False,none
global_empirical,fiqa_s_2bin,0.05,tpir_at_rank_k,20,-0.0011584992469754894,-0.0005047746718964632,-0.00033927477947139333,-0.00019446237359945715,-0.00013239991394005594,0,20,0,10,False,False,none
global_empirical,fiqa_s_2bin,0.1,fpir,20,-0.009216665571400407,-0.0035876815403824668,-0.0019673720181376093,-0.0009549352697640796,-0.00014786094499572846,0,20,0,16,False,False,none
global_empirical,fiqa_s_2bin,0.1,tpir_at_rank_k,20,-0.0012743491716730383,-0.0005833871207983714,-0.0003061748009863793,-0.00015308740049318968,4.964996772752098e-05,2,17,0,5,False,False,none
global_empirical,fiqa_s_2bin,0.2,fpir,20,-0.01526253532233686,-0.00515665045672603,-0.0019180850364723665,-0.0008912729184464743,0.0009118091608069921,3,17,0,12,False,False,none
global_empirical,fiqa_s_2bin,0.2,tpir_at_rank_k,20,-0.002234248547738444,-0.0010591993115204475,-0.0007530245105340681,-0.0005957996127302517,-0.0004137497310626748,0,20,0,6,False,False,none
global_empirical,fiqa_s_2bin,0.3,fpir,20,-0.02153841098771111,-0.006557222185713347,-0.004251002168627193,-0.0023082736413222054,-0.0008953801669185779,0,20,0,18,False,False,none
global_empirical,fiqa_s_2bin,0.3,tpir_at_rank_k,20,-0.0031279479668338216,-0.0007157870347384274,-0.0003227247902288864,-3.3099978485013984e-05,0.00023169984939509788,5,15,0,3,False,False,none
global_empirical,fiqa_s_5bin,0.01,fpir,20,-0.0036472366432279686,-0.001751741473352172,-0.001322534008017349,-0.0009487743970559243,-0.0005668002891502925,0,20,0,20,False,False,none
global_empirical,fiqa_s_5bin,0.01,tpir_at_rank_k,20,-0.0004302997203051818,-0.0002854873144332456,-0.00022342485477384438,-0.0001820498816675769,-0.00013239991394005594,0,20,0,16,False,False,none
global_empirical,fiqa_s_5bin,0.05,fpir,20,-0.006456594598146809,-0.0024273838470132087,-0.00127735427482421,-0.0007926989551159887,0.00021357692054938557,1,19,0,16,False,False,none
global_empirical,fiqa_s_5bin,0.05,tpir_at_rank_k,20,-0.0009433493868228986,-0.00041374973106267485,-0.0002730748225013654,-0.00019032487628883041,-4.964996772752098e-05,0,20,0,4,False,False,none
global_empirical,fiqa_s_5bin,0.1,fpir,20,-0.010654202536636657,-0.0038834034303739237,-0.002226128671880134,-0.0015443254255109416,-0.0004682263258198068,0,20,0,19,False,False,none
global_empirical,fiqa_s_5bin,0.1,tpir_at_rank_k,20,-0.0013239991394005594,-0.00042616222299455506,-0.00019032487628883041,-0.00011171242738692219,0.00011584992469754894,2,18,0,2,False,False,none
global_empirical,fiqa_s_5bin,0.2,fpir,20,-0.014588946572911874,-0.0049163764211079715,-0.002501314319511073,-0.0019057632910560555,-0.00013143195110731419,0,20,0,17,False,False,none
global_empirical,fiqa_s_5bin,0.2,tpir_at_rank_k,20,-0.0016715489134932061,-0.00032686228753951306,-2.4824983863760486e-05,5.792496234877448e-05,0.00031444979560763285,8,11,0,1,False,False,none
global_empirical,fiqa_s_5bin,0.3,fpir,20,-0.019714792666097127,-0.005579697049352698,-0.003215975553657094,-0.0016531675100216864,-0.0008871656699743708,0,20,0,15,False,False,none
global_empirical,fiqa_s_5bin,0.3,tpir_at_rank_k,20,-0.002085298644555881,-0.0004013372391307946,-4.137497310626748e-05,0.00013239991394005594,0.00031444979560763285,8,12,0,1,False,False,none
global_safe,fiqa_l_2bin,0.01,fpir,20,-0.0007968062035880923,-2.6697115068673196e-05,8.625221791417495e-05,0.00016223631464809096,0.00043536833804297826,13,7,5,3,False,False,none
global_safe,fiqa_l_2bin,0.01,tpir_at_rank_k,20,-9.929993545504196e-05,2.8962481174387235e-05,6.619995697002797e-05,8.688744352316172e-05,0.00013239991394005594,17,1,1,0,False,False,none
global_safe,fiqa_l_2bin,0.05,fpir,20,-0.00203719524216337,-0.0009816323848327528,-0.000418939344154564,-0.00017045081159229808,0.0001560754419399356,2,18,0,12,False,False,none
global_safe,fiqa_l_2bin,0.05,tpir_at_rank_k,20,-0.00024824983863760486,-8.274994621253496e-05,-4.964996772752098e-05,1.6549989242506992e-05,0.00014894990318256292,7,12,0,1,False,False,none
global_safe,fiqa_l_2bin,0.1,fpir,20,-0.0031707958204639547,-0.0024109548531247946,-0.0009857396333048565,-0.0005092988105408425,0.0006325162647039496,3,17,1,14,False,False,none
global_safe,fiqa_l_2bin,0.1,tpir_at_rank_k,20,0.00011584992469754894,0.00022342485477384438,0.00038064975257766083,0.0004799496880327028,0.0007612995051553217,20,0,10,0,False,False,none
global_safe,fiqa_l_2bin,0.2,fpir,20,-0.001971479266609713,-0.0007331438522704869,0.0004887625681803246,0.0011069034632319118,0.0023082736413222054,13,7,5,4,False,False,none
global_safe,fiqa_l_2bin,0.2,tpir_at_rank_k,20,0.0007116495374278007,0.0009723118679972858,0.0010591993115204475,0.00118332423083925,0.0014894990318256294,20,0,16,0,False,False,none
global_safe,fiqa_l_2bin,0.3,fpir,20,-0.004920483669580075,-0.00011089570874679635,0.001199316553854242,0.00180718932772557,0.004123677465991983,14,6,9,2,False,False,none
global_safe,fiqa_l_2bin,0.3,tpir_at_rank_k,20,0.0016549989242506992,0.0019984112010327194,0.0022176985584959367,0.002461810899822915,0.002647998278801119,20,0,20,0,False,False,none
global_safe,fiqa_l_5bin,0.01,fpir,20,-0.00209469672077282,-0.0015587007951633042,-0.0011171715844121707,-0.0008419859367812315,-0.0003942958533219426,0,20,0,19,False,False,none
global_safe,fiqa_l_5bin,0.01,tpir_at_rank_k,20,-6.619995697002797e-05,4.5512470416894234e-05,0.00014067490856130944,0.00021928735746321764,0.00029789980636512584,17,1,1,0,False,False,none
global_safe,fiqa_l_5bin,0.05,fpir,20,-0.0017168298613392916,0.00017866530853650523,0.0007269829795623316,0.0012629789051718473,0.0035897351646185186,16,4,8,2,False,False,none
global_safe,fiqa_l_5bin,0.05,tpir_at_rank_k,20,6.619995697002797e-05,0.00027721231981199214,0.00041374973106267485,0.0004840871853433295,0.0008274994621253496,20,0,0,0,False,False,none
global_safe,fiqa_l_5bin,0.1,fpir,20,-0.0005175133074850496,0.0017825458368929488,0.0029448971544982585,0.003692416376421108,0.007278044292567523,19,1,18,0,False,False,none
global_safe,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.0005295996557602237,0.0008936994190953776,0.0009598993760654055,0.001067474306141701,0.0015225990103106433,20,0,1,0,False,False,none
global_safe,fiqa_l_5bin,0.2,fpir,20,0.0019550502727212985,0.0041462673325885525,0.005487283958730367,0.0070583064993099826,0.010539199579417756,20,0,20,0,False,False,none
global_safe,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.0011419492577329825,0.0016301739403869386,0.001787398838190755,0.0019942737037220927,0.002399748440163514,20,0,8,0,False,False,none
global_safe,fiqa_l_5bin,0.3,fpir,20,0.002620424525202077,0.007253400801734902,0.008818262469606361,0.012494249852139056,0.017168298613392915,20,0,20,0,False,False,none
global_safe,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.003061748009863794,0.0034920477301689755,0.0036989225957003127,0.004042334872482333,0.004518147063204409,20,0,20,0,False,False,none
global_safe,fiqa_s_2bin,0.01,fpir,20,-0.0008132351974765065,-0.0003100972596438194,-0.00022589866596569626,5.5447854373398173e-05,0.0003860813563777354,7,13,1,6,False,False,none
global_safe,fiqa_s_2bin,0.01,tpir_at_rank_k,20,-9.929993545504196e-05,-3.723747579564073e-05,-1.6549989242506992e-05,0.0,8.274994621253496e-05,4,12,0,0,False,False,none
global_safe,fiqa_s_2bin,0.05,fpir,20,-0.0004928698166524282,-0.0002238450417296445,3.285798777682855e-05,0.0003367943747124926,0.0015853979102319774,10,10,4,0,False,False,none
global_safe,fiqa_s_2bin,0.05,tpir_at_rank_k,20,-0.00029789980636512584,-0.00024824983863760486,-0.00019032487628883041,-0.00013239991394005594,3.3099978485013984e-05,1,19,0,0,False,False,none
global_safe,fiqa_s_2bin,0.1,fpir,20,-0.0012075310507984492,-0.00013348557534336597,5.339423013734639e-05,0.0005934974042189657,0.002406847604652691,11,9,3,1,False,False,none
global_safe,fiqa_s_2bin,0.1,tpir_at_rank_k,20,-0.00023169984939509788,-9.929993545504196e-05,-1.6549989242506992e-05,4.137497310626748e-05,0.00013239991394005594,8,11,0,0,False,False,none
global_safe,fiqa_s_2bin,0.2,fpir,20,-0.00023822041138200697,0.0008584149306696458,0.0013102122626010384,0.0015381645528027865,0.0023657751199316554,18,2,13,0,False,False,none
global_safe,fiqa_s_2bin,0.2,tpir_at_rank_k,20,-0.0005461496450027307,-0.00039719974182016784,-0.00034754977409264686,-0.0002937623090544991,1.6549989242506992e-05,1,19,0,0,False,False,none
global_safe,fiqa_s_2bin,0.3,fpir,20,-0.000780377209699678,6.16087270815535e-06,0.0008502004337254387,0.0013369093776697113,0.0034583032135112046,15,5,5,0,False,False,none
global_safe,fiqa_s_2bin,0.3,tpir_at_rank_k,20,-0.0007116495374278007,0.00016549989242506993,0.0002399748440163514,0.0003020373036757526,0.0004137497310626748,18,2,0,0,False,False,none
global_safe,fiqa_s_5bin,0.01,fpir,20,-0.000846093185253335,-0.000657159755536571,-0.00036965236248932116,-0.00024232765985411053,3.2857987776828546e-05,1,19,0,12,False,False,none
global_safe,fiqa_s_5bin,0.01,tpir_at_rank_k,20,-0.00016549989242506993,-0.0001199874220081757,-9.102494083378847e-05,-6.619995697002797e-05,0.0,0,17,0,2,False,False,none
global_safe,fiqa_s_5bin,0.05,fpir,20,-0.0012157455477426562,-0.00019714792666097127,0.00025464940527042125,0.0005113524347768942,0.002160412696326477,12,8,3,3,False,False,none
global_safe,fiqa_s_5bin,0.05,tpir_at_rank_k,20,-0.00038064975257766083,-0.00018618737897820368,-0.00016549989242506993,-4.137497310626748e-05,0.00023169984939509788,4,16,0,0,False,False,none
global_safe,fiqa_s_5bin,0.1,fpir,20,-0.0023164881382664124,-0.0008255569428928173,-0.00018482618124466058,0.000523674180193205,0.0027107839915883553,7,13,3,5,False,False,none
global_safe,fiqa_s_5bin,0.1,tpir_at_rank_k,20,-0.0001820498816675769,-3.3099978485013984e-05,8.274994621253496e-05,0.00015308740049318966,0.00038064975257766083,14,6,0,0,False,False,none
global_safe,fiqa_s_5bin,0.2,fpir,20,-0.0015936124071761846,0.00042510021686271933,0.0007228757310902281,0.0013738746139186435,0.003540448182953276,16,4,7,1,False,False,none
global_safe,fiqa_s_5bin,0.2,tpir_at_rank_k,20,0.0,0.0002813498171226189,0.00033099978485013986,0.00040961223375204805,0.0010426493222779405,19,0,0,0,False,False,none
global_safe,fiqa_s_5bin,0.3,fpir,20,-0.0015278964316225274,0.0008871656699743708,0.0017866530853650523,0.002454080962081882,0.006103371229545903,17,3,13,1,False,False,none
global_safe,fiqa_s_5bin,0.3,tpir_at_rank_k,20,9.929993545504196e-05,0.0003268622875395131,0.0005047746718964633,0.0005709746288664912,0.0008936994190953776,20,0,0,0,False,False,none
