method,target_fpir,model_uid,name,fit_non_mated_count,safety_non_mated_count,raw_threshold,shrinkage_weight,threshold_before_safety,safety_threshold,final_threshold,used_global_fallback,fit_fpir_at_final_threshold,safety_fpir_at_final_threshold,fit_target_met,safety_target_met,partition_seed
global_empirical,0.01,conditional-threshold-8f2243261ed4d29299723c6a,all,98825,0,-0.3551550507545471,1.0,-0.3551550507545471,,-0.3551550507545471,False,0.009997470275739944,,True,,0
global_safe,0.01,conditional-threshold-fc21032a8defc87701a7d2c9,all,67064,31761,-0.35579466819763184,1.0,-0.35579466819763184,-0.3524131178855896,-0.3524131178855896,False,0.008961588929977334,0.009980794055602784,True,True,0
fiqa_s_2bin,0.01,conditional-threshold-4b31eafe1822e3043f0dd47c,low,33340,15435,-0.35068362951278687,0.9940369707811568,-0.35068362951278687,-0.34169018268585205,-0.34169018268585205,False,0.007768446310737852,0.009977324263038548,True,True,0
fiqa_s_2bin,0.01,conditional-threshold-4b31eafe1822e3043f0dd47c,high,33724,16326,-0.3634535074234009,0.99410446881264,-0.3634083544978864,-0.369299054145813,-0.3634083544978864,False,0.009963230933459851,0.008575278696557638,True,True,0
fiqa_l_2bin,0.01,conditional-threshold-9dd5f51e49fbcbfd3a7cf91c,low,33776,15462,-0.36268630623817444,0.9941134918766188,-0.36264573855486537,-0.35026341676712036,-0.35026341676712036,False,0.006543107531975367,0.009959901694476782,True,True,0
fiqa_l_2bin,0.01,conditional-threshold-9dd5f51e49fbcbfd3a7cf91c,high,33288,16299,-0.349929541349411,0.9940277114190158,-0.349929541349411,-0.3533135950565338,-0.349929541349411,False,0.009973564047104061,0.00883489784649365,True,True,0
fiqa_s_5bin,0.01,conditional-threshold-f45904ecb22422971585b434,q1,13153,5945,-0.35357004404067993,0.9850220924136898,-0.35357004404067993,-0.3340335786342621,-0.3340335786342621,False,0.005550064624040143,0.00992430613961312,True,True,0
fiqa_s_5bin,0.01,conditional-threshold-f45904ecb22422971585b434,q2,13448,6331,-0.34523826837539673,0.9853458382180539,-0.34523826837539673,-0.3455941379070282,-0.34523826837539673,False,0.009964306960142772,0.00947717580161112,True,True,0
fiqa_s_5bin,0.01,conditional-threshold-f45904ecb22422971585b434,q3,13402,6337,-0.35192790627479553,0.9852962799588296,-0.35192790627479553,-0.3442172706127167,-0.3442172706127167,False,0.007760035815549918,0.009941612750512861,True,True,0
fiqa_s_5bin,0.01,conditional-threshold-f45904ecb22422971585b434,q4,13528,6410,-0.3555958569049835,0.9854312354312355,-0.3555958569049835,-0.36061036586761475,-0.3555958569049835,False,0.009979302188054406,0.00858034321372855,True,True,0
fiqa_s_5bin,0.01,conditional-threshold-f45904ecb22422971585b434,q5,13533,6738,-0.39255622029304504,0.9854365397218379,-0.3920208448893399,-0.39075562357902527,-0.39075562357902527,False,0.009532254489026823,0.009943603443158207,True,True,0
fiqa_l_5bin,0.01,conditional-threshold-c73421248e54972a82983dc6,q1,13621,6223,-0.38264572620391846,0.9855292670573764,-0.3822571717142826,-0.3726934790611267,-0.3726934790611267,False,0.007341604874825637,0.009963040334243934,True,True,0
fiqa_l_5bin,0.01,conditional-threshold-c73421248e54972a82983dc6,q2,13366,6141,-0.3624345362186432,0.9852572607990565,-0.36233664637608076,-0.34507638216018677,-0.34507638216018677,False,0.005536435732455484,0.009933235629376322,True,True,0
fiqa_l_5bin,0.01,conditional-threshold-c73421248e54972a82983dc6,q3,13506,6293,-0.33670127391815186,0.9854078505763899,-0.33670127391815186,-0.333156555891037,-0.333156555891037,False,0.00851473419221087,0.009852216748768473,True,True,0
fiqa_l_5bin,0.01,conditional-threshold-c73421248e54972a82983dc6,q4,13445,6406,-0.3306390345096588,0.9853426163429828,-0.3306390345096588,-0.33811047673225403,-0.3306390345096588,False,0.009966530308664932,0.007805182641273806,True,True,0
fiqa_l_5bin,0.01,conditional-threshold-c73421248e54972a82983dc6,q5,13126,6698,-0.4847539961338043,0.984991745460003,-0.4828185417148313,-0.48159071803092957,-0.48159071803092957,False,0.009446899283864087,0.009853687667960586,True,True,0
global_empirical,0.05,conditional-threshold-75b9c595b2d7c78c05289fb0,all,98825,0,-0.42540255188941956,1.0,-0.42540255188941956,,-0.42540255188941956,False,0.04999747027573995,,True,,0
global_safe,0.05,conditional-threshold-ef85f4670b2e2cf5b855ce26,all,67064,31761,-0.42696520686149597,1.0,-0.42696520686149597,-0.4222014248371124,-0.4222014248371124,False,0.04556841226291304,0.04999842574226252,True,True,0
fiqa_s_2bin,0.05,conditional-threshold-a76b0790a7a6995d2b22fc37,low,33340,15435,-0.41571280360221863,0.9940369707811568,-0.41571280360221863,-0.4069758653640747,-0.4069758653640747,False,0.041361727654469105,0.04995140913508261,True,True,0
fiqa_s_2bin,0.05,conditional-threshold-a76b0790a7a6995d2b22fc37,high,33724,16326,-0.4437642991542816,0.99410446881264,-0.4436652595817502,-0.4424424469470978,-0.4424424469470978,False,0.04883762305776302,0.04998162440279309,True,True,0
fiqa_l_2bin,0.05,conditional-threshold-c3aa1e6bad720524af60dab4,low,33776,15462,-0.4253799319267273,0.9941134918766188,-0.4253799319267273,-0.4136721193790436,-0.4136721193790436,False,0.038103979156797724,0.04999353253136722,True,True,0
fiqa_l_2bin,0.05,conditional-threshold-c3aa1e6bad720524af60dab4,high,33288,16299,-0.42959800362586975,0.9940277114190158,-0.42958227980381786,-0.4356819987297058,-0.42958227980381786,False,0.04989786109108387,0.0447266703478741,True,True,0
fiqa_s_5bin,0.05,conditional-threshold-c4b20dd04fc680af02e13ea9,q1,13153,5945,-0.4147298336029053,0.9850220924136898,-0.4147298336029053,-0.4049327075481415,-0.4049327075481415,False,0.04097924427887174,0.04995794785534062,True,True,0
fiqa_s_5bin,0.05,conditional-threshold-c4b20dd04fc680af02e13ea9,q2,13448,6331,-0.41428303718566895,0.9853458382180539,-0.41428303718566895,-0.40794336795806885,-0.40794336795806885,False,0.04305472932778108,0.04991312588848523,True,True,0
fiqa_s_5bin,0.05,conditional-threshold-c4b20dd04fc680af02e13ea9,q3,13402,6337,-0.422301709651947,0.9852962799588296,-0.422301709651947,-0.4145893156528473,-0.4145893156528473,False,0.04424712729443367,0.049865867129556575,True,True,0
fiqa_s_5bin,0.05,conditional-threshold-c4b20dd04fc680af02e13ea9,q4,13528,6410,-0.43026864528656006,0.9854312354312355,-0.4302205182698779,-0.4296654760837555,-0.4296654760837555,False,0.04923122412773507,0.0499219968798752,True,True,0
fiqa_s_5bin,0.05,conditional-threshold-c4b20dd04fc680af02e13ea9,q5,13533,6738,-0.4926658570766449,0.9854365397218379,-0.49170902826698715,-0.48567187786102295,-0.48567187786102295,False,0.045887829749501216,0.04986642920747997,True,True,0
fiqa_l_5bin,0.05,conditional-threshold-6e736b11246b497e578ecd74,q1,13621,6223,-0.446805477142334,0.9855292670573764,-0.4465183738895905,-0.4310563802719116,-0.4310563802719116,False,0.03538653549665957,0.04997589587015909,True,True,0
fiqa_l_5bin,0.05,conditional-threshold-6e736b11246b497e578ecd74,q2,13366,6141,-0.4192659258842468,0.9852572607990565,-0.4192659258842468,-0.4061705470085144,-0.4061705470085144,False,0.0365105491545713,0.04999185800358248,True,True,0
fiqa_l_5bin,0.05,conditional-threshold-6e736b11246b497e578ecd74,q3,13506,6293,-0.40235579013824463,0.9854078505763899,-0.40235579013824463,-0.3950319290161133,-0.3950319290161133,False,0.04346216496371983,0.04989671063085969,True,True,0
fiqa_l_5bin,0.05,conditional-threshold-6e736b11246b497e578ecd74,q4,13445,6406,-0.4028225839138031,0.9853426163429828,-0.4028225839138031,-0.4120982587337494,-0.4028225839138031,False,0.04998140572703607,0.04402123009678426,True,True,0
fiqa_l_5bin,0.05,conditional-threshold-6e736b11246b497e578ecd74,q5,13126,6698,-0.6032187342643738,0.984991745460003,-0.6005734764615391,-0.6088694930076599,-0.6005734764615391,False,0.04860582050891361,0.04673036727381308,True,True,0
global_empirical,0.1,conditional-threshold-0602f8173e6657329ce04078,all,98825,0,-0.47009336948394775,1.0,-0.47009336948394775,,-0.47009336948394775,False,0.0999949405514799,,True,,0
global_safe,0.1,conditional-threshold-b4032750d4d05f8c9ad885f9,all,67064,31761,-0.47178417444229126,1.0,-0.47178417444229126,-0.4664149284362793,-0.4664149284362793,False,0.09282178217821782,0.09999685148452504,True,True,0
fiqa_s_2bin,0.1,conditional-threshold-e63fd1208b8e2d825336fdb1,low,33340,15435,-0.4564880430698395,0.9940369707811568,-0.4564880430698395,-0.44722452759742737,-0.44722452759742737,False,0.0867126574685063,0.09996760609005508,True,True,0
fiqa_s_2bin,0.1,conditional-threshold-e63fd1208b8e2d825336fdb1,high,33724,16326,-0.494988352060318,0.99410446881264,-0.4948515511074939,-0.491286963224411,-0.491286963224411,False,0.09568853042343732,0.09996324880558619,True,True,0
fiqa_l_2bin,0.1,conditional-threshold-6e00a0f02afa1d43ed872af1,low,33776,15462,-0.4636853039264679,0.9941134918766188,-0.4636853039264679,-0.45074623823165894,-0.45074623823165894,False,0.08076740881099005,0.09998706506273444,True,True,0
fiqa_l_2bin,0.1,conditional-threshold-6e00a0f02afa1d43ed872af1,high,33288,16299,-0.4857434332370758,0.9940277114190158,-0.4856600645151767,-0.4914434254169464,-0.4856600645151767,False,0.09985580389329488,0.09301184121725259,True,True,0
fiqa_s_5bin,0.1,conditional-threshold-1d1e94e6e76fe75734539717,q1,13153,5945,-0.45514988899230957,0.9850220924136898,-0.45514988899230957,-0.4463217854499817,-0.4463217854499817,False,0.08652018550900935,0.09991589571068124,True,True,0
