method,target_fpir,quality_group,split_count,threshold_min,threshold_q25,threshold_median,threshold_q75,threshold_max,fit_non_mated_count_min,fit_non_mated_count_q25,fit_non_mated_count_median,fit_non_mated_count_q75,fit_non_mated_count_max,safety_non_mated_count_min,safety_non_mated_count_q25,safety_non_mated_count_median,safety_non_mated_count_q75,safety_non_mated_count_max,global_fallback_split_count
fiqa_l_2bin,0.01,high,20,-0.35073864459991455,-0.3500598222017288,-0.34895509481430054,-0.34636160731315613,-0.3346511125564575,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.01,low,20,-0.3588463660058757,-0.3581663270743547,-0.3573080162849631,-0.3564936669471198,-0.35026341676712036,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.05,high,20,-0.432494529135083,-0.4296984125245613,-0.42863879879496236,-0.42559002642280835,-0.41254037618637085,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.05,low,20,-0.42150887846946716,-0.42009197175502777,-0.4193117618560791,-0.418067030608654,-0.4136721193790436,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.1,high,20,-0.4891082608813875,-0.4856958897547531,-0.48459259423390433,-0.4820032544527521,-0.4708057940006256,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.1,low,20,-0.4594411551952362,-0.45827271044254303,-0.4579862952232361,-0.456444688141346,-0.45074623823165894,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.2,high,20,-0.5705607154646755,-0.5688586963580851,-0.5655809523306252,-0.5629957961680208,-0.554572582244873,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.2,low,20,-0.5106813311576843,-0.509920746088028,-0.5089896321296692,-0.5078577250242233,-0.5032489895820618,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.3,high,20,-0.6375962141884952,-0.634974142004566,-0.6321409976278911,-0.6296106467154331,-0.6234136819839478,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.3,low,20,-0.5529719591140747,-0.5519859045743942,-0.5510061085224152,-0.5502431988716125,-0.5454559922218323,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_5bin,0.01,q1,20,-0.3799694063983871,-0.3793187455201954,-0.37829415095314123,-0.37435220927000046,-0.3726934790611267,13114.0,13815.0,14028.5,14254.75,14722.0,4610.0,5578.25,5802.5,6023.75,7069.0,0
fiqa_l_5bin,0.01,q2,20,-0.3571079969406128,-0.35656054629757156,-0.35595979816686196,-0.3536024787329426,-0.34507638216018677,12990.0,13604.0,13803.0,14159.25,14739.0,4774.0,5449.0,5825.5,6066.75,6518.0,0
fiqa_l_5bin,0.01,q3,20,-0.3357822000980377,-0.3343874216079712,-0.33339887857437134,-0.33222590386867523,-0.32629960775375366,13145.0,13697.25,13929.0,14275.75,14831.0,5201.0,5514.25,5932.0,6260.0,6762.0,0
fiqa_l_5bin,0.01,q4,20,-0.33358606696128845,-0.33165954053401947,-0.330413818359375,-0.32889942079782486,-0.3163140118122101,13118.0,13716.75,13928.0,14238.5,14640.0,5182.0,5581.5,5927.0,6223.25,7018.0,0
fiqa_l_5bin,0.01,q5,20,-0.49478259682655334,-0.4825020090679076,-0.4800531293215794,-0.4752440913880742,-0.4626476764678955,13041.0,13669.5,13939.5,14164.5,14609.0,4864.0,5410.0,5611.0,6199.5,6896.0,0
