reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment,partition_seed
global_empirical,fiqa_s_2bin,0.01,fpir,1802,1611,1465,121736,-0.001568968916343563,-0.00192219228494447,-0.0012237546822632594,query,2000,8972,False,none,0
global_empirical,fiqa_s_2bin,0.01,tpir_at_rank_k,79,68,62,60423,-0.0001820498816675769,-0.00034294769506525033,-3.451998904430522e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s_2bin,0.01,fpir,1686,1611,1430,121736,-0.0006160872708155352,-0.000961096142472235,-0.0002957218899914569,query,2000,8972,False,none,0
global_safe,fiqa_s_2bin,0.01,tpir_at_rank_k,70,68,59,60423,-3.3099978485013984e-05,-0.00013419166807703066,6.716513812055513e-05,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l_2bin,0.01,fpir,1802,1589,1589,121736,-0.00174968784911612,-0.001987908260498127,-0.0015114674377341131,query,2000,8972,False,none,0
global_empirical,fiqa_l_2bin,0.01,tpir_at_rank_k,79,64,64,60423,-0.00024824983863760486,-0.0005157054468055603,-6.357064830732047e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_l_2bin,0.01,fpir,1686,1589,1589,121736,-0.0007968062035880923,-0.0009693106394164421,-0.0006407307616481567,query,2000,8972,False,none,0
global_safe,fiqa_l_2bin,0.01,tpir_at_rank_k,70,64,64,60423,-9.929993545504196e-05,-0.00023509501195603937,0.0,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_s_5bin,0.01,fpir,1802,1585,1416,121736,-0.0017825458368929488,-0.002168627193270684,-0.0013964644805152132,query,2000,8972,False,none,0
global_empirical,fiqa_s_5bin,0.01,tpir_at_rank_k,79,62,56,60423,-0.0002813498171226189,-0.0005644541196302789,-4.883810390693996e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s_5bin,0.01,fpir,1686,1585,1387,121736,-0.0008296641913649208,-0.001191102056910035,-0.00048465531970822107,query,2000,8972,False,none,0
global_safe,fiqa_s_5bin,0.01,tpir_at_rank_k,70,62,54,60423,-0.00013239991394005594,-0.00032738773294765857,3.393953693894753e-05,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l_5bin,0.01,fpir,1802,1431,1175,121736,-0.0030475783663008477,-0.0035160100545442593,-0.0025791466780574366,query,2000,8972,False,none,0
global_empirical,fiqa_l_5bin,0.01,tpir_at_rank_k,79,70,38,60423,-0.00014894990318256292,-0.0006890521249990411,0.00028907483672726864,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_l_5bin,0.01,fpir,1686,1431,1163,121736,-0.00209469672077282,-0.002530270421239403,-0.0016346848918972203,query,2000,8972,False,none,0
global_safe,fiqa_l_5bin,0.01,tpir_at_rank_k,70,70,38,60423,0.0,-0.0004244127076947341,0.00037186335063247455,mated_identity_cluster,2000,8972,False,none,0
fiqa_s_2bin,fiqa_l_2bin,0.01,fpir,1611,1589,1391,121736,-0.00018071893277255702,-0.0005259331668528615,0.00012321745416310706,query,2000,8972,False,none,0
fiqa_s_2bin,fiqa_l_2bin,0.01,tpir_at_rank_k,68,64,56,60423,-6.619995697002797e-05,-0.00022919662944539292,6.82025806769037e-05,mated_identity_cluster,2000,8972,False,none,0
fiqa_s_5bin,fiqa_l_5bin,0.01,fpir,1585,1431,1117,121736,-0.0012650325294078992,-0.0017088207268186894,-0.0008212443319971097,query,2000,8972,False,none,0
fiqa_s_5bin,fiqa_l_5bin,0.01,tpir_at_rank_k,62,70,39,60423,0.00013239991394005594,-0.0002737668338343729,0.0005291501958114203,mated_identity_cluster,2000,8972,False,none,0
fiqa_s_2bin,fiqa_s_5bin,0.01,fpir,1611,1585,1410,121736,-0.00021357692054938557,-0.0005339423013734639,0.00010678846027469278,query,2000,8972,False,none,0
fiqa_s_2bin,fiqa_s_5bin,0.01,tpir_at_rank_k,68,62,57,60423,-9.929993545504196e-05,-0.00029643271742201634,6.502511137002415e-05,mated_identity_cluster,2000,8972,False,none,0
fiqa_l_2bin,fiqa_l_5bin,0.01,fpir,1589,1431,1158,121736,-0.0012978905171847277,-0.0017252497207071037,-0.0008707366760859565,query,2000,8972,False,none,0
