dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,threshold_policy,compressed_score_space,compressed_dir_rank1,compressed_fpir,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_direct_cosine,frozen_origin,cosine_similarity,0.00314449795608,0.0697328645594,128,0,3000,384000,128,0.181530101175,5508.7282689,10377,0.0569667158911,5324,0.0292272135881
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_direct_cosine,frozen_origin,cosine_similarity,0.00125779918243,0.0162729184465,256,0,3000,768000,256,0.182995920597,5464.60269026,14999,0.0823401533825,239,0.00131204057993
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_direct_cosine,frozen_origin,cosine_similarity,0.000413749731063,0.00686731944536,512,0,3000,1536000,512,0.18472164867,5413.55064337,16538,0.0907888163637,15,8.2345643092e-05
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_direct_cosine,frozen_origin,cosine_similarity,0.000148949903183,0.00385259906683,1024,0,3000,3072000,1024,0.189381496934,5280.34689866,17091,0.0938246257391,4,2.19588381579e-05
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_direct_cosine,frozen_origin,cosine_similarity,0.000115849924698,0.00369652362489,1536,0,3000,4608000,1536,0.194957763273,5129.3161309,17117,0.0939673581871,3,1.64691286184e-05
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00440229713851,0.112801472038,128,0,3000,384000,128,0.181530101175,5508.7282689,7905,0.0433961539095,10710,0.0587947891677
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00721579530973,0.112160741276,256,0,3000,768000,256,0.182995920597,5464.60269026,6078,0.0333664545809,9075,0.0498191140707
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.00954934379293,0.109671748702,512,0,3000,1536000,512,0.18472164867,5413.55064337,5282,0.0289966457875,8085,0.0443843016266
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.0107740429969,0.108102779786,1024,0,3000,3072000,1024,0.189381496934,5280.34689866,5000,0.0274485476973,7725,0.0424080061924
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_direct_cosine,recalibrated_compressed,cosine_similarity,0.0109064429108,0.107954918841,1536,0,3000,4608000,1536,0.194957763273,5129.3161309,4996,0.0274265888592,7703,0.0422872325825
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_32,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.016583089221,0.691874219623,128,0,3000,384000,128,0.195342683041,5119.20889196,0,0,109802,0.602781086853
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_64,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.0127269417275,0.349452914504,256,0,3000,768000,256,0.195383781202,5118.13208777,0,0,47708,0.261903062709
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_128,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.0094996938252,0.173777682855,512,0,3000,1536000,512,0.197144558874,5072.41998313,0,0,15161,0.0832294863279
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_256,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.00668619565397,0.0960192547808,1024,0,3000,3072000,1024,0.190556712542,5247.78154838,0,0,602,0.00330480514276
survface,arcface-7972a704552df378345f,20260803-R001-33efcd08,step4_search_space_refresh,validation_required,True,pca,pca_384,pca_reconstruction_cosine,frozen_origin,cosine_similarity,0.00652069576155,0.0927252415062,1536,0,3000,4608000,1536,0.196178946964,5097.38692901,0,0,12,6.58765144736e-05
