dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,threshold_policy,target_fpir,compressed_score_space,compressed_dir_rank1,compressed_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.968487394958,0.575236966825,0.38451603055,0.38451603055,0.978991596639,0.976890756303,0.997854077253,0.991596638655,0.995798319328,1,1688,0.000592417061611,971,1688,0.575236966825,0.000104583813744,0.00334813853813,0.551511497499,0.598620773274,0.961764485681,0.98854939741,0.948662112158,0.980811554199,0.574644549763,0.550947867299,0.597748815166,-0.0105042016807,-0.0210084033613,-0.00210084033613,128,0,50,73984,1479.68,0.00211109057624,473688.818119,0,0,976,0.45101663586
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.0556872037915,0.38451603055,0.38451603055,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,94,1688,0.0556872037915,0.000104583813744,0.00334813853813,0.0457225041005,0.067669597636,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.0550947867299,0.0450236966825,0.0663507109005,0,0,0,256,0,50,145920,2918.4,0.00285272643432,350541.849359,0,0,93,0.0429759704251
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.38451603055,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,512,0,50,289792,5795.84,0.00271908502731,367770.772137,0,0,0,0
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.38451603055,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,1024,0,50,577536,11550.72,0.00372971349566,268117.109039,0,0,0,0
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.38451603055,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,1536,0,50,865280,17305.6,0.00392615526638,254702.102223,0,0,0,0
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.905462184874,0.00236966824645,0.38451603055,0.632920861244,0.978991596639,0.905462184874,0.924892703863,0.991596638655,0.995798319328,1,1688,0.000592417061611,4,1688,0.00236966824645,0.000104583813744,0.00334813853813,0.000921891687168,0.00607726225776,0.961764485681,0.98854939741,0.875837662049,0.928594703901,0.00177725118483,0,0.00414691943128,-0.0735294117647,-0.0966386554622,-0.0504201680672,128,0,50,73984,1479.68,0.00211109057624,473688.818119,35,0.0161737523105,3,0.00138632162662
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00355450236967,0.38451603055,0.450191825628,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,6,1688,0.00355450236967,0.000104583813744,0.00334813853813,0.00163004744464,0.00773339422899,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.00296208530806,0.000592417061611,0.00592417061611,0,0,0,256,0,50,145920,2918.4,0.00285272643432,350541.849359,0,0,5,0.00231053604436
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.405570030212,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,512,0,50,289792,5795.84,0.00271908502731,367770.772137,0,0,0,0
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.37273311615,0.978991596639,0.978991596639,1,0.991596638655,0.993697478992,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,1024,0,50,577536,11550.72,0.00372971349566,268117.109039,0,0,0,0
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.000592417061611,0.38451603055,0.385595977306,0.978991596639,0.978991596639,1,0.991596638655,0.991596638655,1,1688,0.000592417061611,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.000104583813744,0.00334813853813,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0,0,0,0,0,0,1536,0,50,865280,17305.6,0.00392615526638,254702.102223,0,0,0,0
