dataset,model_uid,run_id,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,origin_score_space,compressed_score_space,threshold_policy,target_fpir,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20_count,origin_tpir20_denominator,origin_tpir20,origin_tpir_at_rank_k_wilson95_low,origin_tpir_at_rank_k_wilson95_high,compressed_tpir20_count,compressed_tpir20_denominator,compressed_tpir20,compressed_tpir_at_rank_k_wilson95_low,compressed_tpir_at_rank_k_wilson95_high,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,compressed_minus_origin_tpir_at_rank_k,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_low,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_high,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,origin_storage_bytes_per_embedding,storage_bytes_per_embedding,codebook_bytes,origin_gallery_storage_bytes,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,frozen_origin,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.38451603055,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,512,0,102400,289792,5795.84
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,recalibrated_compressed,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.405570030212,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,512,0,102400,289792,5795.84
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_128,pca_reconstruction_cosine,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,cosine_similarity,frozen_origin,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.38451603055,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,512,0,102400,289792,5795.84
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_128,pca_reconstruction_cosine,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,cosine_similarity,recalibrated_compressed,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.401795178652,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,512,0,102400,289792,5795.84
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,frozen_origin,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.38451603055,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,1024,0,102400,577536,11550.72
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,recalibrated_compressed,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.37273311615,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,1024,0,102400,577536,11550.72
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_256,pca_reconstruction_cosine,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,cosine_similarity,frozen_origin,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.38451603055,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,1024,0,102400,577536,11550.72
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_256,pca_reconstruction_cosine,pca_reconstructed_float32,pca_reconstructed_float32,cosine_similarity,cosine_similarity,cosine_similarity,recalibrated_compressed,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,0.978991596639,0.961764485681,0.98854939741,0.978991596639,0.961764485681,0.98854939741,0,0.38451603055,0.371488958597,466,476,0.978991596639,0.961764485681,0.98854939741,466,476,0.978991596639,0.961764485681,0.98854939741,1,0.991596638655,0.993697478992,0,0,0,0,0,0,0,0,2048,1024,0,102400,577536,11550.72
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,frozen_origin,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,971,1688,0.575236966825,0.551511497499,0.598620773274,0.978991596639,0.961764485681,0.98854939741,0.968487394958,0.948662112158,0.980811554199,0.574644549763,0.38451603055,0.38451603055,466,476,0.978991596639,0.961764485681,0.98854939741,465,476,0.976890756303,0.959097733567,0.987048106177,0.997854077253,0.991596638655,0.995798319328,-0.00210084033613,-0.0063025210084,0,0.550947867299,0.597748815166,-0.0105042016807,-0.0210084033613,-0.00210084033613,2048,128,0,102400,73984,1479.68
lfw,adaface-4df25b75e065b0b9ed43,20260830-R001-2c810919,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,cosine_similarity,cosine_similarity,recalibrated_compressed,0.01,1,1688,0.000592417061611,0.000104583813744,0.00334813853813,4,1688,0.00236966824645,0.000921891687168,0.00607726225776,0.978991596639,0.961764485681,0.98854939741,0.905462184874,0.875837662049,0.928594703901,0.00177725118483,0.38451603055,0.632920861244,466,476,0.978991596639,0.961764485681,0.98854939741,431,476,0.905462184874,0.875837662049,0.928594703901,0.924892703863,0.991596638655,0.995798319328,-0.0735294117647,-0.0966386554622,-0.0504201680672,0,0.00414691943128,-0.0735294117647,-0.0966386554622,-0.0504201680672,2048,128,0,102400,73984,1479.68
